Player,Rating,Team,Team within selected timeframe,Position,Age,Market value,Contract expires,Matches played,Minutes played,Goals,xG,Assists,xA,Duels per 90,"Duels won, %",Birth country,Passport country,Foot,Height,Weight,On loan,Successful defensive actions per 90,Defensive duels per 90,"Defensive duels won, %",Aerial duels per 90,"Aerial duels won, %",Sliding tackles per 90,PAdj Sliding tackles,Shots blocked per 90,Interceptions per 90,PAdj Interceptions,Fouls per 90,Yellow cards,Yellow cards per 90,Red cards,Red cards per 90,Successful attacking actions per 90,Goals per 90,Non-penalty goals,Non-penalty goals per 90,xG per 90,Head goals,Head goals per 90,Shots,Shots per 90,"Shots on target, %","Goal conversion, %",Assists per 90,Crosses per 90,"Accurate crosses, %",Crosses from left flank per 90,"Accurate crosses from left flank, %",Crosses from right flank per 90,"Accurate crosses from right flank, %",Crosses to goalie box per 90,Dribbles per 90,"Successful dribbles, %",Offensive duels per 90,"Offensive duels won, %",Touches in box per 90,Progressive runs per 90,Accelerations per 90,Received passes per 90,Received long passes per 90,Fouls suffered per 90,Passes per 90,"Accurate passes, %",Forward passes per 90,"Accurate forward passes, %",Back passes per 90,"Accurate back passes, %",Lateral passes per 90,"Accurate lateral passes, %",Short / medium passes per 90,"Accurate short / medium passes, %",Long passes per 90,"Accurate long passes, %","Average pass length, m","Average long pass length, m",xA per 90,Shot assists per 90,Second assists per 90,Third assists per 90,Smart passes per 90,"Accurate smart passes, %",Key passes per 90,Passes to final third per 90,"Accurate passes to final third, %",Passes to penalty area per 90,"Accurate passes to penalty area, %",Through passes per 90,"Accurate through passes, %",Deep completions per 90,Deep completed crosses per 90,Progressive passes per 90,"Accurate progressive passes, %",Conceded goals,Conceded goals per 90,Shots against,Shots against per 90,Clean sheets,"Save rate, %",xG against,xG against per 90,Prevented goals,Prevented goals per 90,Back passes received as GK per 90,Exits per 90,Aerial duels per 90.1,Free kicks per 90,Direct free kicks per 90,"Direct free kicks on target, %",Corners per 90,Penalties taken,"Penalty conversion, %"
L. Goretzka,84,Bayern München,Bayern München,"LDMF, AMF, RCMF",27,65000000,2026-06-30,24,1595,6,5.41,4,2.61,18.17,47.52,Germany,Germany,right,189,82,no,7.39,6.09,53.7,3.61,45.31,0.34,0.54,0.11,3.78,6.0,1.41,2,0.11,0,0.0,2.14,0.34,6,0.34,0.31,0,0.0,40,2.26,37.5,15.0,0.23,0.39,57.14,0.17,66.67,0.23,50.0,0.06,1.64,51.72,5.36,44.21,2.48,1.3,0.9,37.47,0.62,1.41,49.49,88.71,11.0,75.9,9.48,95.83,20.37,92.24,46.78,89.75,2.31,73.17,17.13,27.96,0.15,1.02,0.17,0.0,0.79,28.57,0.51,5.92,74.29,1.86,75.76,0.62,54.55,1.3,0.23,4.91,82.76,0,,0,,0,0.0,0.0,0.0,,,0.68,,,0.0,0.0,0.0,0.06,0,0.0
S. Gnabry,84,Bayern München,Bayern München,"RAMF, LAMF, RWF",27,65000000,2026-06-30,31,2300,12,12.7,10,9.63,17.88,45.51,Germany,"Germany, Côte d'Ivoire",right,176,77,no,4.89,4.66,56.3,1.1,28.57,0.2,0.33,0.0,2.07,3.46,0.59,0,0.0,0,0.0,6.61,0.47,12,0.47,0.5,0,0.0,95,3.72,45.26,12.632,0.39,3.4,33.33,0.94,33.33,2.43,32.26,0.59,6.42,49.39,9.51,43.21,7.36,3.29,1.96,36.04,4.23,0.94,42.57,80.97,7.51,76.56,12.72,93.54,12.72,76.62,38.27,86.09,1.17,40.0,16.3,21.23,0.38,1.64,0.08,0.08,1.45,43.24,1.17,2.43,79.03,3.72,49.47,1.33,41.18,2.31,1.13,4.89,84.8,0,,0,,0,0.0,0.0,0.0,,,0.27,,,0.0,0.0,0.0,0.08,0,0.0
D. Alaba,84,Real Madrid,Bayern München,"LCB, LB",30,55000000,2026-06-30,28,2627,1,0.65,1,1.55,9.42,55.27,Austria,Austria,left,180,78,no,6.58,4.28,64.8,1.75,43.14,0.1,0.17,0.27,3.7,6.22,0.34,0,0.0,0,0.0,1.44,0.03,1,0.03,0.02,0,0.0,16,0.55,43.75,6.25,0.03,1.13,33.33,1.1,34.38,0.03,0.0,0.1,0.55,75.0,1.4,46.34,0.34,3.53,1.23,62.7,1.1,0.21,80.99,91.46,30.35,85.55,6.75,97.97,35.22,95.23,72.94,95.3,6.99,59.8,20.58,40.2,0.05,0.45,0.07,0.1,0.65,63.16,0.34,14.77,81.44,2.16,42.86,1.44,45.24,0.62,0.38,14.32,88.76,0,,0,,0,0.0,0.0,0.0,,,2.91,,,0.31,0.21,66.67,0.14,0,0.0
L. Hrádecký,84,Bayer Leverkusen,Bayer Leverkusen,GK,33,2500000,2026-06-30,34,3230,0,0.0,0,0.0,0.42,86.67,Slovakia,"Slovakia, Finland",right,192,85,no,2.45,0.03,0.0,0.31,90.91,0.0,0.0,0.0,2.45,3.92,0.0,1,0.03,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.11,0.42,0.06,35.39,87.64,18.75,79.64,0.0,0.0,15.72,97.34,23.66,98.0,11.67,67.06,31.7,46.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.81,40.0,0.08,0.0,0.03,100.0,0.0,0.0,9.06,69.23,44,1.23,148,4.12,10,70.27,44.83,1.25,0.83,0.023,0.0,1.03,0.31,,,,0.0,0,0.0
J. Boateng,84,Olympique Lyonnais,Bayern München,"RCB, LCB",34,2000000,2023-06-30,24,1879,0,0.62,2,0.46,10.44,66.51,Germany,Germany,right,192,90,no,8.77,5.27,65.45,2.73,75.44,0.24,0.37,0.53,5.08,7.93,0.86,5,0.24,1,0.05,0.19,0.0,0,0.0,0.03,0,0.0,6,0.29,33.33,0.0,0.1,0.38,25.0,0.14,0.0,0.24,40.0,0.0,0.0,0.0,0.43,66.67,0.19,0.43,0.0,61.12,0.48,0.24,78.46,91.21,26.49,81.19,4.74,94.95,42.05,96.81,70.03,96.1,8.09,51.48,23.84,41.21,0.02,0.14,0.0,0.0,0.05,0.0,0.19,11.88,70.97,2.01,35.71,1.48,25.81,0.48,0.1,14.18,88.51,0,,0,,0,0.0,0.0,0.0,,,3.78,,,0.0,0.0,0.0,0.0,0,0.0
Y. Sommer,84,Borussia M'gladbach,Borussia M'gladbach,GK,33,5000000,2023-06-30,34,3239,0,0.0,0,0.0,0.36,76.92,Switzerland,Switzerland,right,183,79,no,1.47,0.03,0.0,0.25,88.89,0.03,0.04,0.0,1.44,1.86,0.0,0,0.0,0,0.0,0.03,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,100.0,0.06,100.0,0.0,0.0,0.0,23.34,0.19,0.06,31.84,90.05,14.45,80.0,0.03,0.0,16.28,98.81,23.37,98.34,8.47,67.21,29.55,47.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97,42.86,0.03,0.0,0.03,0.0,0.0,0.0,6.59,72.15,40,1.11,161,4.47,7,75.16,45.43,1.26,5.43,0.151,0.0,0.94,0.25,,,,0.0,0,0.0
J. Pavlenka,83,Werder Bremen,Werder Bremen,GK,30,3000000,2025-06-30,33,3170,0,0.0,0,0.0,0.71,84.0,Czech Republic,Czech Republic,right,196,81,no,1.93,0.14,100.0,0.37,84.62,0.09,0.1,0.0,1.7,2.03,0.0,1,0.03,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,80.0,0.0,0.0,0.0,14.45,0.09,0.2,21.44,85.43,12.18,76.22,0.0,0.0,8.49,98.66,12.18,98.14,9.23,68.92,34.74,49.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.85,60.0,0.17,0.0,0.09,33.33,0.0,0.0,6.76,71.43,67,1.9,180,5.11,4,62.78,49.89,1.42,-17.11,-0.486,0.0,1.36,0.37,,,,0.0,0,0.0
K. Havertz,83,Chelsea,Bayer Leverkusen,"AMF, CF, RAMF",23,70000000,2025-06-30,30,2567,12,8.48,4,5.2,23.67,36.44,Germany,Germany,left,193,84,no,3.89,3.75,52.34,3.79,40.74,0.11,0.18,0.04,1.82,3.11,0.81,3,0.11,0,0.0,4.17,0.42,11,0.39,0.3,3,0.11,58,2.03,43.1,20.69,0.14,1.16,30.3,0.7,25.0,0.42,33.33,0.21,5.22,44.97,12.59,33.7,4.1,2.45,1.58,37.23,2.42,1.16,46.17,87.17,8.52,81.07,14.34,94.13,12.13,88.73,43.47,89.27,1.54,70.45,15.4,29.88,0.18,1.51,0.07,0.0,1.12,53.13,0.77,4.45,79.53,1.86,71.7,1.05,50.0,1.75,0.28,4.21,80.0,0,,0,,0,0.0,0.0,0.0,,,0.18,,,0.0,0.0,0.0,0.35,1,100.0
C. Tolisso,83,Olympique Lyonnais,Bayern München,"LDMF, LCMF, RCMF",28,14000000,2027-06-30,13,679,1,1.19,2,2.0,14.85,48.21,France,"France, Togo",right,181,81,no,5.17,3.45,65.38,2.78,47.62,0.0,0.0,0.27,2.92,5.32,0.8,0,0.0,0,0.0,2.25,0.13,1,0.13,0.16,0,0.0,12,1.59,25.0,8.333,0.27,1.72,38.46,1.06,37.5,0.66,40.0,0.4,1.72,30.77,5.57,40.48,3.58,1.46,0.4,56.73,0.53,1.06,71.05,90.49,18.29,88.41,11.53,91.95,29.29,93.21,63.23,93.08,6.23,76.6,18.33,32.06,0.27,1.33,0.13,0.13,1.06,62.5,0.66,11.93,84.44,3.31,72.0,0.93,71.43,1.99,0.66,11.53,91.95,0,,0,,0,0.0,0.0,0.0,,,0.53,,,0.0,0.0,0.0,0.0,0,0.0
A. Kramarić,83,Hoffenheim,Hoffenheim,"CF, LCMF",31,9000000,2025-06-30,19,1510,12,9.13,2,2.58,13.53,39.65,Croatia,Croatia,right,177,73,no,2.74,2.03,52.94,1.85,22.58,0.12,0.15,0.06,1.55,2.01,0.42,3,0.18,0,0.0,4.59,0.72,10,0.6,0.54,2,0.12,41,2.44,58.54,29.268,0.12,1.67,32.14,1.07,11.11,0.6,70.0,0.24,3.16,62.26,7.33,46.34,3.58,1.97,1.13,24.02,1.91,1.13,31.23,81.3,6.26,70.48,9.54,93.13,9.48,81.13,27.77,85.84,1.91,53.13,16.78,34.01,0.15,1.01,0.12,0.0,1.55,42.31,0.72,3.04,56.86,2.56,51.16,1.55,34.62,1.31,0.54,3.1,82.69,0,,0,,0,0.0,0.0,0.0,,,0.3,,,0.3,0.18,66.67,0.12,2,100.0
K. Coman,83,Bayern München,Bayern München,"RAMF, LAMF, RWF",26,60000000,2027-06-30,24,1585,4,3.93,3,3.94,26.06,48.15,France,"France, Guadeloupe",right,181,75,no,4.6,4.71,63.86,2.21,48.72,0.0,0.0,0.0,1.59,2.61,0.57,2,0.11,0,0.0,8.63,0.23,4,0.23,0.22,0,0.0,34,1.93,38.24,11.765,0.17,5.34,38.3,2.16,42.11,3.07,33.33,0.85,9.26,57.06,17.09,44.85,6.59,3.92,1.59,32.2,2.67,1.93,44.18,79.82,6.93,69.67,12.38,93.12,16.18,76.14,36.97,86.33,2.33,68.29,19.1,35.98,0.22,1.76,0.11,0.17,1.42,40.0,1.02,1.99,62.86,5.05,55.06,1.19,33.33,2.67,1.87,5.91,77.88,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.06,0,0.0
J. Brandt,83,Borussia Dortmund,Borussia Dortmund,"RCMF, LCMF, AMF",26,28000000,2024-06-30,33,2299,3,3.3,8,5.24,18.52,44.82,Germany,Germany,right,185,83,no,6.22,4.97,61.42,1.76,35.56,0.12,0.16,0.04,3.05,4.09,0.47,0,0.0,0,0.0,3.25,0.12,3,0.12,0.13,0,0.0,31,1.21,48.39,9.677,0.31,1.17,23.33,0.74,21.05,0.43,27.27,0.2,3.68,47.87,8.89,38.33,3.05,1.72,1.53,51.4,1.21,0.78,63.03,84.22,13.62,72.7,12.92,91.82,23.8,89.14,59.11,85.83,2.74,75.71,16.54,30.32,0.21,1.14,0.27,0.12,1.68,37.21,0.59,7.83,77.5,3.05,55.13,1.25,21.88,2.23,0.31,7.32,79.14,0,,0,,0,0.0,0.0,0.0,,,0.23,,,0.12,0.0,0.0,0.67,0,0.0
K. Kampl,83,RB Leipzig,RB Leipzig,"LDMF, LCMF, DMF",31,6000000,2024-06-30,11,708,2,0.46,2,2.47,16.14,49.61,Germany,"Germany, Slovenia",right,178,66,no,8.77,6.99,58.18,1.14,33.33,1.27,1.73,0.25,3.43,4.68,1.27,1,0.13,0,0.0,2.8,0.25,2,0.25,0.06,0,0.0,6,0.76,66.67,33.333,0.25,1.14,55.56,0.89,57.14,0.13,0.0,0.0,2.03,62.5,4.83,42.11,0.64,1.27,1.53,48.18,0.51,0.25,63.69,88.82,18.18,74.13,13.22,99.04,21.36,94.64,58.47,91.52,4.07,59.38,17.67,32.87,0.31,1.27,0.0,0.38,0.89,42.86,0.89,7.75,77.05,2.67,66.67,1.4,36.36,1.53,0.64,8.01,80.95,0,,0,,0,0.0,0.0,0.0,,,1.02,,,0.13,0.0,0.0,0.0,0,0.0
O. Baumann,83,Hoffenheim,Hoffenheim,GK,32,4500000,2024-06-30,30,2875,0,0.0,0,0.0,0.59,68.42,Germany,Germany,right,187,82,no,1.53,0.03,100.0,0.25,50.0,0.06,0.08,0.0,1.44,1.8,0.0,1,0.03,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,100.0,0.0,0.0,0.0,19.25,0.19,0.22,27.39,87.31,14.68,77.4,0.03,100.0,10.99,98.86,19.53,98.72,7.83,59.2,29.72,51.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,40.63,0.13,0.0,0.09,0.0,0.0,0.0,6.01,71.35,49,1.53,155,4.85,7,68.39,48.54,1.52,-0.46,-0.014,0.0,1.5,0.25,,,,0.0,0,0.0
K. Casteels,83,Wolfsburg,Wolfsburg,GK,30,8000000,2024-06-30,26,2488,0,0.0,0,0.0,0.54,93.33,Belgium,Belgium,left,197,86,no,1.7,0.0,0.0,0.36,90.0,0.0,0.0,0.0,1.7,2.19,0.0,1,0.04,0,0.0,0.07,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,100.0,0.11,100.0,0.04,0.0,0.0,17.8,0.07,0.11,26.19,87.98,13.75,78.16,0.0,0.0,11.9,99.39,15.99,99.55,10.16,70.11,34.84,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,68.97,0.07,0.0,0.11,33.33,0.04,0.0,8.65,79.08,38,1.37,110,3.98,5,65.45,37.07,1.34,-0.93,-0.034,0.0,1.3,0.36,,,,0.0,0,0.0
P. Gulácsi,83,RB Leipzig,RB Leipzig,GK,32,6000000,2025-06-30,32,3044,0,0.0,1,0.13,0.47,75.0,Hungary,Hungary,right,191,86,no,1.54,0.03,0.0,0.35,75.0,0.0,0.0,0.0,1.54,1.98,0.03,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,100.0,0.0,0.0,0.0,19.48,0.12,0.03,27.73,89.45,13.36,80.31,0.0,0.0,13.04,98.87,20.28,98.83,7.39,64.4,29.71,48.51,0.0,0.03,0.0,0.0,0.0,0.0,0.03,1.57,43.4,0.15,0.0,0.12,25.0,0.03,0.0,5.65,70.16,34,1.01,122,3.61,10,72.13,40.12,1.19,6.12,0.181,0.0,1.12,0.35,,,,0.0,0,0.0
M. Akanji,82,Manchester City,Borussia Dortmund,"RCB, LCB",27,30000000,2027-06-30,29,2420,0,0.27,1,0.5,12.53,62.61,Switzerland,"Switzerland, Nigeria",right,187,91,no,7.81,5.1,70.8,2.6,52.86,0.33,0.46,0.3,3.87,5.32,0.41,2,0.07,0,0.0,0.52,0.0,0,0.0,0.01,0,0.0,5,0.19,20.0,0.0,0.04,0.07,50.0,0.07,50.0,0.0,0.0,0.0,0.63,58.82,1.86,56.0,0.6,1.45,0.22,53.89,0.67,0.86,69.25,91.78,26.07,85.45,4.31,92.24,31.69,97.18,65.05,94.57,4.13,48.65,18.9,38.08,0.02,0.11,0.07,0.04,0.11,66.67,0.07,6.99,78.72,0.45,50.0,0.45,33.33,0.19,0.04,10.6,72.98,0,,0,,0,0.0,0.0,0.0,,,2.08,,,0.0,0.0,0.0,0.0,0,0.0
