Player,Rating,Team,Team within selected timeframe,Position,Age,Market value,Contract expires,Matches played,Minutes played,Goals,xG,Assists,xA,Duels per 90,"Duels won, %",Birth country,Passport country,Foot,Height,Weight,On loan,Successful defensive actions per 90,Defensive duels per 90,"Defensive duels won, %",Aerial duels per 90,"Aerial duels won, %",Sliding tackles per 90,PAdj Sliding tackles,Shots blocked per 90,Interceptions per 90,PAdj Interceptions,Fouls per 90,Yellow cards,Yellow cards per 90,Red cards,Red cards per 90,Successful attacking actions per 90,Goals per 90,Non-penalty goals,Non-penalty goals per 90,xG per 90,Head goals,Head goals per 90,Shots,Shots per 90,"Shots on target, %","Goal conversion, %",Assists per 90,Crosses per 90,"Accurate crosses, %",Crosses from left flank per 90,"Accurate crosses from left flank, %",Crosses from right flank per 90,"Accurate crosses from right flank, %",Crosses to goalie box per 90,Dribbles per 90,"Successful dribbles, %",Offensive duels per 90,"Offensive duels won, %",Touches in box per 90,Progressive runs per 90,Accelerations per 90,Received passes per 90,Received long passes per 90,Fouls suffered per 90,Passes per 90,"Accurate passes, %",Forward passes per 90,"Accurate forward passes, %",Back passes per 90,"Accurate back passes, %",Lateral passes per 90,"Accurate lateral passes, %",Short / medium passes per 90,"Accurate short / medium passes, %",Long passes per 90,"Accurate long passes, %","Average pass length, m","Average long pass length, m",xA per 90,Shot assists per 90,Second assists per 90,Third assists per 90,Smart passes per 90,"Accurate smart passes, %",Key passes per 90,Passes to final third per 90,"Accurate passes to final third, %",Passes to penalty area per 90,"Accurate passes to penalty area, %",Through passes per 90,"Accurate through passes, %",Deep completions per 90,Deep completed crosses per 90,Progressive passes per 90,"Accurate progressive passes, %",Conceded goals,Conceded goals per 90,Shots against,Shots against per 90,Clean sheets,"Save rate, %",xG against,xG against per 90,Prevented goals,Prevented goals per 90,Back passes received as GK per 90,Exits per 90,Aerial duels per 90.1,Free kicks per 90,Direct free kicks per 90,"Direct free kicks on target, %",Corners per 90,Penalties taken,"Penalty conversion, %"
M. Kruse,82,Wolfsburg,Werder Bremen,"CF, AMF",34,1500000,2023-06-30,32,2985,11,10.68,7,7.42,15.41,38.36,Germany,Germany,left,180,76,no,2.41,3.02,45.0,1.69,35.71,0.09,0.11,0.03,0.96,1.21,0.69,0,0.0,0,0.0,4.7,0.33,8,0.24,0.32,1,0.03,91,2.74,43.96,12.088,0.21,2.83,37.23,2.32,40.26,0.51,23.53,0.21,3.17,49.52,7.21,37.24,2.74,1.3,0.96,35.52,2.71,0.93,48.09,80.56,10.85,70.56,11.28,90.64,17.31,81.88,41.43,84.43,4.01,69.17,19.0,39.62,0.22,1.93,0.03,0.09,1.72,50.88,0.57,5.55,75.54,4.52,56.67,1.3,46.51,1.63,1.03,7.24,80.0,0,,0,,0,0.0,0.0,0.0,,,0.24,,,0.81,0.06,50.0,2.32,3,100.0
Y. Sommer,82,Borussia M'gladbach,Borussia M'gladbach,GK,33,5000000,2023-06-30,34,3212,0,0.0,0,0.0,0.78,71.43,Switzerland,Switzerland,right,183,79,no,1.79,0.11,75.0,0.45,75.0,0.0,0.0,0.0,1.71,2.06,0.03,1,0.03,0,0.0,0.06,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,100.0,0.06,100.0,0.0,0.03,0.0,24.18,0.2,0.06,33.62,90.25,16.48,83.33,0.06,100.0,15.92,96.83,24.99,99.22,8.57,64.71,29.42,48.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.82,53.85,0.11,25.0,0.06,50.0,0.06,0.0,7.06,71.83,42,1.18,162,4.54,13,74.07,53.39,1.5,11.39,0.319,0.03,1.46,0.45,,,,0.0,0,0.0
A. Kramarić,81,Hoffenheim,Hoffenheim,"LCMF, CF, AMF",31,9000000,2025-06-30,30,2541,17,19.1,3,7.28,13.0,41.69,Croatia,Croatia,right,177,73,no,3.19,2.34,51.52,1.03,24.14,0.25,0.32,0.18,1.74,2.25,0.25,2,0.07,0,0.0,5.24,0.6,12,0.43,0.68,0,0.0,102,3.61,44.12,16.667,0.11,1.95,38.18,1.31,35.14,0.43,50.0,0.25,4.11,56.9,7.54,41.78,4.39,2.9,1.81,25.4,2.3,0.64,34.25,80.97,9.39,74.72,7.72,93.12,9.21,80.0,30.21,84.64,2.2,66.13,17.25,31.45,0.26,1.56,0.18,0.07,1.52,37.21,0.71,3.72,79.05,3.47,64.29,1.52,39.53,2.2,0.71,5.42,82.35,0,,0,,0,0.0,0.0,0.0,,,0.25,,,0.74,0.25,57.14,1.95,6,83.333
M. Nastasić,81,Mallorca,Schalke 04,LCB,29,1500000,2023-06-30,28,2595,1,1.96,0,0.09,11.13,64.17,Serbia,Serbia,left,188,83,no,8.88,4.72,71.32,3.57,64.08,0.17,0.21,0.66,5.34,6.5,0.55,6,0.21,1,0.03,0.45,0.03,1,0.03,0.07,0,0.0,18,0.62,27.78,5.556,0.0,0.1,100.0,0.07,100.0,0.03,100.0,0.0,0.1,66.67,0.49,42.86,0.69,0.49,0.07,27.92,0.21,0.21,40.61,88.98,15.33,77.15,2.74,98.73,18.49,97.37,33.68,95.16,6.83,58.38,23.44,40.84,0.0,0.14,0.0,0.0,0.21,50.0,0.03,6.07,68.57,0.55,62.5,0.62,50.0,0.38,0.07,8.57,78.14,0,,0,,0,0.0,0.0,0.0,,,1.53,,,0.14,0.14,0.0,0.0,0,0.0
M. Sabitzer,81,Bayern München,RB Leipzig,"RCMF, RW, RAMF",28,20000000,2025-06-30,30,2457,4,5.1,3,3.86,17.22,45.11,Austria,Austria,right,178,76,no,7.22,5.16,60.28,1.98,31.48,0.4,0.49,0.11,3.7,4.54,0.95,9,0.33,0,0.0,3.96,0.15,4,0.15,0.19,0,0.0,62,2.27,25.81,6.452,0.11,2.97,35.8,0.48,15.38,2.38,40.0,0.37,2.45,59.7,6.89,40.96,2.93,0.81,0.59,28.72,1.25,1.14,42.16,72.72,15.64,64.4,6.85,88.24,11.79,74.84,35.27,79.02,4.1,42.86,18.91,38.55,0.14,1.1,0.07,0.04,2.05,41.07,0.66,7.55,65.53,4.18,56.14,1.87,35.29,1.5,1.1,9.3,76.77,0,,0,,0,0.0,0.0,0.0,,,0.15,,,0.33,0.33,44.44,0.15,0,0.0
K. Bellarabi,81,Bayer Leverkusen,Bayer Leverkusen,"RAMF, RWF, RW",32,2500000,2023-06-30,19,1120,5,2.73,4,5.63,17.52,46.33,Germany,"Germany, Morocco",right,184,80,no,5.38,4.82,51.67,0.24,33.33,0.16,0.24,0.0,2.73,4.16,1.29,4,0.32,1,0.08,6.59,0.4,5,0.4,0.22,0,0.0,39,3.13,25.64,12.821,0.32,6.67,38.55,0.8,30.0,5.87,39.73,0.8,4.66,60.34,9.4,46.15,3.86,2.49,2.41,31.9,3.29,1.04,39.21,72.95,8.68,64.81,8.04,93.0,13.26,66.67,31.18,81.96,1.69,42.86,17.65,25.8,0.45,2.17,0.16,0.0,1.29,31.25,1.93,2.73,64.71,6.75,53.57,1.13,28.57,2.09,2.41,7.23,77.78,0,,0,,0,0.0,0.0,0.0,,,0.72,,,0.08,0.0,0.0,0.0,0,0.0
K. Volland,81,Monaco,Bayer Leverkusen,"CF, LAMF",30,16000000,2024-06-30,34,2952,13,14.11,7,5.66,22.35,40.25,Germany,Germany,left,179,85,no,4.24,3.72,53.28,2.65,34.48,0.4,0.6,0.09,1.86,2.81,1.13,4,0.12,0,0.0,4.85,0.4,13,0.4,0.43,3,0.09,82,2.5,53.66,15.854,0.21,2.44,40.0,1.71,37.5,0.67,45.45,0.34,3.51,60.0,11.34,39.52,4.24,1.07,0.58,18.08,1.25,1.46,26.01,76.55,6.34,65.87,6.62,91.24,7.23,76.79,22.38,81.88,1.4,54.35,17.08,29.5,0.17,1.01,0.12,0.09,1.16,36.84,0.7,2.77,73.63,2.53,62.65,0.98,34.38,1.19,0.82,3.93,77.52,0,,0,,0,0.0,0.0,0.0,,,0.09,,,0.09,0.06,0.0,0.03,0,0.0
D. Didavi,81,,Stuttgart,"CF, AMF",32,300000,,20,1004,2,1.69,2,3.42,23.58,44.11,Germany,"Germany, Benin",left,180,77,no,6.27,4.93,63.64,2.42,25.93,1.34,1.66,0.0,1.79,2.21,0.99,0,0.0,0,0.0,4.84,0.18,2,0.18,0.15,0,0.0,22,1.97,54.55,9.091,0.18,2.51,32.14,1.79,35.0,0.72,25.0,0.27,3.85,62.79,11.56,44.19,2.42,1.34,0.99,23.13,1.79,2.78,34.51,76.62,10.4,62.07,6.9,92.21,10.76,83.33,29.76,81.63,2.51,57.14,17.25,30.67,0.31,1.97,0.09,0.0,1.7,31.58,0.81,5.56,64.52,2.87,46.88,2.24,36.0,0.9,0.63,4.75,84.91,0,,0,,0,0.0,0.0,0.0,,,0.0,,,1.7,0.18,50.0,3.05,0,0.0
S. Rudy,81,Hoffenheim,Schalke 04,"DMF, RCMF, LCMF",32,1500000,2023-06-30,21,1433,0,0.24,0,1.19,18.09,49.65,Germany,Germany,right,180,74,no,10.3,9.23,53.74,1.51,50.0,0.63,0.74,0.13,4.71,5.57,1.63,4,0.25,0,0.0,1.0,0.0,0,0.0,0.02,0,0.0,4,0.25,25.0,0.0,0.0,0.38,33.33,0.0,0.0,0.38,33.33,0.06,1.07,41.18,3.64,41.38,0.69,0.57,0.06,23.68,0.63,1.0,39.25,82.56,11.74,73.8,8.6,89.78,12.94,88.83,35.3,85.05,3.58,63.16,17.62,34.68,0.07,0.57,0.0,0.0,0.94,40.0,0.06,5.28,69.05,1.44,73.91,1.51,54.17,1.19,0.13,6.41,71.57,0,,0,,0,0.0,0.0,0.0,,,0.63,,,0.5,0.0,0.0,0.5,0,0.0
R. Bürki,81,St. Louis City ,Borussia Dortmund,GK,31,1500000,2025-12-31,32,3040,0,0.0,0,0.0,0.71,75.0,Switzerland,Switzerland,right,187,85,no,1.45,0.09,66.67,0.44,86.67,0.03,0.04,0.0,1.36,1.84,0.0,1,0.03,0,0.0,0.03,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,100.0,0.06,100.0,0.0,0.0,0.0,14.71,0.15,0.24,22.09,85.25,12.91,76.38,0.03,100.0,8.7,98.3,14.77,97.6,7.31,60.32,32.12,46.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.95,56.06,0.09,0.0,0.06,0.0,0.0,0.0,5.3,72.07,40,1.18,133,3.94,10,69.92,38.26,1.13,-1.74,-0.052,0.0,1.18,0.44,,,,0.0,0,0.0
L. Stindl,81,Borussia M'gladbach,Borussia M'gladbach,"CF, LCMF",34,2500000,2023-06-30,21,1582,3,3.86,0,1.26,18.89,44.58,Germany,Germany,right,181,80,no,6.31,5.01,60.23,2.45,37.21,0.51,0.64,0.11,2.79,3.46,0.97,3,0.17,0,0.0,2.39,0.17,3,0.17,0.22,0,0.0,34,1.93,32.35,8.824,0.0,0.51,22.22,0.11,50.0,0.4,14.29,0.06,2.05,58.33,8.42,41.89,2.67,0.4,0.17,30.72,1.14,1.65,40.68,83.64,9.79,68.6,9.16,94.41,13.82,88.89,38.06,86.1,2.1,54.05,17.08,26.13,0.07,0.68,0.17,0.11,1.25,36.36,0.23,5.8,74.51,1.71,73.33,1.02,27.78,1.14,0.11,4.44,82.05,0,,0,,0,0.0,0.0,0.0,,,0.23,,,0.11,0.06,100.0,0.17,0,0.0
J. Pavlenka,80,Werder Bremen,Werder Bremen,GK,30,3000000,2025-06-30,34,3146,0,0.0,0,0.0,0.74,61.54,Czech Republic,Czech Republic,right,196,81,no,1.8,0.2,42.86,0.29,80.0,0.11,0.14,0.0,1.6,1.98,0.03,2,0.06,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,100.0,0.0,0.0,0.0,15.05,0.17,0.11,22.09,85.23,12.42,78.34,0.06,50.0,9.27,95.06,12.27,98.83,9.76,68.62,33.51,45.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.69,45.76,0.11,0.0,0.0,0.0,0.0,0.0,5.66,67.17,47,1.34,159,4.55,5,70.44,45.75,1.31,-1.25,-0.036,0.0,1.14,0.29,,,,0.0,0,0.0
J. Weigl,80,Borussia M'gladbach,Borussia Dortmund,"RCB, RDMF",27,15000000,2024-06-30,18,1543,1,0.35,0,0.05,11.49,57.36,Germany,Germany,right,186,72,yes,9.45,5.19,58.43,2.04,51.43,1.63,2.12,0.47,4.78,6.2,0.93,3,0.17,0,0.0,0.7,0.06,1,0.06,0.02,0,0.0,3,0.17,33.33,33.333,0.0,0.17,33.33,0.06,100.0,0.12,0.0,0.0,0.87,60.0,2.16,62.16,0.17,0.41,0.23,53.08,0.41,0.82,68.42,93.78,20.53,87.78,4.43,93.42,37.39,97.97,64.74,95.41,3.5,66.67,20.98,36.86,0.0,0.06,0.0,0.06,0.17,33.33,0.0,5.37,82.61,0.58,60.0,0.41,57.14,0.17,0.06,10.44,82.12,0,,0,,0,0.0,0.0,0.0,,,2.45,,,0.0,0.0,0.0,0.0,0,0.0
K. Demirbay,80,Bayer Leverkusen,Hoffenheim,"RCMF, DMF",29,12000000,2024-06-30,26,2121,4,4.19,7,9.09,24.02,51.59,Germany,"Germany, Turkey",left,183,75,no,10.35,8.78,61.84,1.87,36.36,0.3,0.4,0.38,4.63,6.28,1.87,6,0.25,0,0.0,5.52,0.17,4,0.17,0.18,0,0.0,59,2.5,27.12,6.78,0.3,2.16,37.25,1.49,37.14,0.59,35.71,0.08,5.43,56.25,10.23,48.96,1.15,2.08,1.1,35.13,0.68,1.4,52.07,82.23,18.2,76.69,7.89,95.7,16.89,82.91,44.64,86.6,5.43,64.06,18.78,34.49,0.39,3.06,0.0,0.08,1.99,48.94,0.85,8.7,72.68,4.2,49.49,1.61,26.32,1.74,0.68,9.84,82.33,0,,0,,0,0.0,0.0,0.0,,,0.59,,,1.4,0.21,0.0,3.48,0,0.0
W. Orban,80,RB Leipzig,RB Leipzig,"LCB, RCB",29,10000000,2025-06-30,24,2136,4,4.45,0,0.74,20.18,61.59,Germany,"Germany, Hungary",right,186,87,no,11.54,6.24,70.95,8.93,59.43,0.72,0.87,0.51,6.4,7.82,1.05,6,0.25,0,0.0,0.63,0.17,4,0.17,0.19,2,0.08,22,0.93,40.91,18.182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,66.67,1.22,65.52,1.05,0.42,0.04,21.57,0.08,1.18,38.81,84.04,18.12,76.51,1.81,90.7,14.83,93.18,33.79,88.03,5.01,57.14,21.43,32.23,0.03,0.04,0.04,0.0,0.17,50.0,0.0,6.19,71.43,0.21,40.0,0.13,33.33,0.17,0.0,9.61,72.37,0,,0,,0,0.0,0.0,0.0,,,1.01,,,0.0,0.0,0.0,0.0,0,0.0
J. Brooks,80,Benfica,Wolfsburg,LCB,29,6000000,2023-06-30,29,2764,3,3.29,2,0.02,11.62,59.38,Germany,"Germany, United States",left,193,78,no,9.48,4.17,68.75,3.58,64.55,0.29,0.41,0.42,6.32,8.84,0.52,7,0.23,0,0.0,0.55,0.1,3,0.1,0.11,2,0.07,17,0.55,35.29,17.647,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,69.23,1.43,40.91,0.85,1.04,0.03,38.06,1.24,0.29,53.73,88.85,19.15,78.06,3.55,95.41,28.46,96.11,46.99,92.58,6.74,62.8,25.55,42.62,0.0,0.03,0.0,0.03,0.16,40.0,0.0,6.77,67.31,0.49,40.0,0.2,50.0,0.2,0.0,11.72,80.56,0,,0,,0,0.0,0.0,0.0,,,2.87,,,0.0,0.0,0.0,0.0,0,0.0
C. Kramer,80,Borussia M'gladbach,Borussia M'gladbach,"DMF, RCMF",31,2500000,2023-06-30,18,1202,2,0.9,1,0.49,22.16,49.32,Germany,Germany,right,191,76,no,11.31,9.88,56.06,3.52,38.3,1.2,1.37,0.07,4.57,5.23,1.8,6,0.45,0,0.0,1.57,0.15,2,0.15,0.07,0,0.0,8,0.6,37.5,25.0,0.07,0.75,50.0,0.15,100.0,0.52,42.86,0.07,1.5,40.0,5.39,45.83,0.82,0.52,0.3,35.64,0.22,1.05,53.09,89.28,17.0,80.18,8.09,98.15,19.09,94.9,49.19,91.78,3.22,58.14,16.52,29.04,0.04,0.52,0.0,0.0,0.9,41.67,0.3,7.71,74.76,1.42,52.63,1.2,25.0,0.67,0.37,8.54,82.46,0,,0,,0,0.0,0.0,0.0,,,0.9,,,0.0,0.0,0.0,0.0,0,0.0
S. Sané,80,,Schalke 04,"RCB, CB",32,500000,,30,2775,1,1.67,0,0.53,16.83,67.44,France,"France, Senegal",right,196,85,no,10.93,6.06,69.52,5.29,73.62,0.32,0.41,0.78,6.39,8.0,0.88,4,0.13,0,0.0,0.78,0.03,1,0.03,0.05,1,0.03,16,0.52,12.5,6.25,0.0,0.23,71.43,0.06,50.0,0.16,80.0,0.0,0.78,66.67,2.76,64.71,0.55,1.3,0.23,31.14,0.52,1.07,45.96,88.99,16.77,80.08,3.54,94.5,22.25,94.9,39.92,92.93,5.81,62.57,21.75,35.94,0.02,0.19,0.0,0.0,0.1,33.33,0.1,5.58,65.7,1.04,53.13,0.45,28.57,0.49,0.16,8.37,76.74,0,,0,,0,0.0,0.0,0.0,,,2.5,,,0.0,0.0,0.0,0.0,0,0.0
M. Uth,80,Köln,Schalke 04,"CF, AMF",31,3000000,2023-06-30,20,1487,2,6.27,1,0.93,22.76,41.76,Germany,Germany,left,185,72,no,7.02,6.66,62.73,3.15,25.0,0.3,0.39,0.06,2.54,3.24,1.45,3,0.18,0,0.0,2.66,0.12,2,0.12,0.38,0,0.0,40,2.42,37.5,5.0,0.06,0.73,33.33,0.36,16.67,0.36,50.0,0.0,3.39,39.29,8.66,36.36,3.39,0.67,0.67,13.68,1.69,1.45,22.09,74.25,5.02,65.06,5.87,82.47,7.51,71.77,19.37,79.06,2.18,41.67,17.4,24.59,0.06,0.67,0.0,0.0,0.61,30.0,0.24,2.36,66.67,1.76,51.72,0.73,25.0,0.85,0.12,3.09,66.67,0,,0,,0,0.0,0.0,0.0,,,0.06,,,0.0,0.0,0.0,0.0,0,0.0
C. Aránguiz,80,Bayer Leverkusen,Bayer Leverkusen,"RCMF, LDMF, DMF",33,3500000,2023-06-30,24,1986,2,1.2,7,3.16,18.9,51.32,Chile,Chile,right,171,69,no,9.97,7.84,58.38,1.04,47.83,0.5,0.84,0.09,4.89,8.2,1.18,3,0.14,0,0.0,1.68,0.09,2,0.09,0.05,0,0.0,22,1.0,22.73,9.091,0.32,0.68,73.33,0.14,100.0,0.54,66.67,0.0,1.18,46.15,5.76,46.46,1.45,0.95,0.32,56.47,0.59,1.5,72.19,89.45,23.79,84.19,10.24,95.13,24.11,93.61,66.75,91.51,4.8,63.21,16.83,34.63,0.14,1.27,0.14,0.0,0.86,47.37,0.73,11.1,84.08,2.63,67.24,1.04,30.43,1.4,0.5,11.78,86.15,0,,0,,0,0.0,0.0,0.0,,,1.09,,,0.14,0.14,0.0,0.63,0,0.0
J. Guilavogui,80,Wolfsburg,Wolfsburg,DMF,32,3500000,2023-06-30,19,1656,2,1.21,1,0.36,14.62,55.76,France,"France, Guinea",right,188,77,no,10.92,5.33,67.35,2.88,58.49,0.22,0.3,0.49,7.12,9.92,1.2,5,0.27,0,0.0,0.6,0.11,2,0.11,0.07,1,0.05,7,0.38,71.43,28.571,0.05,0.27,20.0,0.05,0.0,0.22,25.0,0.05,0.87,31.25,2.88,35.85,0.6,0.22,0.27,24.18,0.27,0.43,42.17,86.08,12.01,75.57,6.63,93.44,18.7,90.41,37.72,89.34,4.24,60.26,19.04,34.78,0.02,0.33,0.0,0.0,0.11,0.0,0.11,5.71,70.48,0.65,41.67,0.65,25.0,0.22,0.05,7.01,73.64,0,,0,,0,0.0,0.0,0.0,,,1.36,,,0.0,0.0,0.0,0.0,0,0.0
D. Caligiuri,80,Augsburg,Schalke 04,"RB, RWB",34,600000,2023-06-30,31,2910,7,6.54,2,6.85,24.22,54.41,Germany,"Germany, Italy",right,182,80,no,13.11,9.65,59.62,2.63,44.71,0.93,1.13,0.25,6.43,7.85,0.96,9,0.28,0,0.0,5.2,0.22,3,0.09,0.2,0,0.0,48,1.48,29.17,14.583,0.06,3.19,29.13,0.03,100.0,3.15,28.43,0.22,5.47,62.71,9.12,53.9,1.18,2.35,1.92,23.51,2.2,1.21,36.4,72.39,14.94,63.77,5.66,86.89,10.89,77.27,27.31,81.99,6.06,50.51,21.7,39.27,0.21,1.52,0.0,0.03,1.05,38.24,0.28,6.62,63.08,4.08,46.97,0.99,18.75,1.05,0.99,9.96,78.26,0,,0,,0,0.0,0.0,0.0,,,0.68,,,2.41,0.22,57.14,2.01,6,66.667
K. Casteels,80,Wolfsburg,Wolfsburg,GK,30,8000000,2024-06-30,26,2437,0,0.0,1,0.0,0.55,86.67,Belgium,Belgium,left,197,86,no,1.51,0.11,66.67,0.41,100.0,0.0,0.0,0.0,1.44,1.99,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.37,0.59,0.04,32.94,89.46,15.88,80.0,0.0,0.0,16.77,98.46,22.12,99.17,10.75,70.1,33.4,49.44,0.0,0.0,0.0,0.04,0.0,0.0,0.04,1.62,54.55,0.04,0.0,0.04,0.0,0.0,0.0,8.68,77.45,39,1.44,128,4.73,8,69.53,47.57,1.76,8.57,0.316,0.0,2.14,0.41,,,,0.0,0,0.0
K. Vogt,80,Hoffenheim,Hoffenheim,"CB, RCB",31,3500000,2025-06-30,28,2531,0,0.21,0,0.17,11.52,58.33,Germany,Germany,right,194,87,no,9.07,5.94,59.88,2.1,57.63,0.14,0.19,0.43,5.37,7.26,0.82,5,0.18,0,0.0,0.39,0.0,0,0.0,0.01,0,0.0,3,0.11,33.33,0.0,0.0,0.14,100.0,0.0,0.0,0.11,100.0,0.0,0.21,66.67,0.92,42.31,0.21,0.92,0.11,45.2,0.32,0.39,63.26,91.17,22.08,82.13,4.23,96.64,32.29,96.7,56.75,94.24,6.4,63.89,22.96,38.45,0.01,0.14,0.0,0.0,0.18,40.0,0.0,8.85,76.31,0.6,41.18,0.64,33.33,0.18,0.14,12.73,82.12,0,,0,,0,0.0,0.0,0.0,,,2.99,,,0.0,0.0,0.0,0.0,0,0.0
I. Traoré,80,C' Chartres,Borussia M'gladbach,"RW, RWF",33,150000,,16,597,0,1.43,2,2.9,18.24,55.37,France,"France, Guinea",left,186,61,no,5.73,4.97,60.61,0.45,66.67,1.06,1.3,0.15,1.66,2.05,0.9,1,0.15,0,0.0,7.84,0.0,0,0.0,0.22,0,0.0,15,2.26,33.33,0.0,0.3,5.58,37.84,1.66,36.36,3.92,38.46,0.6,7.09,61.7,10.85,50.0,2.86,3.17,1.36,30.0,2.11,0.9,38.74,76.26,9.2,73.77,7.09,87.23,17.94,72.27,31.51,83.73,2.11,57.14,17.87,19.29,0.44,1.81,0.45,0.15,1.51,40.0,1.21,3.92,76.92,6.63,40.91,0.9,33.33,0.9,2.26,7.69,82.35,0,,0,,0,0.0,0.0,0.0,,,0.15,,,0.45,0.0,0.0,2.56,0,0.0
G. Castro,80,,Stuttgart,"DMF, RCMF",35,0,,25,1757,2,0.81,3,1.73,17.01,50.3,Germany,"Germany, Spain",right,172,72,no,10.19,7.12,58.27,1.74,35.29,1.33,1.43,0.26,4.71,5.05,1.49,4,0.2,0,0.0,1.64,0.1,2,0.1,0.04,0,0.0,13,0.67,30.77,15.385,0.15,1.33,26.92,0.51,20.0,0.82,31.25,0.1,1.08,71.43,3.59,40.0,0.67,0.46,0.41,24.18,0.82,0.72,38.16,81.07,14.91,68.38,5.69,96.4,12.19,90.34,31.3,88.38,5.58,52.29,18.48,28.08,0.09,1.02,0.0,0.05,0.61,50.0,0.15,6.81,66.17,2.31,46.67,1.08,33.33,0.72,0.36,6.56,78.13,0,,0,,0,0.0,0.0,0.0,,,0.36,,,1.33,0.2,25.0,2.71,0,0.0
S. Kalou,80,Arta / Solar 7,Hertha BSC,"CF, LAMF, RW",37,200000,,30,2412,8,10.01,2,4.33,23.96,37.69,Côte d'Ivoire,Côte d'Ivoire,right,184,80,no,4.48,3.4,54.95,4.66,31.2,0.22,0.27,0.15,2.39,2.89,1.04,0,0.0,0,0.0,4.33,0.3,5,0.19,0.37,1,0.04,44,1.64,40.91,18.182,0.07,1.19,18.75,0.41,18.18,0.75,15.0,0.07,4.74,59.84,11.72,37.26,2.84,2.28,1.12,16.16,1.68,0.82,24.81,76.99,6.64,73.03,5.22,87.14,7.39,76.26,22.84,80.56,0.78,61.9,15.71,12.75,0.16,1.04,0.07,0.0,1.31,45.71,0.45,2.61,71.43,2.46,48.48,1.16,35.48,1.38,0.19,4.18,75.89,0,,0,,0,0.0,0.0,0.0,,,0.04,,,0.04,0.04,0.0,0.0,3,100.0
M. Dahoud,79,Borussia Dortmund,Borussia Dortmund,"RCMF, RDMF",26,18000000,2023-06-30,14,739,1,0.94,0,0.29,17.66,43.45,Syria,"Syria, Germany",right,178,68,no,8.89,7.31,50.0,1.34,27.27,0.12,0.15,0.0,5.12,6.27,1.46,2,0.24,0,0.0,2.19,0.12,1,0.12,0.12,1,0.12,11,1.34,18.18,9.091,0.0,0.24,0.0,0.0,0.0,0.24,0.0,0.0,1.71,85.71,5.6,39.13,1.1,1.95,1.34,41.04,0.0,0.85,56.02,83.26,17.66,71.03,7.79,95.31,21.92,89.44,52.49,85.15,3.29,59.26,18.39,22.3,0.04,0.73,0.37,0.12,1.83,26.67,0.24,9.99,76.83,1.95,75.0,1.34,54.55,1.1,0.0,9.01,71.62,0,,0,,0,0.0,0.0,0.0,,,0.24,,,0.0,0.0,0.0,0.0,0,0.0
N. Bentaleb,79,Angers SCO,Schalke 04,"LCMF, DMF, LDMF",27,5000000,2025-06-30,25,1906,3,3.01,0,0.99,16.43,55.75,France,"France, Algeria",left,187,78,no,8.97,5.29,59.82,2.97,55.56,0.33,0.42,0.28,5.48,6.99,1.46,4,0.19,0,0.0,1.94,0.14,0,0.0,0.14,0,0.0,19,0.9,31.58,15.789,0.0,0.9,21.05,0.71,26.67,0.14,0.0,0.0,2.03,58.14,4.86,50.49,0.47,1.42,0.71,22.76,0.09,0.8,40.23,81.81,11.95,65.22,7.89,95.21,15.06,86.52,35.89,85.79,3.49,55.41,18.83,31.03,0.05,0.76,0.0,0.0,0.71,40.0,0.05,6.37,69.63,1.56,39.39,0.9,26.32,0.52,0.24,6.14,66.15,0,,0,,0,0.0,0.0,0.0,,,0.76,,,0.99,0.05,0.0,0.9,3,100.0
M. Ginter,79,Freiburg,Borussia M'gladbach,RCB,28,20000000,2027-06-30,27,2490,2,1.95,0,0.09,10.63,59.18,Germany,Germany,right,191,86,no,7.59,3.25,70.0,4.81,55.64,0.33,0.4,0.61,4.99,6.1,0.4,2,0.07,0,0.0,0.83,0.07,2,0.07,0.07,1,0.04,16,0.58,56.25,12.5,0.0,0.43,33.33,0.11,0.0,0.29,50.0,0.0,0.33,77.78,0.83,69.57,0.98,2.93,0.14,47.71,0.76,0.47,61.77,88.12,20.53,76.58,4.16,94.78,30.29,94.75,52.48,94.35,8.93,53.85,22.21,39.26,0.0,0.11,0.0,0.0,0.29,37.5,0.04,8.93,70.45,1.66,32.61,1.12,25.81,0.43,0.11,12.43,78.78,0,,0,,0,0.0,0.0,0.0,,,2.31,,,0.0,0.0,0.0,0.0,0,0.0
