Player,Rating,Team,Team within selected timeframe,Position,Age,Market value,Contract expires,Matches played,Minutes played,Goals,xG,Assists,xA,Duels per 90,"Duels won, %",Birth country,Passport country,Foot,Height,Weight,On loan,Successful defensive actions per 90,Defensive duels per 90,"Defensive duels won, %",Aerial duels per 90,"Aerial duels won, %",Sliding tackles per 90,PAdj Sliding tackles,Shots blocked per 90,Interceptions per 90,PAdj Interceptions,Fouls per 90,Yellow cards,Yellow cards per 90,Red cards,Red cards per 90,Successful attacking actions per 90,Goals per 90,Non-penalty goals,Non-penalty goals per 90,xG per 90,Head goals,Head goals per 90,Shots,Shots per 90,"Shots on target, %","Goal conversion, %",Assists per 90,Crosses per 90,"Accurate crosses, %",Crosses from left flank per 90,"Accurate crosses from left flank, %",Crosses from right flank per 90,"Accurate crosses from right flank, %",Crosses to goalie box per 90,Dribbles per 90,"Successful dribbles, %",Offensive duels per 90,"Offensive duels won, %",Touches in box per 90,Progressive runs per 90,Accelerations per 90,Received passes per 90,Received long passes per 90,Fouls suffered per 90,Passes per 90,"Accurate passes, %",Forward passes per 90,"Accurate forward passes, %",Back passes per 90,"Accurate back passes, %",Lateral passes per 90,"Accurate lateral passes, %",Short / medium passes per 90,"Accurate short / medium passes, %",Long passes per 90,"Accurate long passes, %","Average pass length, m","Average long pass length, m",xA per 90,Shot assists per 90,Second assists per 90,Third assists per 90,Smart passes per 90,"Accurate smart passes, %",Key passes per 90,Passes to final third per 90,"Accurate passes to final third, %",Passes to penalty area per 90,"Accurate passes to penalty area, %",Through passes per 90,"Accurate through passes, %",Deep completions per 90,Deep completed crosses per 90,Progressive passes per 90,"Accurate progressive passes, %",Conceded goals,Conceded goals per 90,Shots against,Shots against per 90,Clean sheets,"Save rate, %",xG against,xG against per 90,Prevented goals,Prevented goals per 90,Back passes received as GK per 90,Exits per 90,Aerial duels per 90.1,Free kicks per 90,Direct free kicks per 90,"Direct free kicks on target, %",Corners per 90,Penalties taken,"Penalty conversion, %"
O. Baumann,83,Hoffenheim,Hoffenheim,GK,32,4500000,2024-06-30,33,3155,0,0.0,1,0.15,0.6,76.19,Germany,Germany,right,187,82,no,1.43,0.03,100.0,0.4,78.57,0.03,0.04,0.0,1.37,1.82,0.0,0,0.0,0,0.0,0.03,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,100.0,0.0,0.0,0.0,17.29,0.17,0.17,25.36,89.2,14.69,83.3,0.06,100.0,9.27,97.54,17.86,98.88,7.47,66.41,29.32,46.89,0.0,0.06,0.0,0.0,0.03,100.0,0.03,2.57,56.67,0.14,60.0,0.23,62.5,0.09,0.0,5.9,76.33,51,1.45,170,4.85,5,70.0,52.36,1.49,1.36,0.039,0.0,1.2,0.4,,,,0.0,0,0.0
M. Götze,83,Eintracht Frankfurt,Borussia Dortmund,"CF, AMF",30,13000000,2025-06-30,26,1769,7,5.93,6,6.32,23.91,37.02,Germany,Germany,right,176,72,no,4.93,5.8,48.25,1.93,7.89,0.25,0.35,0.05,1.88,2.62,1.02,0,0.0,0,0.0,4.17,0.36,7,0.36,0.3,1,0.05,27,1.37,59.26,25.926,0.31,1.63,43.75,0.31,50.0,1.32,42.31,0.1,4.12,45.68,11.91,37.18,3.66,1.27,0.76,32.51,1.17,1.42,44.57,83.45,10.68,78.57,11.4,89.73,9.72,82.2,41.82,85.4,1.17,65.22,13.2,14.3,0.32,1.98,0.15,0.05,2.14,35.71,1.02,3.97,87.18,3.26,65.63,1.78,42.86,2.14,0.71,4.93,85.57,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0,0.0
L. Hrádecký,83,Bayer Leverkusen,Bayer Leverkusen,GK,32,2500000,2026-06-30,32,3036,0,0.0,0,0.0,0.36,83.33,Slovakia,"Slovakia, Finland",right,192,85,no,1.72,0.03,0.0,0.27,88.89,0.0,0.0,0.0,1.72,2.59,0.0,1,0.03,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,100.0,0.0,0.0,0.0,23.48,0.36,0.09,31.25,89.56,17.16,83.25,0.03,100.0,13.25,97.99,21.7,97.81,9.49,71.25,31.0,44.59,0.0,0.0,0.03,0.03,0.0,0.0,0.0,2.16,53.42,0.15,40.0,0.12,50.0,0.09,0.0,7.11,74.17,47,1.39,137,4.06,9,65.69,42.68,1.27,-4.32,-0.128,0.03,0.95,0.27,,,,0.0,0,0.0
S. Kagawa,83,Sint-Truiden,Borussia Dortmund,AMF,33,1000000,,2,98,0,0.41,0,0.0,14.69,43.75,Japan,Japan,right,175,68,no,2.76,4.59,60.0,0.92,100.0,0.0,0.0,0.0,0.0,0.0,0.92,0,0.0,0,0.0,2.76,0.0,0,0.0,0.37,0,0.0,4,3.67,50.0,0.0,0.0,1.84,0.0,0.92,0.0,0.92,0.0,0.0,1.84,50.0,4.59,40.0,0.92,0.92,0.92,60.61,0.92,0.0,67.04,91.78,12.86,71.43,19.29,100.0,20.2,95.45,64.29,94.29,0.92,100.0,15.17,18.77,0.0,0.0,0.0,0.0,2.76,0.0,0.0,8.27,88.89,4.59,40.0,1.84,0.0,1.84,0.0,3.67,75.0,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.92,0,0.0
R. Fährmann,83,Schalke 04,Schalke 04,GK,34,400000,2025-06-30,17,1568,0,0.0,0,0.0,0.57,90.0,Germany,Germany,right,197,98,no,1.66,0.0,0.0,0.52,88.89,0.0,0.0,0.0,1.66,2.08,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.09,0.29,0.0,19.52,87.94,11.59,82.67,0.0,0.0,7.35,96.09,10.85,97.88,8.61,76.0,35.19,49.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,60.0,0.17,0.0,0.0,0.0,0.0,0.0,6.26,83.49,26,1.49,85,4.88,3,69.41,22.28,1.28,-3.72,-0.214,0.0,1.61,0.52,,,,0.0,0,0.0
Ł. Piszczek,83,Goczałkowice Zdrój,Borussia Dortmund,RB,37,0,,20,1858,1,0.44,6,2.94,18.21,54.79,Poland,Poland,right,184,79,no,11.87,7.07,62.33,4.6,54.74,0.05,0.06,0.15,7.41,9.44,0.73,3,0.15,0,0.0,2.08,0.05,1,0.05,0.02,0,0.0,11,0.53,36.36,9.091,0.29,2.23,52.17,0.0,0.0,2.23,52.17,0.19,1.16,41.67,3.05,41.27,1.02,1.65,0.63,40.64,1.74,0.48,54.83,84.81,20.68,77.52,8.04,94.58,16.71,89.86,50.43,88.09,2.18,42.22,17.31,29.15,0.14,0.73,0.0,0.0,0.87,27.78,0.53,6.73,69.78,2.37,51.02,0.78,31.25,0.48,1.16,11.53,76.89,0,,0,,0,0.0,0.0,0.0,,,0.34,,,0.0,0.0,0.0,0.0,0,0.0
L. Bailey,82,Aston Villa,Bayer Leverkusen,"LWF, LAMF, RWF",25,25000000,2025-06-30,29,2008,5,4.7,1,5.54,20.21,43.24,Jamaica,Jamaica,left,178,77,no,4.57,3.36,54.67,1.39,38.71,0.09,0.14,0.0,2.64,4.0,0.76,4,0.18,0,0.0,6.14,0.22,5,0.22,0.21,0,0.0,54,2.42,29.63,9.259,0.04,4.89,31.19,3.09,31.88,1.75,30.77,0.58,6.32,52.48,12.37,43.84,3.14,2.78,2.06,26.04,2.06,1.48,37.07,73.76,8.34,69.35,9.14,90.69,11.97,65.54,29.72,82.65,2.73,52.46,19.02,34.79,0.25,2.24,0.04,0.13,1.39,41.94,0.94,2.69,68.33,4.93,40.91,0.72,31.25,1.12,1.61,5.02,75.89,0,,0,,0,0.0,0.0,0.0,,,0.49,,,1.43,0.58,46.15,3.18,0,0.0
C. Tolisso,82,Olympique Lyonnais,Bayern München,"LCMF, RCMF",28,14000000,2027-06-30,2,52,1,0.35,0,0.15,13.85,75.0,France,"France, Togo",right,181,81,no,5.19,5.19,66.67,1.73,100.0,0.0,0.0,1.73,1.73,3.33,0.0,0,0.0,0,0.0,1.73,1.73,1,1.73,0.61,0,0.0,2,3.46,50.0,50.0,0.0,1.73,0.0,0.0,0.0,1.73,0.0,0.0,0.0,0.0,3.46,50.0,5.19,0.0,0.0,55.38,3.46,1.73,67.5,82.05,15.58,66.67,17.31,90.0,25.96,93.33,60.58,88.57,5.19,33.33,19.25,39.85,0.26,3.46,0.0,0.0,3.46,0.0,0.0,12.12,57.14,1.73,100.0,5.19,0.0,1.73,0.0,3.46,100.0,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0,0.0
K. Coman,82,Bayern München,Bayern München,"LAMF, LWF, LW",26,60000000,2027-06-30,21,1436,6,3.81,2,3.64,29.58,48.52,France,"France, Guadeloupe",right,181,75,no,4.95,5.01,50.0,1.82,41.38,0.31,0.56,0.0,2.13,3.79,1.0,2,0.13,0,0.0,11.59,0.38,6,0.38,0.24,0,0.0,30,1.88,60.0,20.0,0.13,4.89,41.03,3.89,40.32,0.94,40.0,0.38,12.41,61.62,20.06,51.25,4.39,3.76,2.57,28.39,2.07,2.57,41.74,83.03,6.33,73.27,14.23,92.95,12.85,79.02,35.91,89.7,1.07,41.18,16.97,17.65,0.23,1.5,0.25,0.0,1.19,68.42,0.94,1.5,62.5,4.39,61.43,0.5,50.0,1.82,1.82,4.26,86.76,0,,0,,0,0.0,0.0,0.0,,,0.19,,,0.0,0.0,0.0,0.0,0,0.0
J. Tah,82,Bayer Leverkusen,Bayer Leverkusen,RCB,26,25000000,2025-06-30,33,3091,3,2.46,1,0.16,12.9,64.79,Germany,"Germany, Côte d'Ivoire",right,195,94,no,8.71,4.43,73.68,3.7,69.29,0.23,0.34,0.58,5.21,7.72,0.49,3,0.09,0,0.0,0.67,0.09,3,0.09,0.07,1,0.03,12,0.35,41.67,25.0,0.03,0.15,40.0,0.03,0.0,0.12,50.0,0.0,0.58,60.0,1.86,42.19,0.52,0.76,0.09,52.64,0.82,0.41,69.91,91.09,25.36,83.35,5.74,100.0,31.62,95.67,64.46,94.44,5.33,51.91,20.34,34.93,0.0,0.09,0.0,0.0,0.23,50.0,0.09,10.05,75.65,0.76,38.46,0.73,32.0,0.32,0.06,10.39,77.87,0,,0,,0,0.0,0.0,0.0,,,4.83,,,0.0,0.0,0.0,0.0,0,0.0
J. Brandt,82,Borussia Dortmund,Bayer Leverkusen,"LCMF, AMF, LAMF",26,28000000,2024-06-30,33,2800,7,7.04,11,10.24,18.8,39.83,Germany,Germany,right,185,83,no,4.44,3.7,59.13,2.44,36.84,0.1,0.14,0.03,2.15,3.24,0.42,0,0.0,0,0.0,4.82,0.23,7,0.23,0.23,0,0.0,60,1.93,41.67,11.667,0.35,2.09,43.08,1.13,40.0,0.96,46.67,0.48,4.24,52.27,9.93,36.25,2.76,1.96,2.19,40.44,1.7,0.68,53.84,82.87,13.47,76.37,11.89,88.92,16.84,83.02,48.95,85.49,2.83,67.05,16.73,32.99,0.33,2.44,0.19,0.13,1.99,45.16,0.8,5.24,78.53,4.44,68.12,1.86,36.21,2.93,0.9,8.23,80.47,0,,0,,0,0.0,0.0,0.0,,,0.45,,,1.22,0.1,66.67,3.12,0,0.0
E. Forsberg,82,RB Leipzig,RB Leipzig,"AMF, LCMF, LW",30,11000000,2025-06-30,20,1290,4,3.99,6,4.08,17.93,47.86,Sweden,Sweden,right,177,76,no,4.47,3.91,62.5,1.33,42.11,0.07,0.08,0.07,1.95,2.34,0.49,0,0.0,0,0.0,4.6,0.28,1,0.07,0.28,0,0.0,28,1.95,50.0,14.286,0.42,0.63,22.22,0.56,12.5,0.07,100.0,0.0,4.47,51.56,10.53,45.03,2.02,0.98,1.19,24.42,1.47,1.74,32.23,83.77,11.44,77.44,5.02,94.44,9.35,85.82,30.14,87.04,1.53,40.91,16.0,23.26,0.28,2.44,0.07,0.07,1.74,68.0,0.84,5.09,83.56,3.42,71.43,1.47,42.86,2.58,0.14,5.65,88.89,0,,0,,0,0.0,0.0,0.0,,,0.14,,,1.26,0.21,33.33,2.37,3,100.0
T. Hazard,82,Borussia Dortmund,Borussia M'gladbach,"LWF, LW, RW",29,9000000,2024-06-30,33,3007,10,9.71,10,9.02,24.39,42.58,Belgium,Belgium,right,175,71,no,5.99,5.3,50.28,3.02,23.76,0.36,0.43,0.06,2.96,3.54,0.81,1,0.03,0,0.0,6.55,0.3,7,0.21,0.29,0,0.0,72,2.15,36.11,13.889,0.3,2.99,34.0,1.5,36.0,1.47,30.61,0.33,6.88,58.7,12.75,46.24,2.75,3.44,2.66,25.02,2.33,1.86,35.05,78.39,9.13,71.8,7.93,90.19,11.16,74.53,29.63,83.94,2.66,66.29,18.01,32.81,0.27,1.95,0.12,0.06,1.47,48.98,0.93,3.95,77.27,4.04,50.37,1.32,38.64,1.98,0.87,6.17,83.01,0,,0,,0,0.0,0.0,0.0,,,0.12,,,1.08,0.21,0.0,3.11,5,60.0
K. Kampl,82,RB Leipzig,RB Leipzig,"LCMF, DMF",31,6000000,2024-06-30,27,2203,2,2.52,4,4.05,16.5,49.01,Germany,"Germany, Slovenia",right,178,66,no,9.31,6.66,64.42,1.31,40.63,0.45,0.54,0.04,4.58,5.54,1.18,5,0.2,0,0.0,2.94,0.08,2,0.08,0.1,0,0.0,34,1.39,44.12,5.882,0.16,1.27,45.16,0.74,22.22,0.53,76.92,0.04,2.08,54.9,5.52,37.04,0.74,2.21,1.55,37.54,0.25,0.29,55.56,85.81,19.41,78.32,7.6,90.32,18.38,90.67,49.84,89.51,4.49,56.36,17.36,36.42,0.17,1.72,0.12,0.12,1.27,48.39,0.41,10.17,74.3,3.23,63.29,1.55,36.84,1.39,0.57,9.36,87.34,0,,0,,0,0.0,0.0,0.0,,,0.57,,,0.41,0.0,0.0,1.96,0,0.0
Ö. Toprak,82,Antalyaspor,Borussia Dortmund,"LCB, RCB",33,1200000,2024-06-30,9,263,0,0.23,0,0.0,9.92,55.17,Germany,"Germany, Turkey",right,186,83,no,7.53,3.42,80.0,1.71,40.0,0.34,0.47,0.34,4.45,6.09,0.68,0,0.0,0,0.0,0.34,0.0,0,0.0,0.08,0,0.0,1,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,100.0,1.03,33.33,0.68,0.0,0.34,49.62,0.34,0.34,61.6,97.22,16.43,93.75,1.71,100.0,33.54,98.98,60.91,98.31,0.68,0.0,16.2,12.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.08,77.78,0.0,0.0,0.0,0.0,0.0,0.0,4.79,78.57,0,,0,,0,0.0,0.0,0.0,,,1.37,,,0.0,0.0,0.0,0.0,0,0.0
