Player,Rating,Team,Team within selected timeframe,Position,Age,Market value,Contract expires,Matches played,Minutes played,Goals,xG,Assists,xA,Duels per 90,"Duels won, %",Birth country,Passport country,Foot,Height,Weight,On loan,Successful defensive actions per 90,Defensive duels per 90,"Defensive duels won, %",Aerial duels per 90,"Aerial duels won, %",Sliding tackles per 90,PAdj Sliding tackles,Shots blocked per 90,Interceptions per 90,PAdj Interceptions,Fouls per 90,Yellow cards,Yellow cards per 90,Red cards,Red cards per 90,Successful attacking actions per 90,Goals per 90,Non-penalty goals,Non-penalty goals per 90,xG per 90,Head goals,Head goals per 90,Shots,Shots per 90,"Shots on target, %","Goal conversion, %",Assists per 90,Crosses per 90,"Accurate crosses, %",Crosses from left flank per 90,"Accurate crosses from left flank, %",Crosses from right flank per 90,"Accurate crosses from right flank, %",Crosses to goalie box per 90,Dribbles per 90,"Successful dribbles, %",Offensive duels per 90,"Offensive duels won, %",Touches in box per 90,Progressive runs per 90,Accelerations per 90,Received passes per 90,Received long passes per 90,Fouls suffered per 90,Passes per 90,"Accurate passes, %",Forward passes per 90,"Accurate forward passes, %",Back passes per 90,"Accurate back passes, %",Lateral passes per 90,"Accurate lateral passes, %",Short / medium passes per 90,"Accurate short / medium passes, %",Long passes per 90,"Accurate long passes, %","Average pass length, m","Average long pass length, m",xA per 90,Shot assists per 90,Second assists per 90,Third assists per 90,Smart passes per 90,"Accurate smart passes, %",Key passes per 90,Passes to final third per 90,"Accurate passes to final third, %",Passes to penalty area per 90,"Accurate passes to penalty area, %",Through passes per 90,"Accurate through passes, %",Deep completions per 90,Deep completed crosses per 90,Progressive passes per 90,"Accurate progressive passes, %",Conceded goals,Conceded goals per 90,Shots against,Shots against per 90,Clean sheets,"Save rate, %",xG against,xG against per 90,Prevented goals,Prevented goals per 90,Back passes received as GK per 90,Exits per 90,Aerial duels per 90.1,Free kicks per 90,Direct free kicks per 90,"Direct free kicks on target, %",Corners per 90,Penalties taken,"Penalty conversion, %"
R. Lewandowski,92,Barcelona,Bayern München,CF,34,45000000,2026-06-30,29,2602,41,35.49,6,3.46,18.71,34.38,Poland,Poland,right,185,81,no,2.11,2.66,40.26,4.22,45.9,0.07,0.11,0.03,0.97,1.49,1.38,4,0.14,0,0.0,4.19,1.42,33,1.14,1.23,5,0.17,135,4.67,50.37,30.37,0.21,1.07,29.03,0.42,41.67,0.59,17.65,0.1,2.63,36.84,7.92,27.51,6.54,1.14,0.59,18.85,1.56,0.97,21.65,77.0,4.67,66.67,4.98,93.75,6.5,75.53,19.75,80.39,0.9,53.85,15.02,18.94,0.12,0.86,0.14,0.1,1.38,40.0,0.76,1.97,71.93,2.08,53.33,1.31,28.95,1.45,0.31,1.87,72.22,0,,0,,0,0.0,0.0,0.0,,,0.03,,,0.21,0.21,50.0,0.0,9,88.889
M. Neuer,90,Bayern München,Bayern München,GK,36,12000000,2024-06-30,33,3154,0,0.0,0,0.34,0.4,71.43,Germany,Germany,right,193,93,no,1.97,0.11,0.0,0.17,100.0,0.03,0.04,0.0,1.94,2.93,0.03,1,0.03,0,0.0,0.03,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,100.0,0.09,100.0,0.0,0.0,0.0,20.75,0.37,0.06,29.05,91.06,14.15,84.68,0.03,0.0,14.07,98.38,22.03,96.76,6.93,74.07,28.48,43.11,0.01,0.03,0.0,0.0,0.0,0.0,0.03,0.97,52.94,0.03,0.0,0.2,14.29,0.0,0.0,5.51,68.91,42,1.2,130,3.71,9,67.69,44.57,1.27,2.57,0.073,0.0,0.34,0.17,,,,0.0,0,0.0
J. Kimmich,89,Bayern München,Bayern München,"RDMF, LDMF",27,80000000,2025-06-30,27,2316,4,2.42,9,7.56,16.55,53.76,Germany,Germany,right,177,75,no,9.05,6.14,55.06,1.59,51.22,0.39,0.61,0.16,5.28,8.31,0.74,4,0.16,0,0.0,2.64,0.16,4,0.16,0.09,1,0.04,36,1.4,36.11,11.111,0.35,1.32,44.12,0.31,62.5,0.97,40.0,0.35,1.98,47.06,6.1,54.78,1.13,2.14,1.2,53.01,0.35,1.67,71.81,87.61,22.34,79.65,8.7,94.64,31.4,92.08,62.02,91.98,8.47,62.39,20.31,37.43,0.29,2.29,0.19,0.16,1.24,50.0,0.85,13.37,77.03,4.39,60.18,2.53,33.85,1.9,0.58,11.62,85.28,0,,0,,0,0.0,0.0,0.0,,,1.2,,,1.28,0.04,0.0,5.36,0,0.0
E. Haaland,87,Manchester City,Borussia Dortmund,CF,22,170000000,2027-06-30,28,2544,27,21.2,6,3.8,15.85,39.29,England,"England, Norway",left,195,94,no,2.3,1.45,63.41,3.15,51.69,0.0,0.0,0.11,1.38,1.96,0.71,2,0.07,0,0.0,3.11,0.96,25,0.88,0.75,1,0.04,90,3.18,54.44,30.0,0.21,0.46,15.38,0.28,12.5,0.14,0.0,0.04,2.09,52.54,7.04,35.18,5.52,0.92,0.6,11.57,1.52,0.78,15.5,73.97,2.69,61.84,4.28,86.78,4.6,69.23,14.82,75.89,0.25,57.14,13.41,9.89,0.13,0.74,0.04,0.11,0.74,28.57,0.46,1.2,70.59,1.38,53.85,0.64,22.22,1.34,0.14,1.34,60.53,0,,0,,0,0.0,0.0,0.0,,,0.04,,,0.0,0.0,0.0,0.0,4,50.0
J. Sancho,87,Manchester United,Borussia Dortmund,"LAMF, RAMF",22,60000000,2026-06-30,26,2167,8,7.16,10,6.68,18.77,42.04,England,"England, Trinidad and Tobago",right,180,76,no,4.9,3.24,69.23,0.66,18.75,0.0,0.0,0.0,2.66,3.96,0.04,0,0.0,0,0.0,6.4,0.33,7,0.29,0.3,0,0.0,52,2.16,30.77,15.385,0.42,1.95,21.28,1.2,24.14,0.71,11.76,0.33,7.48,46.11,12.63,36.84,4.57,4.73,2.62,43.73,1.62,0.96,54.45,82.46,13.41,76.78,13.62,91.16,14.87,84.64,51.75,85.23,0.79,47.37,14.84,13.08,0.28,2.28,0.21,0.08,2.66,70.31,1.08,2.78,88.06,6.11,67.35,1.62,56.41,4.36,0.5,7.43,83.24,0,,0,,0,0.0,0.0,0.0,,,0.08,,,0.91,0.08,0.0,2.87,1,100.0
L. Goretzka,87,Bayern München,Bayern München,"LDMF, RDMF",27,65000000,2026-06-30,24,1802,5,4.78,5,2.3,17.28,59.54,Germany,Germany,right,189,82,no,10.39,6.24,62.4,3.4,60.29,0.7,1.07,0.1,5.79,8.83,1.35,2,0.1,0,0.0,2.25,0.25,5,0.25,0.24,1,0.05,35,1.75,34.29,14.286,0.25,0.9,33.33,0.15,33.33,0.75,33.33,0.35,1.6,56.25,3.15,52.38,2.55,1.25,0.7,35.81,0.6,0.9,50.79,89.28,11.84,75.95,7.69,96.1,22.67,93.39,46.2,92.65,3.7,60.81,18.36,37.24,0.11,0.8,0.1,0.0,0.75,60.0,0.6,7.19,81.25,2.45,53.06,1.15,39.13,1.65,0.3,5.59,83.93,0,,0,,0,0.0,0.0,0.0,,,0.9,,,0.0,0.0,0.0,0.0,0,0.0
T. Müller,87,Bayern München,Bayern München,AMF,33,18000000,2024-06-30,32,2823,11,7.13,15,10.67,22.19,39.51,Germany,Germany,right,185,76,no,6.38,5.93,52.69,4.65,33.56,0.45,0.68,0.1,2.81,4.27,0.7,0,0.0,0,0.0,3.73,0.35,10,0.32,0.23,3,0.1,45,1.43,42.22,24.444,0.48,3.7,37.07,1.12,48.57,2.55,32.5,0.32,2.17,39.71,6.89,31.94,5.55,0.89,0.51,33.03,2.87,0.73,45.3,76.14,11.41,67.32,9.66,91.42,14.54,74.34,39.4,80.83,2.45,57.14,17.17,35.45,0.34,2.17,0.1,0.03,1.91,46.67,1.4,4.69,67.35,4.81,50.33,1.72,38.89,2.65,1.21,6.54,84.88,0,,0,,0,0.0,0.0,0.0,,,0.35,,,0.0,0.0,0.0,0.26,1,100.0
M. Hummels,87,Borussia Dortmund,Borussia Dortmund,"LCB, CB",33,6500000,2023-06-30,33,2966,5,5.01,0,0.56,16.36,65.49,Germany,Germany,right,191,94,no,10.32,6.1,68.66,5.55,69.4,0.61,0.87,0.67,5.52,7.96,0.85,6,0.18,0,0.0,0.91,0.15,5,0.15,0.15,3,0.09,26,0.79,61.54,19.231,0.0,0.06,0.0,0.06,0.0,0.0,0.0,0.06,0.52,70.59,1.52,48.0,1.18,0.97,0.33,55.98,0.42,0.39,75.74,90.06,23.27,77.44,3.06,97.03,44.97,96.42,66.94,94.38,8.74,57.64,23.64,40.06,0.02,0.12,0.06,0.06,0.12,50.0,0.12,9.19,67.33,1.12,29.73,1.43,27.66,0.36,0.0,11.14,73.84,0,,0,,0,0.0,0.0,0.0,,,2.22,,,0.0,0.0,0.0,0.0,0,0.0
K. Coman,86,Bayern München,Bayern München,"LAMF, RAMF",26,60000000,2027-06-30,29,1847,5,5.09,8,6.11,24.9,50.49,France,"France, Guadeloupe",right,181,75,no,4.92,4.48,63.04,2.14,31.82,0.0,0.0,0.0,2.1,3.2,0.58,1,0.05,0,0.0,8.58,0.24,5,0.24,0.25,1,0.05,50,2.44,36.0,10.0,0.39,5.07,40.38,3.41,41.43,1.61,36.36,0.68,9.01,60.54,15.93,49.54,5.26,3.56,1.27,29.82,3.41,1.61,40.15,82.28,5.85,74.17,11.74,92.53,14.57,80.27,33.82,88.9,1.46,73.33,18.18,28.18,0.3,2.0,0.05,0.1,0.58,33.33,1.32,1.27,88.46,4.43,54.95,0.39,37.5,1.66,2.0,4.19,77.91,0,,0,,0,0.0,0.0,0.0,,,0.1,,,0.0,0.0,0.0,0.0,0,0.0
L. Sané,85,Bayern München,Bayern München,"RAMF, RW",26,70000000,2025-06-30,32,1915,6,6.38,8,6.63,25.66,42.49,Germany,"Germany, France",left,183,80,no,6.44,5.36,58.77,1.27,37.04,0.05,0.07,0.05,3.24,5.06,0.66,2,0.09,0,0.0,6.91,0.28,6,0.28,0.3,0,0.0,57,2.68,36.84,10.526,0.38,3.01,29.69,0.52,27.27,2.49,30.19,0.66,8.32,54.8,15.65,39.34,5.31,3.76,1.88,27.73,2.3,0.99,36.05,77.44,6.77,69.44,9.49,93.07,12.5,73.68,31.91,82.62,1.41,50.0,16.66,23.72,0.31,1.46,0.19,0.09,1.5,31.25,0.99,2.54,74.07,4.04,55.81,1.03,22.73,2.35,0.85,4.46,82.11,0,,0,,0,0.0,0.0,0.0,,,0.33,,,0.09,0.0,0.0,1.55,0,0.0
K. Casteels,85,Wolfsburg,Wolfsburg,GK,30,8000000,2024-06-30,32,3064,0,0.0,0,0.0,0.82,89.29,Belgium,Belgium,left,197,86,no,1.56,0.09,66.67,0.59,95.0,0.0,0.0,0.0,1.5,1.97,0.03,0,0.0,0,0.0,0.03,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,100.0,0.06,100.0,0.0,0.0,0.0,20.71,0.32,0.06,27.73,90.04,13.13,80.76,0.0,0.0,13.57,98.7,18.48,98.89,9.22,72.61,31.83,47.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.29,61.36,0.06,0.0,0.15,20.0,0.0,0.0,7.84,77.9,33,0.97,113,3.32,14,70.8,39.41,1.16,6.41,0.188,0.0,1.7,0.59,,,,0.0,0,0.0
P. Gulácsi,85,RB Leipzig,RB Leipzig,GK,32,6000000,2025-06-30,33,3138,0,0.0,0,0.0,0.29,80.0,Hungary,Hungary,right,191,86,no,1.03,0.06,50.0,0.2,100.0,0.0,0.0,0.0,1.0,1.49,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.41,0.09,0.03,26.39,94.24,10.5,87.98,0.0,0.0,14.25,98.79,20.28,99.01,6.05,78.67,27.99,44.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.29,62.22,0.09,0.0,0.14,40.0,0.0,0.0,4.42,83.77,30,0.86,81,2.32,15,62.96,28.77,0.83,-1.23,-0.035,0.0,0.83,0.2,,,,0.0,0,0.0
F. Kostić,84,Juventus,Eintracht Frankfurt,LWB,29,24000000,2026-06-30,30,2696,4,3.99,14,14.3,17.89,46.83,Serbia,Serbia,left,184,84,no,7.44,5.51,57.58,1.37,46.34,0.27,0.37,0.13,4.01,5.48,0.67,4,0.13,0,0.0,6.84,0.13,4,0.13,0.13,0,0.0,50,1.67,42.0,8.0,0.47,9.45,35.34,9.18,35.27,0.2,50.0,1.47,4.94,55.41,8.38,45.02,3.3,3.2,2.37,30.51,1.9,0.67,42.36,66.04,10.32,56.31,8.01,89.17,16.16,65.29,30.31,77.31,2.97,43.82,20.8,37.15,0.48,2.8,0.1,0.0,0.7,9.52,1.44,4.44,56.39,6.94,42.79,1.03,12.9,0.67,3.27,10.08,77.15,0,,0,,0,0.0,0.0,0.0,,,0.6,,,1.47,0.17,40.0,2.2,0,0.0
M. Sabitzer,84,Bayern München,RB Leipzig,"LCMF, LDMF, RDMF",28,20000000,2025-06-30,27,2140,8,7.27,3,2.14,16.74,52.01,Austria,Austria,right,178,76,no,7.99,5.13,62.3,1.43,50.0,0.34,0.48,0.13,4.46,6.36,0.93,8,0.34,0,0.0,3.32,0.34,4,0.17,0.31,0,0.0,59,2.48,44.07,13.559,0.13,1.6,47.37,0.76,33.33,0.84,60.0,0.25,1.81,58.14,6.22,42.57,1.35,1.18,0.8,37.05,0.71,1.43,53.07,80.9,17.29,66.67,8.66,96.6,17.96,84.31,44.75,86.0,6.81,55.56,18.38,33.95,0.09,1.18,0.0,0.08,0.93,45.45,0.67,8.66,64.08,4.16,59.6,1.72,43.9,1.14,0.76,9.59,76.32,0,,0,,0,0.0,0.0,0.0,,,0.34,,,0.25,0.17,25.0,0.0,4,100.0
M. Reus,84,Borussia Dortmund,Borussia Dortmund,"AMF, CF",33,9000000,2023-06-30,32,2366,8,11.28,6,7.22,17.42,42.79,Germany,Germany,right,180,71,no,5.48,5.1,53.73,1.86,22.45,0.11,0.16,0.08,2.62,3.72,1.03,1,0.04,0,0.0,3.58,0.3,8,0.3,0.43,0,0.0,57,2.17,43.86,14.035,0.23,1.75,26.09,0.84,18.18,0.84,27.27,0.27,3.27,47.67,7.08,43.01,5.1,1.64,0.84,31.5,1.33,1.29,40.21,83.82,9.36,76.42,9.93,91.57,11.26,86.49,37.05,86.55,1.48,79.49,15.66,23.98,0.27,1.67,0.04,0.19,1.56,39.02,0.76,3.69,80.41,2.59,61.76,1.26,33.33,2.21,0.42,4.45,87.18,0,,0,,0,0.0,0.0,0.0,,,0.08,,,1.07,0.23,50.0,0.65,2,0.0
J. Boateng,84,Olympique Lyonnais,Bayern München,"RCB, LCB",34,2000000,2023-06-30,29,2505,1,0.65,1,0.65,10.46,59.79,Germany,Germany,right,192,90,no,8.37,5.57,60.0,2.41,70.15,0.36,0.55,0.65,4.67,7.09,0.83,6,0.22,0,0.0,0.5,0.04,1,0.04,0.02,1,0.04,6,0.22,50.0,16.667,0.04,0.68,36.84,0.14,50.0,0.5,35.71,0.11,0.18,60.0,0.57,37.5,0.43,0.83,0.0,52.1,0.18,0.36,69.13,90.23,22.99,78.59,2.51,97.14,39.31,96.34,59.82,95.44,8.69,58.68,23.72,40.27,0.02,0.11,0.04,0.07,0.32,11.11,0.18,12.79,73.03,2.05,42.11,1.8,30.0,0.72,0.18,11.5,81.88,0,,0,,0,0.0,0.0,0.0,,,2.12,,,0.04,0.0,0.0,0.0,0,0.0
Y. Sommer,84,Borussia M'gladbach,Borussia M'gladbach,GK,33,5000000,2023-06-30,31,2887,0,0.0,0,0.0,0.34,45.45,Switzerland,Switzerland,right,183,79,no,1.18,0.12,50.0,0.16,60.0,0.09,0.12,0.0,1.03,1.29,0.03,1,0.03,1,0.03,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.38,0.19,0.03,28.65,90.97,13.5,82.91,0.0,0.0,13.87,98.43,20.01,98.91,8.64,72.56,27.93,43.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,60.0,0.03,0.0,0.06,50.0,0.0,0.0,6.55,73.33,50,1.56,136,4.24,6,63.24,45.96,1.43,-4.04,-0.126,0.0,0.9,0.16,,,,0.0,0,0.0
L. Hernández,83,Bayern München,Bayern München,"LB, LCB",26,50000000,2024-06-30,23,1692,0,0.84,2,1.92,19.57,57.61,France,"France, Spain",left,184,79,no,9.63,6.81,64.06,3.35,65.08,0.48,0.7,0.43,4.79,7.01,0.8,4,0.21,0,0.0,2.5,0.0,0,0.0,0.04,0,0.0,5,0.27,20.0,0.0,0.11,2.66,36.0,2.66,36.0,0.0,0.0,0.16,2.39,55.56,5.53,51.92,1.28,2.29,1.12,45.0,1.6,1.65,61.28,85.42,22.39,77.43,6.44,95.87,24.47,90.87,53.46,91.24,5.32,50.0,18.93,33.71,0.1,0.64,0.05,0.0,0.37,42.86,0.59,8.14,72.55,2.71,47.06,0.53,40.0,0.59,0.9,11.17,79.05,0,,0,,0,0.0,0.0,0.0,,,1.7,,,0.0,0.0,0.0,0.0,0,0.0
M. Ginter,83,Freiburg,Borussia M'gladbach,RCB,28,20000000,2027-06-30,34,3261,2,2.03,1,1.53,11.29,67.97,Germany,Germany,right,191,86,no,7.64,2.98,72.22,4.55,62.42,0.3,0.38,0.66,5.19,6.45,0.25,2,0.06,0,0.0,0.91,0.06,2,0.06,0.06,2,0.06,21,0.58,38.1,9.524,0.03,0.72,38.46,0.06,0.0,0.63,43.48,0.08,0.44,81.25,1.05,78.95,0.97,0.88,0.03,45.21,0.72,0.97,62.76,88.65,25.61,80.28,4.5,97.55,26.74,94.22,52.16,94.5,9.88,61.45,20.95,36.81,0.04,0.22,0.06,0.0,0.11,50.0,0.19,8.28,70.0,1.49,40.74,1.05,36.84,0.55,0.25,12.45,78.94,0,,0,,0,0.0,0.0,0.0,,,3.17,,,0.0,0.0,0.0,0.0,0,0.0
T. Hazard,83,Borussia Dortmund,Borussia Dortmund,"LW, RW, LAMF",29,9000000,2024-06-30,16,701,1,0.57,3,2.87,18.36,42.66,Belgium,Belgium,right,175,71,no,6.68,5.78,64.44,2.31,5.56,0.26,0.35,0.0,2.7,3.68,0.77,0,0.0,0,0.0,3.08,0.13,1,0.13,0.07,0,0.0,10,1.28,40.0,10.0,0.39,2.95,30.43,0.51,50.0,2.44,26.32,0.13,2.82,45.45,6.68,36.54,2.44,2.05,1.8,32.74,2.18,0.9,43.65,82.94,9.89,74.03,9.24,98.61,15.53,79.34,37.87,87.8,3.08,66.67,17.14,28.57,0.37,1.67,0.0,0.0,1.28,30.0,1.16,3.21,72.0,3.72,51.72,1.03,25.0,1.67,1.03,4.49,74.29,0,,0,,0,0.0,0.0,0.0,,,0.39,,,0.39,0.13,0.0,1.67,0,0.0
L. Hrádecký,83,Bayer Leverkusen,Bayer Leverkusen,GK,32,2500000,2026-06-30,29,2711,0,0.0,0,0.0,0.8,75.0,Slovakia,"Slovakia, Finland",right,192,85,no,2.03,0.13,50.0,0.46,78.57,0.0,0.0,0.0,1.96,2.65,0.03,1,0.03,0,0.0,0.03,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,100.0,0.03,100.0,0.0,0.0,0.0,28.22,0.56,0.1,37.55,88.51,22.48,83.01,0.03,0.0,14.08,97.88,25.1,97.49,12.42,70.59,30.82,46.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.12,48.44,0.03,0.0,0.07,50.0,0.0,0.0,10.76,73.77,29,0.96,88,2.92,8,67.05,30.02,1.0,1.02,0.034,0.0,1.79,0.46,,,,0.0,0,0.0
K. Trapp,83,Eintracht Frankfurt,Eintracht Frankfurt,GK,32,8500000,2024-06-30,33,3165,0,0.0,0,0.0,0.54,84.21,Germany,Germany,right,189,88,no,1.99,0.11,75.0,0.34,91.67,0.03,0.04,0.0,1.88,2.55,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,100.0,0.0,0.0,0.0,20.02,0.37,0.06,27.75,86.89,17.8,81.31,0.0,0.0,8.9,97.44,15.36,98.52,12.37,72.64,33.3,47.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.28,55.56,0.06,0.0,0.0,0.0,0.0,0.0,10.44,77.93,52,1.48,157,4.46,4,66.88,49.03,1.39,-2.97,-0.084,0.0,1.62,0.34,,,,0.0,0,0.0
A. Witsel,83,Atlético Madrid,Borussia Dortmund,"LCMF, RDMF, LDMF",33,5000000,2023-06-30,15,1191,0,0.66,0,0.07,14.81,51.02,Belgium,"Belgium, Martinique",right,186,81,no,6.73,4.38,58.62,1.66,54.55,0.23,0.32,0.3,3.93,5.57,1.21,3,0.23,0,0.0,0.83,0.0,0,0.0,0.05,0,0.0,12,0.91,16.67,0.0,0.0,0.15,0.0,0.15,0.0,0.0,0.0,0.0,1.13,46.67,5.06,50.75,0.6,0.83,0.15,44.28,0.23,1.51,57.51,94.88,14.43,90.05,9.82,97.69,24.26,97.51,55.69,96.07,1.66,63.64,17.57,31.34,0.01,0.15,0.0,0.08,0.45,33.33,0.08,7.33,85.57,0.38,60.0,0.45,16.67,0.15,0.0,6.2,87.8,0,,0,,0,0.0,0.0,0.0,,,0.76,,,0.0,0.0,0.0,0.0,0,0.0
W. Weghorst,82,Beşiktaş,Wolfsburg,CF,30,14000000,2025-06-30,34,3119,19,17.59,6,4.14,20.29,39.54,Netherlands,Netherlands,right,197,84,yes,2.63,1.85,56.25,5.19,52.78,0.12,0.15,0.12,1.47,1.95,0.87,3,0.09,0,0.0,2.11,0.55,18,0.52,0.51,5,0.14,87,2.51,52.87,22.989,0.17,0.32,36.36,0.12,50.0,0.2,28.57,0.06,1.07,45.95,7.24,31.08,4.65,0.43,0.29,13.04,2.71,0.81,20.37,71.25,3.81,56.82,4.82,81.44,6.18,74.3,19.54,72.23,0.55,57.89,14.31,15.13,0.12,1.13,0.03,0.03,0.46,37.5,0.55,2.11,54.79,1.01,57.14,0.46,31.25,1.13,0.12,1.67,60.34,0,,0,,0,0.0,0.0,0.0,,,0.14,,,0.0,0.0,0.0,0.0,3,66.667
A. Kramarić,82,Hoffenheim,Hoffenheim,"CF, AMF, LCMF",31,9000000,2025-06-30,28,2499,20,16.29,2,4.56,12.17,46.45,Croatia,Croatia,right,177,73,no,2.05,1.19,51.52,1.01,21.43,0.18,0.22,0.14,1.26,1.53,0.07,2,0.07,0,0.0,5.44,0.72,15,0.54,0.59,1,0.04,94,3.39,45.74,21.277,0.07,2.92,29.63,1.76,28.57,1.04,34.48,0.5,4.11,61.4,8.28,50.87,4.47,2.48,1.26,26.72,1.94,1.37,34.11,77.82,8.25,60.7,9.15,95.28,10.23,78.17,29.14,84.3,2.16,55.0,18.16,35.75,0.16,1.08,0.04,0.0,1.3,38.89,0.54,3.57,64.65,3.57,40.4,1.51,30.95,1.08,0.79,3.89,73.15,0,,0,,0,0.0,0.0,0.0,,,0.25,,,0.58,0.25,28.57,1.01,5,100.0
N. Süle,82,Borussia Dortmund,Bayern München,"RCB, RB, LCB",27,35000000,2026-06-30,20,1601,1,1.72,0,0.25,13.21,61.28,Germany,Germany,right,195,99,no,9.16,5.9,75.24,2.75,59.18,0.17,0.24,0.62,4.55,6.57,0.56,1,0.06,0,0.0,1.29,0.06,1,0.06,0.1,0,0.0,21,1.18,19.05,4.762,0.0,0.79,50.0,0.06,0.0,0.73,53.85,0.22,1.24,50.0,2.36,38.1,1.12,3.15,1.01,51.49,0.73,0.17,68.98,91.52,25.58,84.4,4.95,97.73,31.71,96.28,62.79,95.08,5.4,56.25,20.19,32.61,0.01,0.28,0.06,0.06,0.22,25.0,0.11,8.77,82.69,1.46,57.69,0.73,30.77,0.51,0.34,10.96,86.67,0,,0,,0,0.0,0.0,0.0,,,2.42,,,0.0,0.0,0.0,0.06,0,0.0
E. Can,82,Borussia Dortmund,Borussia Dortmund,"RCB, LDMF",28,14000000,2024-06-30,28,2261,1,1.96,4,3.17,18.31,60.22,Germany,"Germany, Turkey",right,186,86,no,9.63,6.25,66.24,3.03,68.42,0.6,0.82,0.4,4.9,6.76,1.39,5,0.2,0,0.0,3.38,0.04,1,0.04,0.08,1,0.04,16,0.64,37.5,6.25,0.16,0.88,40.91,0.0,0.0,0.88,40.91,0.2,3.1,70.51,6.29,54.43,1.15,2.95,1.11,50.67,1.11,0.84,67.35,90.72,22.53,81.45,6.05,96.71,31.49,96.71,60.86,94.11,5.65,61.97,20.71,38.68,0.13,0.72,0.08,0.12,0.96,62.5,0.48,8.76,77.27,1.79,55.56,1.35,44.12,1.07,0.32,10.31,81.85,0,,0,,0,0.0,0.0,0.0,,,1.95,,,0.0,0.0,0.0,0.0,0,0.0
O. Baumann,82,Hoffenheim,Hoffenheim,GK,32,4500000,2024-06-30,31,2964,0,0.0,0,0.0,0.61,90.0,Germany,Germany,right,187,82,no,1.97,0.06,50.0,0.33,90.91,0.0,0.0,0.0,1.94,2.37,0.0,1,0.03,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,100.0,0.0,0.0,0.0,21.89,0.15,0.15,30.21,89.25,16.15,81.2,0.0,0.0,12.33,98.77,20.92,98.4,9.29,68.63,30.03,49.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25,59.46,0.15,0.0,0.03,0.0,0.0,0.0,6.8,79.02,51,1.55,150,4.55,6,66.0,47.84,1.45,-3.16,-0.096,0.0,1.12,0.33,,,,0.0,0,0.0
T. Delaney,82,Sevilla,Borussia Dortmund,"LDMF, RDMF, DMF",31,3000000,2025-06-30,20,1361,1,1.52,0,0.14,19.18,62.41,Denmark,"Denmark, United States",left,182,79,no,12.04,9.13,63.77,3.11,74.47,0.53,0.7,0.53,5.69,7.54,2.31,6,0.4,0,0.0,1.06,0.07,1,0.07,0.1,1,0.07,9,0.6,33.33,11.111,0.0,0.73,54.55,0.33,80.0,0.4,33.33,0.0,0.73,54.55,2.84,62.79,0.93,0.26,0.13,37.03,0.07,1.65,51.98,86.51,16.6,72.11,8.2,95.16,19.04,95.14,46.22,90.99,5.09,49.35,18.81,32.21,0.01,0.2,0.07,0.07,0.33,20.0,0.0,6.55,69.7,1.39,57.14,0.79,25.0,0.46,0.4,7.08,67.29,0,,0,,0,0.0,0.0,0.0,,,1.52,,,0.0,0.0,0.0,0.0,0,0.0
E. Tapsoba,81,Bayer Leverkusen,Bayer Leverkusen,LCB,23,30000000,2026-06-30,31,2813,1,1.85,0,0.19,19.23,60.23,Burkina Faso,Burkina Faso,right,194,84,no,12.06,8.19,69.14,3.42,63.55,0.13,0.18,0.74,6.27,8.84,1.41,5,0.16,0,0.0,0.9,0.03,1,0.03,0.06,0,0.0,15,0.48,33.33,6.667,0.0,0.19,33.33,0.1,0.0,0.1,66.67,0.03,0.96,60.0,3.1,54.64,0.67,1.22,0.26,63.64,0.77,0.35,85.1,91.58,28.6,81.32,6.56,96.1,44.12,98.04,78.71,94.15,6.21,60.82,21.67,40.42,0.01,0.06,0.0,0.0,0.29,33.33,0.03,8.99,79.0,0.67,47.62,0.83,42.31,0.19,0.06,12.38,76.49,0,,0,,0,0.0,0.0,0.0,,,5.06,,,0.03,0.03,0.0,0.0,0,0.0
