Player,Rating,Team,Team within selected timeframe,Position,Age,Market value,Contract expires,Matches played,Minutes played,Goals,xG,Assists,xA,Duels per 90,"Duels won, %",Birth country,Passport country,Foot,Height,Weight,On loan,Successful defensive actions per 90,Defensive duels per 90,"Defensive duels won, %",Aerial duels per 90,"Aerial duels won, %",Sliding tackles per 90,PAdj Sliding tackles,Shots blocked per 90,Interceptions per 90,PAdj Interceptions,Fouls per 90,Yellow cards,Yellow cards per 90,Red cards,Red cards per 90,Successful attacking actions per 90,Goals per 90,Non-penalty goals,Non-penalty goals per 90,xG per 90,Head goals,Head goals per 90,Shots,Shots per 90,"Shots on target, %","Goal conversion, %",Assists per 90,Crosses per 90,"Accurate crosses, %",Crosses from left flank per 90,"Accurate crosses from left flank, %",Crosses from right flank per 90,"Accurate crosses from right flank, %",Crosses to goalie box per 90,Dribbles per 90,"Successful dribbles, %",Offensive duels per 90,"Offensive duels won, %",Touches in box per 90,Progressive runs per 90,Accelerations per 90,Received passes per 90,Received long passes per 90,Fouls suffered per 90,Passes per 90,"Accurate passes, %",Forward passes per 90,"Accurate forward passes, %",Back passes per 90,"Accurate back passes, %",Lateral passes per 90,"Accurate lateral passes, %",Short / medium passes per 90,"Accurate short / medium passes, %",Long passes per 90,"Accurate long passes, %","Average pass length, m","Average long pass length, m",xA per 90,Shot assists per 90,Second assists per 90,Third assists per 90,Smart passes per 90,"Accurate smart passes, %",Key passes per 90,Passes to final third per 90,"Accurate passes to final third, %",Passes to penalty area per 90,"Accurate passes to penalty area, %",Through passes per 90,"Accurate through passes, %",Deep completions per 90,Deep completed crosses per 90,Progressive passes per 90,"Accurate progressive passes, %",Conceded goals,Conceded goals per 90,Shots against,Shots against per 90,Clean sheets,"Save rate, %",xG against,xG against per 90,Prevented goals,Prevented goals per 90,Back passes received as GK per 90,Exits per 90,Aerial duels per 90.1,Free kicks per 90,Direct free kicks per 90,"Direct free kicks on target, %",Corners per 90,Penalties taken,"Penalty conversion, %"
M. Ginter,82,Freiburg,Borussia M'gladbach,RCB,28,18000000,2027-06-30,27,2412,1,2.67,0,1.21,15.67,60.95,Germany,Germany,right,191,86,no,9.03,5.45,68.49,4.66,61.6,0.37,0.51,0.26,4.93,6.71,0.34,2,0.07,0,0.0,1.57,0.04,1,0.04,0.1,1,0.04,28,1.04,50.0,3.571,0.0,1.01,40.74,0.11,33.33,0.9,41.67,0.15,1.01,51.85,2.16,53.45,1.23,1.64,0.41,45.75,0.86,1.01,61.75,86.59,24.74,77.98,4.55,95.9,24.74,92.46,52.69,92.63,8.06,52.78,20.01,37.42,0.05,0.41,0.04,0.07,0.3,37.5,0.26,8.51,64.47,1.68,40.0,1.08,41.38,0.45,0.41,11.9,77.74,0,,0,,0,0.0,0.0,0.0,,,2.43,,,0.04,0.04,0.0,0.0,0,0.0
W. Orban,82,RB Leipzig,RB Leipzig,"CB, RCB",29,10000000,2025-06-30,30,2794,2,2.61,1,0.6,14.08,64.76,Germany,"Germany, Hungary",right,186,87,no,9.53,4.51,74.29,5.31,64.85,0.1,0.13,0.77,6.09,8.5,0.42,1,0.03,0,0.0,0.29,0.06,2,0.06,0.08,2,0.06,16,0.52,31.25,12.5,0.03,0.13,25.0,0.06,50.0,0.06,0.0,0.0,0.23,42.86,1.32,58.54,0.84,0.61,0.23,45.61,0.35,0.87,63.01,91.1,17.56,78.35,3.09,97.92,35.98,96.42,58.05,94.06,4.83,57.33,19.83,32.76,0.02,0.1,0.0,0.0,0.03,0.0,0.06,5.25,77.91,0.35,45.45,0.23,42.86,0.19,0.03,8.09,69.32,0,,0,,0,0.0,0.0,0.0,,,2.09,,,0.0,0.0,0.0,0.0,0,0.0
J. Musiala,81,Bayern München,Bayern München,"LAMF, LDMF, RDMF",19,65000000,2026-06-30,30,1575,5,4.59,5,3.85,27.31,44.35,Germany,"Germany, England",right,180,68,no,8.17,6.97,63.93,1.31,26.09,0.06,0.1,0.0,3.66,6.1,0.91,2,0.11,0,0.0,5.31,0.29,5,0.29,0.26,0,0.0,38,2.17,42.11,13.158,0.29,0.74,30.77,0.11,0.0,0.63,36.36,0.06,6.57,53.91,15.54,38.24,4.51,2.74,2.06,28.86,1.26,1.14,39.94,85.55,9.37,76.22,9.37,93.29,11.43,88.5,38.57,87.41,0.63,36.36,14.75,11.86,0.22,1.37,0.11,0.0,1.2,52.38,0.51,4.46,79.49,2.34,75.61,1.09,42.11,2.17,0.11,4.0,81.43,0,,0,,0,0.0,0.0,0.0,,,0.57,,,0.0,0.0,0.0,0.0,0,0.0
J. Gvardiol,81,RB Leipzig,RB Leipzig,"LCB, LB",20,35000000,2027-06-30,29,2542,2,2.1,2,1.29,21.7,63.13,Croatia,Croatia,left,185,80,no,12.82,8.11,67.25,3.51,57.58,0.89,1.22,0.35,6.48,8.93,1.45,7,0.25,0,0.0,2.55,0.07,2,0.07,0.07,1,0.04,19,0.67,31.58,10.526,0.07,0.46,23.08,0.46,23.08,0.0,0.0,0.07,2.94,69.88,5.56,64.33,0.85,1.81,0.85,50.66,0.74,1.2,69.36,85.91,33.1,78.72,4.57,92.25,22.77,94.09,61.04,90.31,7.86,55.41,18.99,37.39,0.05,0.28,0.07,0.07,0.46,38.46,0.28,10.98,72.26,1.63,54.35,1.81,41.18,0.96,0.14,15.05,74.59,0,,0,,0,0.0,0.0,0.0,,,1.66,,,0.0,0.0,0.0,0.0,0,0.0
E. Tapsoba,81,Bayer Leverkusen,Bayer Leverkusen,LCB,23,35000000,2026-06-30,22,1928,1,0.73,0,0.0,15.68,63.1,Burkina Faso,Burkina Faso,right,194,85,no,10.55,6.54,73.57,3.41,63.01,0.14,0.19,0.56,5.6,7.64,0.84,1,0.05,0,0.0,0.65,0.05,1,0.05,0.03,1,0.05,6,0.28,50.0,16.667,0.0,0.05,0.0,0.0,0.0,0.05,0.0,0.0,0.7,66.67,2.61,39.29,0.75,1.07,0.19,44.39,0.23,0.28,62.6,90.23,21.8,79.87,4.57,93.88,31.42,97.47,57.84,93.38,4.71,52.48,22.05,40.73,0.0,0.05,0.0,0.0,0.33,14.29,0.0,6.16,70.45,0.28,33.33,0.7,20.0,0.14,0.0,9.06,69.59,0,,0,,0,0.0,0.0,0.0,,,3.27,,,0.0,0.0,0.0,0.0,0,0.0
D. Raum,81,RB Leipzig,Hoffenheim,"LWB, LB",24,20000000,2027-06-30,32,2946,3,1.62,10,13.66,16.07,50.95,Germany,Germany,left,180,75,no,6.97,5.71,63.1,2.08,41.18,0.12,0.17,0.09,3.24,4.37,0.82,5,0.15,0,0.0,5.01,0.09,3,0.09,0.05,0,0.0,22,0.67,36.36,13.636,0.31,6.97,43.42,6.54,43.93,0.4,38.46,1.16,2.96,54.64,5.13,46.43,1.92,1.68,0.95,34.25,2.2,0.82,46.89,77.07,13.44,70.23,8.22,93.68,16.65,77.61,35.99,86.16,4.22,52.17,20.59,35.47,0.42,2.32,0.09,0.03,0.46,26.67,1.25,5.13,67.86,5.84,56.02,0.86,28.57,0.79,2.87,11.27,77.24,0,,0,,0,0.0,0.0,0.0,,,0.86,,,0.92,0.12,0.0,3.33,0,0.0
D. Upamecano,81,Bayern München,Bayern München,"RCB, LCB",23,40000000,2026-06-30,28,2357,1,0.77,5,1.58,19.89,61.04,France,"France, Guinea-Bissau",right,186,90,no,10.31,8.9,69.53,4.28,58.93,0.11,0.2,0.31,4.01,6.94,1.07,4,0.15,0,0.0,0.69,0.04,1,0.04,0.03,1,0.04,8,0.31,12.5,12.5,0.19,0.04,100.0,0.0,0.0,0.04,100.0,0.0,0.8,66.67,2.52,39.39,0.57,1.41,0.69,62.05,0.31,0.42,82.82,92.16,26.12,84.65,5.38,96.45,44.14,96.28,75.49,94.59,7.29,67.02,21.07,36.19,0.06,0.31,0.04,0.08,0.31,25.0,0.27,10.84,83.45,1.22,53.13,1.03,44.44,0.57,0.04,12.75,81.14,0,,0,,0,0.0,0.0,0.0,,,4.09,,,0.0,0.0,0.0,0.0,0,0.0
M. Akanji,81,Manchester City,Borussia Dortmund,"RCB, LCB, CB",27,30000000,2027-06-30,26,2422,1,1.69,0,0.0,15.94,64.34,Switzerland,"Switzerland, Nigeria",right,187,91,no,8.99,6.28,75.74,3.38,49.45,0.37,0.55,0.41,3.86,5.7,0.71,3,0.11,0,0.0,0.56,0.04,1,0.04,0.06,0,0.0,11,0.41,27.27,9.091,0.0,0.11,33.33,0.07,0.0,0.04,100.0,0.0,0.59,62.5,2.04,47.27,0.59,1.3,0.33,53.77,0.41,0.89,71.09,92.32,26.64,85.08,2.9,93.59,35.64,97.71,65.18,95.1,5.83,61.78,21.14,42.46,0.0,0.0,0.0,0.04,0.11,33.33,0.04,8.4,80.09,0.89,20.83,0.71,26.32,0.19,0.04,11.15,80.33,0,,0,,0,0.0,0.0,0.0,,,1.49,,,0.04,0.04,0.0,0.0,0,0.0
R. Andrich,81,Bayer Leverkusen,Bayer Leverkusen,"RDMF, LDMF, LCMF",27,13000000,2026-06-30,26,1931,4,2.63,2,0.85,16.36,52.99,Germany,Germany,right,187,83,no,11.19,7.36,53.8,3.45,54.05,0.65,0.9,0.33,6.57,9.1,1.86,5,0.23,1,0.05,0.98,0.19,4,0.19,0.12,1,0.05,25,1.17,24.0,16.0,0.09,0.28,16.67,0.14,33.33,0.14,0.0,0.0,0.61,61.54,2.28,53.06,1.12,0.79,0.51,28.57,0.28,0.7,45.02,85.3,15.43,72.81,7.22,97.42,14.59,91.37,40.78,90.29,4.01,38.37,17.02,30.07,0.04,0.37,0.05,0.09,0.61,46.15,0.19,7.18,65.58,1.21,34.62,0.89,36.84,0.42,0.05,6.39,75.18,0,,0,,0,0.0,0.0,0.0,,,0.98,,,0.05,0.05,100.0,0.0,0,0.0
V. Grifo,81,Freiburg,Freiburg,"LW, LWF, LAMF",29,12000000,2024-06-30,34,2919,9,9.48,6,8.92,13.2,46.03,Germany,"Germany, Italy",right,180,76,no,4.47,3.55,56.52,1.11,41.67,0.03,0.04,0.03,2.44,3.11,0.34,0,0.0,0,0.0,4.16,0.28,4,0.12,0.29,0,0.0,67,2.07,38.81,13.433,0.18,1.73,33.93,1.26,34.15,0.46,33.33,0.25,3.39,61.82,6.57,44.6,1.82,1.42,0.74,26.15,0.74,0.8,37.65,79.44,10.51,63.34,8.36,95.2,11.59,82.18,32.96,84.0,2.99,55.67,17.55,35.88,0.28,2.0,0.15,0.03,1.57,43.14,0.4,4.62,65.33,3.67,57.98,1.42,39.13,1.85,0.59,6.26,80.3,0,,0,,0,0.0,0.0,0.0,,,0.34,,,2.56,0.52,41.18,2.68,6,83.333
K. Demirbay,81,Bayer Leverkusen,Bayer Leverkusen,"LDMF, AMF, LCMF",28,15000000,2024-06-30,29,2162,1,3.03,3,4.02,19.32,49.78,Germany,"Germany, Turkey",left,183,73,no,10.03,7.66,61.96,1.67,25.0,0.29,0.39,0.33,5.0,6.72,1.37,10,0.42,0,0.0,2.75,0.04,0,0.0,0.13,0,0.0,38,1.58,31.58,2.632,0.12,1.25,30.0,0.96,26.09,0.29,42.86,0.12,2.62,50.79,6.49,44.23,1.08,1.5,0.25,34.68,0.21,1.21,49.87,82.64,17.32,70.91,6.45,92.9,18.11,90.8,43.29,86.44,5.33,64.06,19.45,39.25,0.17,1.67,0.04,0.0,1.29,41.94,0.21,8.83,69.81,2.0,56.25,1.37,48.48,0.67,0.42,9.37,76.0,0,,0,,0,0.0,0.0,0.0,,,0.5,,,1.79,0.21,20.0,4.83,2,50.0
J. Hofmann,81,Borussia M'gladbach,Borussia M'gladbach,"AMF, RWF, RCMF",30,13000000,2025-06-30,26,2211,12,6.03,4,5.32,14.65,43.33,Germany,Germany,right,176,73,no,6.55,5.66,57.55,0.77,36.84,0.2,0.29,0.04,3.09,4.38,0.9,1,0.04,0,0.0,2.65,0.49,12,0.49,0.25,0,0.0,52,2.12,46.15,23.077,0.16,1.38,35.29,0.24,50.0,1.1,29.63,0.2,2.16,43.4,5.25,36.43,3.83,1.75,0.98,34.4,1.51,0.77,43.19,83.41,10.58,68.85,10.95,93.68,11.6,90.88,39.97,86.56,1.83,51.11,16.15,34.81,0.22,2.4,0.16,0.04,1.02,24.0,0.57,4.36,71.03,2.08,58.82,1.02,16.0,1.02,0.45,4.8,68.64,0,,0,,0,0.0,0.0,0.0,,,0.85,,,2.4,0.16,0.0,3.7,0,0.0
E. Forsberg,81,RB Leipzig,RB Leipzig,"AMF, LCMF",30,11000000,2025-06-30,31,1800,6,8.26,2,3.65,14.3,36.71,Sweden,Sweden,right,177,76,no,2.95,2.7,50.0,1.2,25.0,0.2,0.29,0.05,1.4,2.0,0.55,2,0.1,0,0.0,3.25,0.3,2,0.1,0.41,0,0.0,42,2.1,38.1,14.286,0.1,0.95,21.05,0.65,15.38,0.3,33.33,0.1,2.5,64.0,7.35,38.1,2.65,1.55,0.5,29.25,1.75,1.0,35.65,84.43,8.35,69.46,9.05,95.03,9.5,86.84,33.65,87.37,1.2,41.67,14.76,18.8,0.18,1.1,0.05,0.15,1.0,65.0,0.45,4.35,71.26,2.7,64.81,1.05,57.14,1.7,0.2,4.15,87.95,0,,0,,0,0.0,0.0,0.0,,,0.1,,,0.65,0.1,50.0,1.0,4,100.0
J. Frimpong,80,Bayer Leverkusen,Bayer Leverkusen,RB,21,20000000,2025-06-30,25,2162,1,1.12,5,3.63,20.77,54.71,Netherlands,"Netherlands, Ghana",right,171,63,no,8.16,6.29,64.24,1.75,45.24,0.08,0.11,0.29,4.04,5.55,0.71,6,0.25,0,0.0,5.08,0.04,1,0.04,0.05,0,0.0,10,0.42,40.0,10.0,0.21,2.83,38.24,0.0,0.0,2.83,38.24,0.12,5.54,64.66,10.07,52.48,2.16,3.83,2.79,29.56,1.33,1.87,40.25,80.77,11.74,64.54,8.87,95.77,11.03,85.66,34.72,88.01,2.79,32.84,17.71,28.73,0.15,1.21,0.17,0.04,0.42,60.0,0.87,2.79,65.67,2.5,53.33,0.42,50.0,1.25,1.04,6.91,57.23,0,,0,,0,0.0,0.0,0.0,,,1.5,,,0.0,0.0,0.0,0.0,0,0.0
R. Baku,80,Wolfsburg,Wolfsburg,"RWB, RB, RAMF",24,20000000,2025-06-30,34,2589,3,1.66,5,4.21,19.05,49.27,Germany,"Germany, Congo DR",right,176,72,no,9.35,6.78,61.54,2.02,43.1,0.31,0.41,0.03,4.87,6.31,1.04,3,0.1,0,0.0,3.3,0.1,3,0.1,0.06,0,0.0,34,1.18,23.53,8.824,0.17,3.09,32.58,0.21,50.0,2.89,31.33,0.52,3.3,51.58,7.06,44.33,1.88,2.22,0.7,27.67,2.68,1.25,37.86,76.77,11.44,62.61,7.82,91.56,12.83,79.95,30.8,84.88,4.24,48.36,20.1,31.64,0.15,1.08,0.0,0.03,0.7,45.0,0.73,3.2,66.3,2.75,48.1,0.7,35.0,0.73,0.97,8.13,67.52,0,,0,,0,0.0,0.0,0.0,,,0.8,,,0.03,0.0,0.0,0.17,0,0.0
F. Neuhaus,80,Borussia M'gladbach,Borussia M'gladbach,"LCMF, RCMF, LDMF",25,20000000,2024-06-30,28,2156,4,4.31,4,1.49,17.41,53.24,Germany,Germany,right,185,74,no,9.73,5.68,66.18,1.09,50.0,0.83,1.12,0.25,5.13,6.91,0.75,2,0.08,0,0.0,3.51,0.17,4,0.17,0.18,0,0.0,41,1.71,41.46,9.756,0.17,0.46,36.36,0.17,25.0,0.29,42.86,0.13,3.38,58.02,7.35,47.73,1.25,1.29,0.58,32.69,0.33,1.21,44.0,82.73,16.49,71.39,6.35,93.42,13.78,89.09,39.41,85.81,4.17,59.0,17.93,31.63,0.06,0.5,0.04,0.04,1.34,50.0,0.21,6.72,68.94,1.92,47.83,1.63,35.9,1.04,0.13,7.6,76.37,0,,0,,0,0.0,0.0,0.0,,,0.88,,,0.13,0.04,100.0,0.13,0,0.0
X. Schlager,80,RB Leipzig,Wolfsburg,"RCMF, RDMF",24,27000000,2026-06-30,14,1086,0,0.69,1,0.39,23.95,51.9,Austria,Austria,left,174,73,no,12.1,11.52,62.59,2.15,50.0,0.66,0.85,0.17,4.23,5.41,1.91,2,0.17,0,0.0,1.41,0.0,0,0.0,0.06,0,0.0,10,0.83,20.0,0.0,0.08,0.83,20.0,0.5,33.33,0.33,0.0,0.33,2.15,38.46,6.05,41.1,0.99,1.74,1.33,19.81,0.5,0.83,34.72,80.91,11.27,70.59,5.22,90.48,12.6,87.5,31.24,84.62,2.73,54.55,17.05,29.68,0.03,0.25,0.0,0.17,0.91,27.27,0.17,5.3,78.13,1.49,33.33,0.99,25.0,0.5,0.17,4.97,71.67,0,,0,,0,0.0,0.0,0.0,,,0.08,,,0.0,0.0,0.0,0.0,0,0.0
D. Kamada,80,Eintracht Frankfurt,Eintracht Frankfurt,"AMF, LWF",25,22000000,2023-06-30,32,2249,4,4.39,2,1.09,18.17,37.89,Japan,Japan,right,180,72,no,4.72,5.04,47.62,2.44,19.67,0.32,0.42,0.04,2.0,2.63,0.96,0,0.0,0,0.0,2.72,0.16,4,0.16,0.18,0,0.0,35,1.4,20.0,11.429,0.08,0.92,30.43,0.52,23.08,0.4,40.0,0.0,3.08,55.84,7.2,42.22,2.56,1.64,0.92,24.41,1.88,1.0,33.09,81.98,8.6,72.09,7.6,92.11,10.24,84.38,30.53,84.4,1.72,65.12,17.11,25.25,0.04,0.8,0.12,0.0,1.2,36.67,0.4,4.4,73.64,1.68,61.9,1.04,34.62,0.96,0.24,4.12,78.64,0,,0,,0,0.0,0.0,0.0,,,0.08,,,0.0,0.0,0.0,0.48,0,0.0
D. Sow,80,Eintracht Frankfurt,Eintracht Frankfurt,"LCMF, RCMF, RDMF",25,22000000,2024-06-30,31,2563,2,0.64,1,0.95,17.52,52.3,Switzerland,"Switzerland, Senegal",right,184,77,no,10.32,7.44,62.26,2.28,40.0,0.56,0.74,0.28,5.13,6.75,1.4,5,0.18,0,0.0,1.16,0.07,2,0.07,0.02,0,0.0,15,0.53,13.33,13.333,0.04,0.28,25.0,0.07,50.0,0.18,20.0,0.04,1.23,51.43,3.79,53.7,0.32,1.44,0.46,28.16,0.11,1.33,41.89,86.76,12.75,75.21,7.02,95.0,15.35,91.76,38.42,89.4,3.2,60.44,18.16,32.24,0.03,0.46,0.0,0.0,0.56,68.75,0.11,6.29,73.18,1.09,61.29,0.81,65.22,0.49,0.07,5.9,79.17,0,,0,,0,0.0,0.0,0.0,,,0.81,,,0.0,0.0,0.0,0.0,0,0.0
L. Klostermann,80,RB Leipzig,RB Leipzig,"RCB, RB, RWB",26,18000000,2024-06-30,23,1736,0,0.68,1,0.48,10.84,58.37,Germany,Germany,right,187,88,no,8.35,4.87,67.02,2.18,61.9,0.16,0.22,0.1,4.93,7.0,0.47,1,0.05,0,0.0,0.21,0.0,0,0.0,0.04,0,0.0,5,0.26,20.0,0.0,0.05,0.41,12.5,0.0,0.0,0.41,12.5,0.0,0.31,33.33,0.93,22.22,1.24,0.73,0.16,38.1,0.67,0.21,53.35,88.34,19.23,80.05,6.95,97.76,20.27,94.12,47.8,91.97,5.13,60.61,18.56,35.89,0.02,0.16,0.0,0.0,0.05,0.0,0.16,5.65,77.06,0.93,55.56,0.67,30.77,0.57,0.05,8.66,75.45,0,,0,,0,0.0,0.0,0.0,,,3.06,,,0.0,0.0,0.0,0.0,0,0.0
M. Dahoud,80,Borussia Dortmund,Borussia Dortmund,"DMF, LDMF, RDMF",26,18000000,2023-06-30,22,1760,2,1.55,3,2.29,18.46,52.08,Syria,"Syria, Germany",right,178,68,no,8.13,7.47,59.59,1.38,51.85,0.15,0.23,0.1,3.53,5.36,1.07,6,0.31,1,0.05,2.4,0.1,2,0.1,0.08,0,0.0,23,1.18,13.04,8.696,0.15,1.02,35.0,0.46,22.22,0.56,45.45,0.1,2.56,64.0,6.09,48.74,0.82,1.28,0.56,37.89,0.31,0.66,51.75,82.71,16.06,69.11,6.55,94.53,19.69,90.39,46.33,86.87,4.4,50.0,18.46,38.08,0.12,1.02,0.1,0.0,1.28,20.0,0.46,7.87,67.53,3.73,45.21,2.45,22.92,1.48,0.31,7.21,71.63,0,,0,,0,0.0,0.0,0.0,,,0.15,,,0.15,0.05,0.0,0.66,0,0.0
S. Azmoun,80,Bayer Leverkusen,Bayer Leverkusen,"AMF, CF",27,22000000,2027-06-30,9,385,1,2.3,1,0.28,18.94,46.91,Iran,Iran,right,186,79,no,5.61,4.68,60.0,4.68,35.0,0.0,0.0,0.0,2.81,3.71,1.64,0,0.0,0,0.0,3.74,0.23,1,0.23,0.54,0,0.0,9,2.1,55.56,11.111,0.23,0.47,0.0,0.0,0.0,0.47,0.0,0.0,1.87,75.0,5.61,50.0,3.97,1.87,1.4,16.6,1.17,0.94,23.84,78.43,6.78,79.31,5.61,87.5,5.14,77.27,23.38,80.0,0.0,0.0,14.27,0.0,0.07,0.94,0.0,0.0,2.1,55.56,0.7,2.57,63.64,0.94,75.0,1.87,50.0,1.17,0.0,2.81,91.67,0,,0,,0,0.0,0.0,0.0,,,0.23,,,0.0,0.0,0.0,0.0,0,0.0
M. Flekken,80,Freiburg,Freiburg,GK,29,7000000,,32,3073,0,0.0,0,0.27,0.53,83.33,Netherlands,Netherlands,right,195,87,no,0.97,0.12,50.0,0.32,100.0,0.0,0.0,0.0,0.91,1.17,0.0,0,0.0,0,0.0,0.06,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,100.0,0.06,100.0,0.0,0.03,0.0,19.68,0.21,0.03,27.38,86.74,15.82,78.89,0.0,0.0,10.92,97.86,15.82,98.7,11.51,70.74,35.48,50.87,0.01,0.03,0.0,0.0,0.0,0.0,0.0,4.28,65.75,0.47,18.75,0.44,33.33,0.06,0.0,8.08,77.54,39,1.14,149,4.36,10,73.83,36.45,1.07,-2.55,-0.075,0.0,0.91,0.32,,,,0.0,0,0.0
C. Günter,80,Freiburg,Freiburg,"LB, LWB",29,12000000,,34,3262,2,0.78,9,7.43,12.25,45.05,Germany,Germany,left,184,83,no,5.66,5.16,55.08,1.19,37.21,0.11,0.14,0.14,2.7,3.42,0.94,2,0.06,0,0.0,2.59,0.06,2,0.06,0.02,0,0.0,23,0.63,26.09,8.696,0.25,3.95,38.46,3.78,35.77,0.17,100.0,0.41,1.88,42.65,3.45,37.6,1.43,1.16,0.69,26.18,1.66,0.41,33.72,73.57,11.42,66.67,5.52,93.0,10.54,72.25,25.33,82.68,4.58,52.41,19.06,33.59,0.2,1.9,0.0,0.0,0.19,57.14,0.47,4.28,68.39,3.2,50.0,0.47,52.94,0.66,1.38,7.56,72.99,0,,0,,0,0.0,0.0,0.0,,,0.61,,,0.83,0.0,0.0,2.4,0,0.0
M. Arnold,80,Wolfsburg,Wolfsburg,"RCMF, LCMF, LDMF",27,17000000,2026-06-30,34,3186,4,1.95,2,5.62,14.63,54.83,Germany,Germany,left,184,74,no,8.81,6.41,57.27,2.18,51.95,0.03,0.04,0.37,5.11,6.75,1.36,4,0.11,0,0.0,1.38,0.11,4,0.11,0.06,0,0.0,39,1.1,38.46,10.256,0.06,1.13,50.0,0.68,54.17,0.45,43.75,0.11,0.54,57.89,3.33,54.24,0.11,0.48,0.25,30.28,0.08,1.61,44.66,85.45,13.11,72.2,7.2,97.65,19.04,90.06,36.75,91.85,6.84,57.02,21.91,38.99,0.16,1.47,0.03,0.03,0.2,42.86,0.28,7.71,73.63,1.92,48.53,0.96,26.47,0.45,0.54,8.22,79.04,0,,0,,0,0.0,0.0,0.0,,,1.95,,,2.66,0.37,61.54,2.91,0,0.0
M. Sabitzer,80,Bayern München,Bayern München,"LDMF, LB, AMF",28,15000000,2025-06-30,27,1043,1,2.34,1,1.84,19.24,45.29,Austria,Austria,right,178,76,no,8.28,7.42,52.33,2.07,41.67,0.52,0.95,0.09,3.88,7.11,1.55,1,0.09,0,0.0,1.81,0.09,1,0.09,0.2,0,0.0,21,1.81,28.57,4.762,0.09,1.98,26.09,1.21,7.14,0.6,57.14,0.09,1.12,53.85,5.0,36.21,2.76,0.6,0.86,45.13,1.98,1.29,59.97,84.46,16.91,72.96,13.98,95.68,17.17,86.43,52.29,89.27,5.7,60.61,16.09,21.51,0.16,0.95,0.09,0.26,0.43,40.0,0.6,7.51,80.46,3.37,58.97,1.38,43.75,1.81,0.52,8.97,70.19,0,,0,,0,0.0,0.0,0.0,,,1.12,,,0.09,0.09,0.0,0.0,0,0.0
T. Hazard,80,Borussia Dortmund,Borussia Dortmund,"LW, RWB, LWB",29,15000000,2024-06-30,23,1435,4,2.34,1,1.51,21.2,46.15,Belgium,Belgium,right,175,71,no,7.59,7.46,57.14,2.95,48.94,0.31,0.46,0.06,3.01,4.44,1.57,2,0.13,0,0.0,3.2,0.25,4,0.25,0.15,1,0.06,20,1.25,35.0,20.0,0.06,2.89,34.78,0.82,38.46,2.01,31.25,0.25,3.32,47.17,7.65,37.7,2.76,2.07,0.94,33.11,1.07,1.13,43.59,78.13,9.66,64.94,10.66,90.59,13.55,80.56,38.82,82.55,1.94,54.84,16.16,25.84,0.09,0.88,0.0,0.0,0.75,25.0,0.44,3.2,58.82,2.89,45.65,0.69,0.0,0.88,0.94,5.52,68.18,0,,0,,0,0.0,0.0,0.0,,,0.38,,,0.75,0.13,0.0,2.38,0,0.0
C. Aránguiz,80,Bayer Leverkusen,Bayer Leverkusen,"RDMF, LDMF, RCMF",33,3500000,2023-06-30,26,1678,1,0.97,2,1.31,17.38,46.6,Chile,Chile,right,171,68,no,11.48,8.8,52.44,1.56,37.93,0.59,0.8,0.21,6.28,8.56,1.5,2,0.11,0,0.0,0.75,0.05,1,0.05,0.05,1,0.05,11,0.59,27.27,9.091,0.11,0.43,25.0,0.11,0.0,0.32,33.33,0.0,0.54,60.0,3.49,40.0,0.64,0.32,0.11,40.12,0.11,0.7,55.57,86.29,17.27,75.16,7.67,94.41,20.92,92.82,49.83,89.45,5.31,61.62,17.96,32.49,0.07,0.75,0.0,0.11,0.38,42.86,0.27,8.15,76.32,1.23,52.17,1.23,39.13,0.59,0.11,8.26,72.73,0,,0,,0,0.0,0.0,0.0,,,1.07,,,0.54,0.0,0.0,0.05,0,0.0
K. Kampl,80,RB Leipzig,RB Leipzig,"LCMF, DMF",31,6000000,2024-06-30,27,2010,0,0.48,1,0.7,14.96,48.2,Germany,"Germany, Slovenia",right,178,66,no,8.51,7.84,56.57,0.9,35.0,0.45,0.65,0.27,3.63,5.23,1.52,4,0.18,0,0.0,1.16,0.0,0,0.0,0.02,0,0.0,6,0.27,33.33,0.0,0.04,0.67,46.67,0.4,55.56,0.22,40.0,0.13,0.94,66.67,3.36,44.0,0.45,1.3,1.07,50.19,0.36,0.58,64.57,91.47,16.97,82.32,11.51,96.89,25.39,95.94,60.94,93.53,3.0,58.21,16.73,27.2,0.03,0.54,0.04,0.0,0.36,37.5,0.22,7.97,83.71,1.57,68.57,0.58,30.77,0.67,0.27,6.9,82.47,0,,0,,0,0.0,0.0,0.0,,,1.34,,,0.0,0.0,0.0,0.0,0,0.0
