Player,Rating,Team,Team within selected timeframe,Position,Age,Market value,Contract expires,Matches played,Minutes played,Goals,xG,Assists,xA,Duels per 90,"Duels won, %",Birth country,Passport country,Foot,Height,Weight,On loan,Successful defensive actions per 90,Defensive duels per 90,"Defensive duels won, %",Aerial duels per 90,"Aerial duels won, %",Sliding tackles per 90,PAdj Sliding tackles,Shots blocked per 90,Interceptions per 90,PAdj Interceptions,Fouls per 90,Yellow cards,Yellow cards per 90,Red cards,Red cards per 90,Successful attacking actions per 90,Goals per 90,Non-penalty goals,Non-penalty goals per 90,xG per 90,Head goals,Head goals per 90,Shots,Shots per 90,"Shots on target, %","Goal conversion, %",Assists per 90,Crosses per 90,"Accurate crosses, %",Crosses from left flank per 90,"Accurate crosses from left flank, %",Crosses from right flank per 90,"Accurate crosses from right flank, %",Crosses to goalie box per 90,Dribbles per 90,"Successful dribbles, %",Offensive duels per 90,"Offensive duels won, %",Touches in box per 90,Progressive runs per 90,Accelerations per 90,Received passes per 90,Received long passes per 90,Fouls suffered per 90,Passes per 90,"Accurate passes, %",Forward passes per 90,"Accurate forward passes, %",Back passes per 90,"Accurate back passes, %",Lateral passes per 90,"Accurate lateral passes, %",Short / medium passes per 90,"Accurate short / medium passes, %",Long passes per 90,"Accurate long passes, %","Average pass length, m","Average long pass length, m",xA per 90,Shot assists per 90,Second assists per 90,Third assists per 90,Smart passes per 90,"Accurate smart passes, %",Key passes per 90,Passes to final third per 90,"Accurate passes to final third, %",Passes to penalty area per 90,"Accurate passes to penalty area, %",Through passes per 90,"Accurate through passes, %",Deep completions per 90,Deep completed crosses per 90,Progressive passes per 90,"Accurate progressive passes, %",Conceded goals,Conceded goals per 90,Shots against,Shots against per 90,Clean sheets,"Save rate, %",xG against,xG against per 90,Prevented goals,Prevented goals per 90,Back passes received as GK per 90,Exits per 90,Aerial duels per 90.1,Free kicks per 90,Direct free kicks per 90,"Direct free kicks on target, %",Corners per 90,Penalties taken,"Penalty conversion, %"
A. Davies,84,Bayern München,Bayern München,"LB, LWB",21,70000000,2025-06-30,22,1842,0,2.24,3,3.87,23.7,52.78,Liberia,"Liberia, Canada",left,183,75,no,8.7,6.79,61.87,1.61,45.45,0.1,0.16,0.0,4.4,7.38,0.73,3,0.15,0,0.0,5.86,0.0,0,0.0,0.11,0,0.0,18,0.88,33.33,0.0,0.15,2.64,35.19,2.64,35.19,0.0,0.0,0.29,8.16,55.09,12.46,49.8,3.32,5.03,2.3,40.8,3.37,1.27,55.94,84.1,11.34,74.57,11.82,92.98,21.84,84.34,51.21,87.98,2.15,52.27,16.98,32.35,0.19,1.42,0.15,0.05,0.34,42.86,0.83,4.54,68.82,3.71,64.47,0.34,42.86,2.3,0.73,7.43,78.29,0,,0,,0,0.0,0.0,0.0,,,0.93,,,0.0,0.0,0.0,0.0,0,0.0
L. Sané,84,Bayern München,Bayern München,"LAMF, AMF, RAMF",26,60000000,2025-06-30,32,2068,7,8.1,7,5.21,20.54,40.68,Germany,"Germany, France",left,183,80,no,5.09,5.09,54.7,0.57,15.38,0.0,0.0,0.0,2.31,3.91,1.04,3,0.13,0,0.0,5.4,0.3,7,0.3,0.35,0,0.0,85,3.7,37.65,8.235,0.3,1.52,45.71,0.96,50.0,0.57,38.46,0.26,6.4,46.94,12.23,37.37,4.22,3.22,1.74,34.29,1.7,1.04,41.47,84.58,8.18,74.47,12.14,94.62,11.36,85.82,39.21,86.13,0.78,83.33,15.0,21.37,0.23,1.74,0.04,0.17,1.13,26.92,0.96,3.87,80.9,3.18,57.53,0.91,14.29,2.0,0.65,3.74,87.21,0,,0,,0,0.0,0.0,0.0,,,0.44,,,0.65,0.35,25.0,0.7,0,0.0
L. Hernández,84,Bayern München,Bayern München,"LCB, LB",26,50000000,2024-06-30,25,2129,0,0.23,2,0.32,16.49,64.87,France,"France, Spain",left,184,79,no,9.93,7.14,69.23,2.79,57.58,0.38,0.63,0.47,4.61,7.66,0.93,7,0.3,0,0.0,1.27,0.0,0,0.0,0.01,0,0.0,2,0.08,0.0,0.0,0.08,0.38,55.56,0.38,55.56,0.0,0.0,0.04,1.44,61.76,3.64,63.95,0.17,2.45,0.76,59.86,1.1,1.56,78.04,91.39,32.21,86.09,5.96,95.74,32.13,95.53,71.36,94.79,6.3,55.03,19.2,36.49,0.01,0.21,0.04,0.17,0.25,66.67,0.17,10.99,76.54,1.06,52.0,0.55,46.15,0.42,0.21,13.4,81.39,0,,0,,0,0.0,0.0,0.0,,,3.0,,,0.0,0.0,0.0,0.0,0,0.0
K. Casteels,84,Wolfsburg,Wolfsburg,GK,30,11000000,2024-06-30,28,2682,0,0.0,0,0.0,0.64,84.21,Belgium,Belgium,left,197,86,no,0.97,0.03,0.0,0.4,100.0,0.0,0.0,0.0,0.97,1.28,0.0,1,0.03,0,0.0,0.07,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,66.67,0.17,60.0,0.0,0.0,0.0,18.99,0.27,0.07,25.81,91.03,11.85,83.57,0.03,100.0,13.05,98.2,17.11,98.63,8.56,76.86,31.2,46.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.21,61.11,0.03,0.0,0.07,50.0,0.0,0.0,7.08,78.67,40,1.34,119,3.99,10,66.39,40.14,1.35,0.14,0.005,0.0,1.71,0.4,,,,0.0,0,0.0
M. Hummels,84,Borussia Dortmund,Borussia Dortmund,"LCB, RCB, CB",33,6500000,2023-06-30,23,1884,1,1.54,2,0.76,17.48,66.39,Germany,Germany,right,191,94,no,9.89,6.5,71.32,5.83,63.11,0.48,0.7,0.38,4.78,6.98,0.76,4,0.19,0,0.0,0.81,0.05,1,0.05,0.07,0,0.0,9,0.43,33.33,11.111,0.1,0.1,0.0,0.05,0.0,0.05,0.0,0.0,0.86,72.22,1.62,61.76,0.81,1.24,0.14,48.11,0.86,0.57,68.07,89.96,22.17,78.02,3.3,94.2,37.5,97.07,61.67,93.34,6.31,58.33,21.92,36.72,0.04,0.1,0.05,0.0,0.24,20.0,0.14,5.64,61.02,0.86,11.11,1.39,24.14,0.1,0.0,7.69,70.81,0,,0,,0,0.0,0.0,0.0,,,1.86,,,0.0,0.0,0.0,0.0,0,0.0
G. Kobel,83,Borussia Dortmund,Borussia Dortmund,GK,24,22000000,2026-06-30,29,2745,0,0.0,0,0.0,0.72,81.82,Switzerland,Switzerland,right,195,88,no,1.77,0.1,33.33,0.3,100.0,0.03,0.05,0.0,1.7,2.57,0.03,0,0.0,0,0.0,0.03,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,100.0,0.23,100.0,0.0,0.0,0.0,18.0,0.33,0.2,24.49,90.36,10.62,79.94,0.07,100.0,12.46,98.42,19.05,99.31,5.44,59.04,26.97,47.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,50.0,0.0,0.0,0.03,100.0,0.0,0.0,4.3,66.41,39,1.28,116,3.8,7,66.38,37.27,1.22,-1.73,-0.057,0.0,1.08,0.3,,,,0.0,0,0.0
K. Laimer,83,RB Leipzig,RB Leipzig,RCMF,25,28000000,2023-06-30,26,1309,4,2.69,2,0.97,24.68,45.96,Austria,Austria,right,180,72,no,10.38,11.69,57.65,1.51,45.45,0.07,0.09,0.21,3.58,4.63,2.54,2,0.14,0,0.0,3.16,0.28,4,0.28,0.19,0,0.0,14,0.96,57.14,28.571,0.14,1.24,38.89,0.07,0.0,1.1,43.75,0.07,3.51,52.94,7.77,37.17,1.93,1.51,0.89,32.93,0.48,0.55,45.65,80.72,13.48,58.67,9.63,97.14,14.37,89.95,40.7,84.63,3.78,50.91,16.34,28.75,0.07,0.83,0.07,0.14,0.96,28.57,0.48,5.5,57.5,2.34,52.94,1.93,32.14,0.96,0.48,6.6,68.75,0,,0,,0,0.0,0.0,0.0,,,1.1,,,0.0,0.0,0.0,0.0,0,0.0
O. Baumann,83,Hoffenheim,Hoffenheim,GK,32,4500000,2024-06-30,33,3181,0,0.0,0,0.0,0.71,72.0,Germany,Germany,right,187,82,no,1.75,0.17,16.67,0.34,91.67,0.03,0.04,0.0,1.7,2.29,0.0,1,0.03,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,75.0,0.0,0.0,0.0,24.08,0.23,0.08,32.88,89.41,16.83,81.51,0.03,0.0,13.98,97.98,23.29,99.03,9.59,66.08,28.35,48.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.09,48.65,0.08,0.0,0.17,16.67,0.0,0.0,6.99,76.11,57,1.61,161,4.56,8,64.6,53.51,1.51,-3.49,-0.099,0.0,1.24,0.34,,,,0.0,0,0.0
L. Hrádecký,83,Bayer Leverkusen,Bayer Leverkusen,GK,32,5000000,2026-06-30,32,3055,0,0.0,0,0.0,0.47,93.75,Slovakia,"Slovakia, Finland",right,192,83,no,1.65,0.03,100.0,0.38,92.31,0.0,0.0,0.0,1.62,2.21,0.0,1,0.03,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,100.0,0.0,0.0,0.0,18.44,0.27,0.06,27.57,90.06,14.55,83.0,0.0,0.0,12.14,98.3,19.0,98.91,8.51,70.93,29.62,45.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.24,52.38,0.15,0.0,0.18,50.0,0.0,0.0,6.51,75.57,44,1.3,156,4.6,8,71.79,48.37,1.42,4.37,0.129,0.0,1.21,0.38,,,,0.0,0,0.0
F. Wirtz,82,Bayer Leverkusen,Bayer Leverkusen,"AMF, CF",19,70000000,2027-06-30,24,1938,7,5.32,9,5.48,21.69,43.68,Germany,Germany,right,176,70,no,4.97,5.06,59.63,1.21,23.08,0.05,0.06,0.05,1.9,2.62,0.65,2,0.09,0,0.0,4.37,0.33,7,0.33,0.25,0,0.0,36,1.67,36.11,19.444,0.42,1.25,37.04,0.56,33.33,0.7,40.0,0.14,4.41,53.68,11.42,41.46,3.02,2.69,2.23,25.59,1.72,1.11,37.57,78.99,10.96,66.95,7.2,91.61,11.15,80.83,34.32,81.46,2.09,62.22,16.49,27.37,0.25,1.81,0.19,0.09,2.18,42.55,1.16,4.78,67.96,4.09,56.82,2.09,35.56,2.69,0.46,5.94,77.34,0,,0,,0,0.0,0.0,0.0,,,0.05,,,0.6,0.05,0.0,1.67,0,0.0
N. Schlotterbeck,82,Borussia Dortmund,Freiburg,LCB,22,33000000,2027-06-30,32,2967,4,4.0,1,1.11,20.66,62.85,Germany,Germany,left,191,86,no,12.38,6.73,67.57,5.4,69.66,0.76,0.98,0.94,7.07,9.1,0.94,5,0.15,0,0.0,1.82,0.12,4,0.12,0.12,2,0.06,31,0.94,51.61,12.903,0.03,0.3,20.0,0.27,22.22,0.03,0.0,0.09,1.73,63.16,3.88,56.25,1.4,1.49,0.73,32.12,0.76,1.0,49.69,85.84,22.08,76.92,4.1,93.33,18.87,94.53,41.04,91.87,8.34,58.55,22.63,42.34,0.03,0.24,0.03,0.06,0.39,46.15,0.18,8.22,66.79,1.27,59.52,1.0,48.48,0.85,0.06,10.68,78.41,0,,0,,0,0.0,0.0,0.0,,,2.37,,,0.0,0.0,0.0,0.0,0,0.0
A. Kramarić,82,Hoffenheim,Hoffenheim,"CF, LCMF, AMF",31,12000000,2025-06-30,32,2892,6,12.44,9,5.16,12.39,41.46,Croatia,Croatia,right,177,73,no,2.3,1.52,59.18,1.28,48.78,0.28,0.38,0.03,1.12,1.52,0.25,2,0.06,0,0.0,4.33,0.19,6,0.19,0.39,1,0.03,87,2.71,39.08,6.897,0.28,1.84,44.07,1.18,44.74,0.65,42.86,0.44,3.7,50.42,7.62,41.22,4.14,1.84,0.81,23.71,2.12,0.9,30.81,80.0,8.03,71.32,7.84,90.48,8.59,78.99,27.54,83.28,1.46,63.83,15.44,29.9,0.16,0.93,0.09,0.06,1.06,55.88,0.78,3.05,68.37,2.86,58.7,0.96,38.71,1.46,0.68,3.77,75.21,0,,0,,0,0.0,0.0,0.0,,,0.12,,,0.31,0.19,16.67,0.37,0,0.0
J. Tah,82,Bayer Leverkusen,Bayer Leverkusen,"RCB, LCB, CB",26,25000000,2025-06-30,33,3054,2,2.23,1,0.06,14.5,61.79,Germany,"Germany, Côte d'Ivoire",right,195,98,no,8.63,4.83,73.78,4.36,68.24,0.09,0.12,0.56,4.98,6.7,0.56,4,0.12,0,0.0,0.53,0.06,2,0.06,0.07,1,0.03,15,0.44,26.67,13.333,0.03,0.06,50.0,0.03,100.0,0.03,0.0,0.0,0.8,48.15,2.24,38.16,0.53,0.62,0.21,37.6,0.24,0.29,53.55,91.3,18.74,83.65,3.09,96.19,26.14,97.07,49.39,94.33,4.1,55.4,20.31,32.85,0.0,0.06,0.0,0.0,0.09,0.0,0.06,4.8,74.23,0.27,44.44,0.62,42.86,0.18,0.03,7.63,71.43,0,,0,,0,0.0,0.0,0.0,,,2.39,,,0.0,0.0,0.0,0.0,0,0.0
J. Brandt,82,Borussia Dortmund,Borussia Dortmund,"RAMF, AMF, RCMF",26,25000000,2024-06-30,31,2201,9,5.34,7,5.34,17.75,41.24,Germany,Germany,right,185,83,no,6.95,5.77,59.57,1.55,39.47,0.04,0.06,0.08,3.48,5.28,0.45,3,0.12,0,0.0,3.52,0.37,9,0.37,0.22,0,0.0,33,1.35,45.45,27.273,0.29,1.96,35.42,0.82,35.0,1.14,35.71,0.29,2.82,49.28,7.56,31.89,1.88,1.92,1.02,37.91,1.27,0.65,49.27,82.57,11.0,69.14,12.64,93.85,14.88,81.87,45.8,85.63,1.59,51.28,15.98,29.08,0.22,1.51,0.25,0.04,1.55,52.63,0.49,4.7,71.3,3.23,55.7,1.59,41.03,1.35,0.7,6.58,76.4,0,,0,,0,0.0,0.0,0.0,,,0.37,,,0.49,0.0,0.0,3.56,0,0.0
E. Can,82,Borussia Dortmund,Borussia Dortmund,"RCB, RDMF",28,16000000,2024-06-30,24,1813,5,3.32,1,0.19,19.96,59.2,Germany,"Germany, Turkey",right,186,86,no,11.81,7.69,69.68,2.78,60.71,0.84,1.27,0.4,5.61,8.43,1.64,5,0.25,0,0.0,1.99,0.25,1,0.05,0.16,0,0.0,10,0.5,60.0,50.0,0.05,0.4,25.0,0.1,0.0,0.3,33.33,0.1,1.99,67.5,5.81,47.01,0.55,1.94,0.65,48.55,0.5,0.99,66.42,87.07,24.18,73.72,7.45,96.67,27.5,95.13,59.52,92.33,6.55,42.42,19.98,35.71,0.01,0.15,0.0,0.05,0.45,55.56,0.1,9.83,66.16,1.49,26.67,1.99,17.5,0.65,0.05,9.98,80.6,0,,0,,0,0.0,0.0,0.0,,,1.99,,,0.0,0.0,0.0,0.0,4,100.0
