Player,Rating,Team,Team within selected timeframe,Position,Age,Market value,Contract expires,Matches played,Minutes played,Goals,xG,Assists,xA,Duels per 90,"Duels won, %",Birth country,Passport country,Foot,Height,Weight,On loan,Successful defensive actions per 90,Defensive duels per 90,"Defensive duels won, %",Aerial duels per 90,"Aerial duels won, %",Sliding tackles per 90,PAdj Sliding tackles,Shots blocked per 90,Interceptions per 90,PAdj Interceptions,Fouls per 90,Yellow cards,Yellow cards per 90,Red cards,Red cards per 90,Successful attacking actions per 90,Goals per 90,Non-penalty goals,Non-penalty goals per 90,xG per 90,Head goals,Head goals per 90,Shots,Shots per 90,"Shots on target, %","Goal conversion, %",Assists per 90,Crosses per 90,"Accurate crosses, %",Crosses from left flank per 90,"Accurate crosses from left flank, %",Crosses from right flank per 90,"Accurate crosses from right flank, %",Crosses to goalie box per 90,Dribbles per 90,"Successful dribbles, %",Offensive duels per 90,"Offensive duels won, %",Touches in box per 90,Progressive runs per 90,Accelerations per 90,Received passes per 90,Received long passes per 90,Fouls suffered per 90,Passes per 90,"Accurate passes, %",Forward passes per 90,"Accurate forward passes, %",Back passes per 90,"Accurate back passes, %",Lateral passes per 90,"Accurate lateral passes, %",Short / medium passes per 90,"Accurate short / medium passes, %",Long passes per 90,"Accurate long passes, %","Average pass length, m","Average long pass length, m",xA per 90,Shot assists per 90,Second assists per 90,Third assists per 90,Smart passes per 90,"Accurate smart passes, %",Key passes per 90,Passes to final third per 90,"Accurate passes to final third, %",Passes to penalty area per 90,"Accurate passes to penalty area, %",Through passes per 90,"Accurate through passes, %",Deep completions per 90,Deep completed crosses per 90,Progressive passes per 90,"Accurate progressive passes, %",Conceded goals,Conceded goals per 90,Shots against,Shots against per 90,Clean sheets,"Save rate, %",xG against,xG against per 90,Prevented goals,Prevented goals per 90,Back passes received as GK per 90,Exits per 90,Aerial duels per 90.1,Free kicks per 90,Direct free kicks per 90,"Direct free kicks on target, %",Corners per 90,Penalties taken,"Penalty conversion, %"
K. Casteels,85,Wolfsburg,Wolfsburg,GK,30,11000000,2024-06-30,32,3064,0,0.0,0,0.0,0.82,89.29,Belgium,Belgium,left,197,86,no,1.56,0.09,66.67,0.59,95.0,0.0,0.0,0.0,1.5,1.97,0.03,0,0.0,0,0.0,0.03,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,100.0,0.06,100.0,0.0,0.0,0.0,20.71,0.32,0.06,27.73,90.04,13.13,80.76,0.0,0.0,13.57,98.7,18.48,98.89,9.22,72.61,31.83,47.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.29,61.36,0.06,0.0,0.15,20.0,0.0,0.0,7.84,77.9,33,0.97,113,3.32,14,70.8,39.41,1.16,6.41,0.188,0.0,1.7,0.59,,,,0.0,0,0.0
M. Reus,85,Borussia Dortmund,Borussia Dortmund,"AMF, CF",33,11000000,2023-06-30,32,2366,8,11.28,6,7.22,17.42,42.79,Germany,Germany,right,180,71,no,5.48,5.1,53.73,1.86,22.45,0.11,0.16,0.08,2.62,3.72,1.03,1,0.04,0,0.0,3.58,0.3,8,0.3,0.43,0,0.0,57,2.17,43.86,14.035,0.23,1.75,26.09,0.84,18.18,0.84,27.27,0.27,3.27,47.67,7.08,43.01,5.1,1.64,0.84,31.5,1.33,1.29,40.21,83.82,9.36,76.42,9.93,91.57,11.26,86.49,37.05,86.55,1.48,79.49,15.66,23.98,0.27,1.67,0.04,0.19,1.56,39.02,0.76,3.69,80.41,2.59,61.76,1.26,33.33,2.21,0.42,4.45,87.18,0,,0,,0,0.0,0.0,0.0,,,0.08,,,1.07,0.23,50.0,0.65,2,0.0
P. Gulácsi,85,RB Leipzig,RB Leipzig,GK,32,8000000,2025-06-30,33,3138,0,0.0,0,0.0,0.29,80.0,Hungary,Hungary,right,191,86,no,1.03,0.06,50.0,0.2,100.0,0.0,0.0,0.0,1.0,1.48,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.41,0.09,0.03,26.39,94.24,10.5,87.98,0.0,0.0,14.25,98.79,20.28,99.01,6.05,78.67,27.99,44.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.29,62.22,0.09,0.0,0.14,40.0,0.0,0.0,4.42,83.77,30,0.86,81,2.32,15,62.96,28.77,0.83,-1.23,-0.035,0.0,0.83,0.2,,,,0.0,0,0.0
A. Davies,84,Bayern München,Bayern München,LB,21,70000000,2025-06-30,23,1875,1,0.45,1,1.66,22.13,53.36,Liberia,"Liberia, Canada",left,183,75,no,9.79,6.38,69.17,1.63,41.18,0.19,0.31,0.05,5.18,8.24,0.67,2,0.1,1,0.05,4.37,0.05,1,0.05,0.02,0,0.0,4,0.19,75.0,25.0,0.05,2.11,36.36,2.06,34.88,0.0,0.0,0.34,5.76,58.33,10.18,49.06,1.01,3.79,2.93,44.69,2.06,1.73,61.44,89.06,17.86,84.41,12.82,95.88,20.06,88.28,58.27,91.76,1.15,50.0,15.76,28.44,0.08,0.77,0.05,0.1,0.24,40.0,0.34,5.95,83.87,2.3,56.25,0.14,33.33,0.67,0.72,8.26,82.56,0,,0,,0,0.0,0.0,0.0,,,0.96,,,0.0,0.0,0.0,0.0,0,0.0
L. Hernández,84,Bayern München,Bayern München,"LB, LCB",25,50000000,2024-06-30,23,1692,0,0.84,2,1.92,19.57,57.61,France,"France, Spain",left,184,79,no,9.63,6.81,64.06,3.35,65.08,0.48,0.7,0.43,4.79,7.01,0.8,4,0.21,0,0.0,2.5,0.0,0,0.0,0.04,0,0.0,5,0.27,20.0,0.0,0.11,2.66,36.0,2.66,36.0,0.0,0.0,0.16,2.39,55.56,5.53,51.92,1.28,2.29,1.12,45.0,1.6,1.65,61.28,85.42,22.39,77.43,6.44,95.87,24.47,90.87,53.46,91.24,5.32,50.0,18.93,33.71,0.1,0.64,0.05,0.0,0.37,42.86,0.59,8.14,72.55,2.71,47.06,0.53,40.0,0.59,0.9,11.17,79.05,0,,0,,0,0.0,0.0,0.0,,,1.7,,,0.0,0.0,0.0,0.0,0,0.0
N. Süle,84,Borussia Dortmund,Bayern München,"RCB, RB, LCB",26,35000000,2026-06-30,20,1601,1,1.72,0,0.25,13.21,61.28,Germany,Germany,right,195,99,no,9.16,5.9,75.24,2.75,59.18,0.17,0.24,0.62,4.55,6.57,0.56,1,0.06,0,0.0,1.29,0.06,1,0.06,0.1,0,0.0,21,1.18,19.05,4.762,0.0,0.79,50.0,0.06,0.0,0.73,53.85,0.22,1.24,50.0,2.36,38.1,1.12,3.15,1.01,51.49,0.73,0.17,68.98,91.52,25.58,84.4,4.95,97.73,31.71,96.28,62.79,95.08,5.4,56.25,20.19,32.61,0.01,0.28,0.06,0.06,0.22,25.0,0.11,8.77,82.69,1.46,57.69,0.73,30.77,0.51,0.34,10.96,86.67,0,,0,,0,0.0,0.0,0.0,,,2.42,,,0.0,0.0,0.0,0.06,0,0.0
F. Kostić,84,Juventus,Eintracht Frankfurt,LWB,29,24000000,2026-06-30,30,2696,4,3.99,14,14.3,17.89,46.83,Serbia,Serbia,left,184,82,no,7.44,5.51,57.58,1.37,46.34,0.27,0.37,0.13,4.01,5.48,0.67,4,0.13,0,0.0,6.84,0.13,4,0.13,0.13,0,0.0,50,1.67,42.0,8.0,0.47,9.45,35.34,9.18,35.27,0.2,50.0,1.47,4.94,55.41,8.38,45.02,3.3,3.2,2.37,30.51,1.9,0.67,42.36,66.04,10.32,56.31,8.01,89.17,16.16,65.29,30.31,77.31,2.97,43.82,20.8,37.15,0.48,2.8,0.1,0.0,0.7,9.52,1.44,4.44,56.39,6.94,42.79,1.03,12.9,0.67,3.27,10.08,77.15,0,,0,,0,0.0,0.0,0.0,,,0.6,,,1.47,0.17,40.0,2.2,0,0.0
K. Trapp,84,Eintracht Frankfurt,Eintracht Frankfurt,GK,31,7000000,2024-06-30,33,3165,0,0.0,0,0.0,0.54,84.21,Germany,Germany,right,189,88,no,1.99,0.11,75.0,0.34,91.67,0.03,0.04,0.0,1.88,2.55,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,100.0,0.0,0.0,0.0,20.02,0.37,0.06,27.75,86.89,17.8,81.31,0.0,0.0,8.9,97.44,15.36,98.52,12.37,72.64,33.3,47.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.28,55.56,0.06,0.0,0.0,0.0,0.0,0.0,10.44,77.93,52,1.48,157,4.46,4,66.88,49.03,1.39,-2.97,-0.084,0.0,1.62,0.34,,,,0.0,0,0.0
M. Hummels,84,Borussia Dortmund,Borussia Dortmund,"LCB, CB",33,6500000,2023-06-30,33,2966,5,5.01,0,0.56,16.36,65.49,Germany,Germany,right,191,94,no,10.32,6.1,68.66,5.55,69.4,0.61,0.87,0.67,5.52,7.96,0.85,6,0.18,0,0.0,0.91,0.15,5,0.15,0.15,3,0.09,26,0.79,61.54,19.231,0.0,0.06,0.0,0.06,0.0,0.0,0.0,0.06,0.52,70.59,1.52,48.0,1.18,0.97,0.33,55.98,0.42,0.39,75.74,90.06,23.27,77.44,3.06,97.03,44.97,96.42,66.94,94.38,8.74,57.64,23.64,40.06,0.02,0.12,0.06,0.06,0.12,50.0,0.12,9.19,67.33,1.12,29.73,1.43,27.66,0.36,0.0,11.14,73.84,0,,0,,0,0.0,0.0,0.0,,,2.22,,,0.0,0.0,0.0,0.0,0,0.0
M. Diaby,83,Bayer Leverkusen,Bayer Leverkusen,"LWF, LW, RW",22,60000000,2025-06-30,32,2511,4,4.51,10,6.73,18.28,35.88,France,"France, Mali",left,170,68,no,2.9,3.19,47.19,0.9,16.0,0.0,0.0,0.0,1.4,1.95,0.86,5,0.18,0,0.0,5.88,0.14,4,0.14,0.16,0,0.0,50,1.79,46.0,8.0,0.36,5.27,29.25,2.8,24.36,2.4,34.33,0.5,6.59,48.37,11.54,35.09,3.26,4.01,2.37,25.66,2.54,0.65,33.05,78.52,4.44,72.58,10.9,96.71,11.51,70.72,26.52,88.92,1.61,62.22,19.78,30.6,0.24,1.51,0.0,0.0,0.61,52.94,1.18,1.83,62.75,4.01,50.89,0.79,45.45,1.43,1.47,3.98,78.38,0,,0,,0,0.0,0.0,0.0,,,0.39,,,0.0,0.0,0.0,0.04,0,0.0
P. Schick,83,Bayer Leverkusen,Bayer Leverkusen,CF,26,50000000,2027-06-30,29,1969,9,9.41,2,1.89,23.72,34.49,Czech Republic,Czech Republic,left,191,85,no,2.74,2.15,51.06,8.32,41.76,0.37,0.52,0.23,1.28,1.83,1.28,4,0.18,0,0.0,1.92,0.41,9,0.41,0.43,1,0.05,49,2.24,44.9,18.367,0.09,0.09,100.0,0.05,100.0,0.0,0.0,0.05,1.87,39.02,7.72,29.59,4.02,0.78,0.37,12.57,2.74,1.01,16.5,76.45,2.97,50.77,4.43,82.47,4.62,84.16,16.04,77.49,0.37,25.0,12.94,9.88,0.09,0.91,0.05,0.0,0.46,20.0,0.37,0.87,42.11,0.27,66.67,0.37,12.5,0.91,0.09,0.82,38.89,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.05,0.05,0.0,0.0,0,0.0
M. Ginter,83,Freiburg,Borussia M'gladbach,RCB,28,18000000,2027-06-30,34,3261,2,2.03,1,1.53,11.29,67.97,Germany,Germany,right,191,86,no,7.64,2.98,72.22,4.55,62.42,0.3,0.38,0.66,5.19,6.45,0.25,2,0.06,0,0.0,0.91,0.06,2,0.06,0.06,2,0.06,21,0.58,38.1,9.524,0.03,0.72,38.46,0.06,0.0,0.63,43.48,0.08,0.44,81.25,1.05,78.95,0.97,0.88,0.03,45.21,0.72,0.97,62.76,88.65,25.61,80.28,4.5,97.55,26.74,94.22,52.16,94.5,9.88,61.45,20.95,36.81,0.04,0.22,0.06,0.0,0.11,50.0,0.19,8.28,70.0,1.49,40.74,1.05,36.84,0.55,0.25,12.45,78.94,0,,0,,0,0.0,0.0,0.0,,,3.17,,,0.0,0.0,0.0,0.0,0,0.0
O. Baumann,83,Hoffenheim,Hoffenheim,GK,32,4500000,2024-06-30,31,2964,0,0.0,0,0.0,0.61,90.0,Germany,Germany,right,187,82,no,1.97,0.06,50.0,0.33,90.91,0.0,0.0,0.0,1.94,2.37,0.0,1,0.03,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,100.0,0.0,0.0,0.0,21.89,0.15,0.15,30.21,89.25,16.15,81.2,0.0,0.0,12.33,98.77,20.92,98.4,9.29,68.63,30.03,49.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25,59.46,0.15,0.0,0.03,0.0,0.0,0.0,6.8,79.02,51,1.55,150,4.55,6,66.0,47.84,1.45,-3.16,-0.096,0.0,1.12,0.33,,,,0.0,0,0.0
L. Hrádecký,83,Bayer Leverkusen,Bayer Leverkusen,GK,32,5000000,2026-06-30,29,2711,0,0.0,0,0.0,0.8,75.0,Slovakia,"Slovakia, Finland",right,192,83,no,2.03,0.13,50.0,0.46,78.57,0.0,0.0,0.0,1.96,2.65,0.03,1,0.03,0,0.0,0.03,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,100.0,0.03,100.0,0.0,0.0,0.0,28.22,0.56,0.1,37.55,88.51,22.48,83.01,0.03,0.0,14.08,97.88,25.1,97.49,12.42,70.59,30.82,46.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.12,48.44,0.03,0.0,0.07,50.0,0.0,0.0,10.76,73.77,29,0.96,88,2.92,8,67.05,30.02,1.0,1.02,0.034,0.0,1.79,0.46,,,,0.0,0,0.0
F. Wirtz,82,Bayer Leverkusen,Bayer Leverkusen,"RCMF, AMF",19,70000000,2027-06-30,29,2344,5,3.54,4,4.0,19.47,40.04,Germany,Germany,right,176,70,no,4.8,5.49,51.75,1.8,17.02,0.0,0.0,0.08,1.96,2.81,0.96,1,0.04,0,0.0,3.19,0.19,5,0.19,0.14,1,0.04,30,1.15,50.0,16.667,0.15,0.73,47.37,0.31,50.0,0.42,45.45,0.08,3.61,44.68,8.72,35.68,2.3,2.19,1.5,26.26,1.61,0.58,38.43,79.12,10.83,64.54,8.18,94.84,11.75,79.74,35.86,81.16,1.96,52.94,16.48,34.31,0.15,1.42,0.08,0.04,2.07,31.48,0.5,5.26,64.96,2.0,57.69,1.96,19.61,1.38,0.31,5.22,75.74,0,,0,,0,0.0,0.0,0.0,,,0.15,,,0.0,0.0,0.0,0.15,0,0.0
J. Bellingham,82,Borussia Dortmund,Borussia Dortmund,"RCMF, RDMF, LDMF",19,80000000,2025-06-30,28,1772,1,3.67,3,2.36,24.58,48.35,England,England,right,186,75,no,8.89,7.36,53.79,2.95,46.55,1.12,1.64,0.25,3.81,5.6,1.98,5,0.25,1,0.05,3.1,0.05,1,0.05,0.19,0,0.0,33,1.68,27.27,3.03,0.15,1.37,29.63,0.46,33.33,0.86,23.53,0.3,3.66,47.22,9.24,46.15,2.54,0.91,0.86,40.99,1.12,2.54,51.55,85.42,13.66,71.75,9.29,93.99,19.6,88.86,47.79,87.78,2.44,70.83,17.39,31.34,0.12,0.56,0.1,0.1,1.68,30.3,0.36,5.89,80.17,3.15,46.77,1.47,24.14,1.52,0.36,6.25,76.42,0,,0,,0,0.0,0.0,0.0,,,0.71,,,0.0,0.0,0.0,0.0,0,0.0
G. Kobel,82,Borussia Dortmund,Stuttgart,GK,24,22000000,2026-06-30,33,3144,0,0.0,0,0.0,0.52,100.0,Switzerland,Switzerland,right,195,88,no,1.77,0.06,100.0,0.26,100.0,0.0,0.0,0.0,1.72,2.12,0.0,0,0.0,0,0.0,0.03,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,100.0,0.11,100.0,0.0,0.0,0.0,16.23,0.2,0.14,24.05,90.6,13.68,85.15,0.06,100.0,8.67,98.68,16.95,98.82,7.07,71.26,28.43,49.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83,62.07,0.06,50.0,0.14,40.0,0.03,0.0,6.15,76.28,54,1.55,166,4.75,5,67.47,59.23,1.7,5.23,0.15,0.0,1.32,0.26,,,,0.0,0,0.0
