Player,Rating,Team,Team within selected timeframe,Position,Age,Market value,Contract expires,Matches played,Minutes played,Goals,xG,Assists,xA,Duels per 90,"Duels won, %",Birth country,Passport country,Foot,Height,Weight,On loan,Successful defensive actions per 90,Defensive duels per 90,"Defensive duels won, %",Aerial duels per 90,"Aerial duels won, %",Sliding tackles per 90,PAdj Sliding tackles,Shots blocked per 90,Interceptions per 90,PAdj Interceptions,Fouls per 90,Yellow cards,Yellow cards per 90,Red cards,Red cards per 90,Successful attacking actions per 90,Goals per 90,Non-penalty goals,Non-penalty goals per 90,xG per 90,Head goals,Head goals per 90,Shots,Shots per 90,"Shots on target, %","Goal conversion, %",Assists per 90,Crosses per 90,"Accurate crosses, %",Crosses from left flank per 90,"Accurate crosses from left flank, %",Crosses from right flank per 90,"Accurate crosses from right flank, %",Crosses to goalie box per 90,Dribbles per 90,"Successful dribbles, %",Offensive duels per 90,"Offensive duels won, %",Touches in box per 90,Progressive runs per 90,Accelerations per 90,Received passes per 90,Received long passes per 90,Fouls suffered per 90,Passes per 90,"Accurate passes, %",Forward passes per 90,"Accurate forward passes, %",Back passes per 90,"Accurate back passes, %",Lateral passes per 90,"Accurate lateral passes, %",Short / medium passes per 90,"Accurate short / medium passes, %",Long passes per 90,"Accurate long passes, %","Average pass length, m","Average long pass length, m",xA per 90,Shot assists per 90,Second assists per 90,Third assists per 90,Smart passes per 90,"Accurate smart passes, %",Key passes per 90,Passes to final third per 90,"Accurate passes to final third, %",Passes to penalty area per 90,"Accurate passes to penalty area, %",Through passes per 90,"Accurate through passes, %",Deep completions per 90,Deep completed crosses per 90,Progressive passes per 90,"Accurate progressive passes, %",Conceded goals,Conceded goals per 90,Shots against,Shots against per 90,Clean sheets,"Save rate, %",xG against,xG against per 90,Prevented goals,Prevented goals per 90,Back passes received as GK per 90,Exits per 90,Aerial duels per 90.1,Free kicks per 90,Direct free kicks per 90,"Direct free kicks on target, %",Corners per 90,Penalties taken,"Penalty conversion, %"
D. Upamecano,82,Bayern München,RB Leipzig,"CB, LCB, RCB",23,40000000,2026-06-30,29,2474,1,1.46,0,0.65,19.21,62.88,France,"France, Guinea-Bissau",right,186,90,no,9.89,7.02,72.02,4.8,64.39,0.07,0.11,0.36,4.77,6.92,1.16,6,0.22,0,0.0,1.27,0.04,1,0.04,0.05,0,0.0,10,0.36,60.0,10.0,0.0,0.25,14.29,0.15,0.0,0.11,33.33,0.11,1.67,58.7,3.35,50.0,0.8,1.09,0.73,54.2,0.15,0.33,76.83,91.29,23.25,82.47,4.07,98.21,42.89,96.35,68.57,93.74,8.0,72.73,22.11,38.96,0.02,0.22,0.0,0.0,0.11,33.33,0.07,9.31,83.2,0.69,31.58,0.47,46.15,0.18,0.04,11.68,75.08,0,,0,,0,0.0,0.0,0.0,,,3.2,,,0.0,0.0,0.0,0.0,0,0.0
M. Akanji,82,Manchester City,Borussia Dortmund,"RCB, LCB",27,30000000,2027-06-30,28,2486,2,2.43,0,0.37,14.44,64.66,Switzerland,"Switzerland, Nigeria",right,187,91,no,9.99,5.76,73.58,2.9,51.25,0.47,0.68,0.4,5.29,7.62,0.76,4,0.14,0,0.0,0.83,0.07,2,0.07,0.09,1,0.04,17,0.62,29.41,11.765,0.0,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.8,72.73,2.06,52.63,1.05,1.92,0.22,56.8,0.76,0.58,74.22,93.02,27.62,88.2,4.34,95.83,34.32,97.26,70.09,95.14,4.02,58.56,20.22,43.68,0.01,0.07,0.07,0.0,0.07,100.0,0.0,9.41,82.31,0.8,40.91,0.65,33.33,0.22,0.0,11.4,80.0,0,,0,,0,0.0,0.0,0.0,,,2.28,,,0.0,0.0,0.0,0.0,0,0.0
A. Kramarić,82,Hoffenheim,Hoffenheim,"CF, AMF, LCMF",31,12000000,2025-06-30,28,2499,20,16.29,2,4.56,12.17,46.45,Croatia,Croatia,right,177,73,no,2.05,1.19,51.52,1.01,21.43,0.18,0.22,0.14,1.26,1.53,0.07,2,0.07,0,0.0,5.44,0.72,15,0.54,0.59,1,0.04,94,3.39,45.74,21.277,0.07,2.92,29.63,1.76,28.57,1.04,34.48,0.5,4.11,61.4,8.28,50.87,4.47,2.48,1.26,26.72,1.94,1.37,34.11,77.82,8.25,60.7,9.15,95.28,10.23,78.17,29.14,84.3,2.16,55.0,18.16,35.75,0.16,1.08,0.04,0.0,1.3,38.89,0.54,3.57,64.65,3.57,40.4,1.51,30.95,1.08,0.79,3.89,73.15,0,,0,,0,0.0,0.0,0.0,,,0.25,,,0.58,0.25,28.57,1.01,5,100.0
J. Brandt,82,Borussia Dortmund,Borussia Dortmund,"AMF, RAMF, LAMF",25,25000000,2024-06-30,30,1575,3,3.48,2,1.42,17.77,38.26,Germany,Germany,right,185,83,no,6.29,5.49,58.33,1.83,31.25,0.06,0.08,0.06,3.03,4.42,0.29,0,0.0,0,0.0,2.86,0.17,3,0.17,0.2,0,0.0,23,1.31,43.48,13.043,0.11,1.6,25.0,0.57,20.0,1.03,27.78,0.11,3.37,44.07,7.77,31.62,3.03,1.71,1.03,39.26,1.71,0.91,50.11,86.43,10.51,80.98,10.69,93.05,17.89,86.26,46.51,88.33,2.06,88.89,16.46,22.93,0.08,1.2,0.11,0.06,0.57,70.0,0.51,4.46,85.9,2.86,62.0,0.29,80.0,2.06,0.34,5.77,84.16,0,,0,,0,0.0,0.0,0.0,,,0.11,,,0.23,0.06,0.0,0.69,0,0.0
E. Can,82,Borussia Dortmund,Borussia Dortmund,"RCB, LDMF",28,16000000,2024-06-30,28,2261,1,1.96,4,3.17,18.31,60.22,Germany,"Germany, Turkey",right,186,86,no,9.63,6.25,66.24,3.03,68.42,0.6,0.82,0.4,4.9,6.76,1.39,5,0.2,0,0.0,3.38,0.04,1,0.04,0.08,1,0.04,16,0.64,37.5,6.25,0.16,0.88,40.91,0.0,0.0,0.88,40.91,0.2,3.1,70.51,6.29,54.43,1.15,2.95,1.11,50.67,1.11,0.84,67.35,90.72,22.53,81.45,6.05,96.71,31.49,96.71,60.86,94.11,5.65,61.97,20.71,38.68,0.13,0.72,0.08,0.12,0.96,62.5,0.48,8.76,77.27,1.79,55.56,1.35,44.12,1.07,0.32,10.31,81.85,0,,0,,0,0.0,0.0,0.0,,,1.95,,,0.0,0.0,0.0,0.0,0,0.0
F. Neuhaus,81,Borussia M'gladbach,Borussia M'gladbach,"LDMF, LCMF",25,20000000,2024-06-30,33,2771,6,4.29,5,1.95,15.82,55.24,Germany,Germany,right,185,74,no,8.48,5.2,60.0,1.04,56.25,0.91,1.12,0.26,4.45,5.47,0.71,9,0.29,0,0.0,3.31,0.19,6,0.19,0.14,0,0.0,48,1.56,35.42,12.5,0.16,0.42,46.15,0.23,42.86,0.16,40.0,0.1,2.99,65.22,6.66,54.63,0.94,2.14,1.2,41.7,0.36,1.2,56.22,86.42,18.94,76.16,6.14,96.83,23.06,92.82,50.18,89.97,5.62,57.8,18.75,37.75,0.06,0.45,0.03,0.03,1.17,52.78,0.42,7.76,70.29,1.82,64.29,1.98,36.07,1.01,0.19,9.35,76.74,0,,0,,0,0.0,0.0,0.0,,,0.65,,,0.23,0.06,50.0,0.26,0,0.0
J. Tah,81,Bayer Leverkusen,Bayer Leverkusen,"RCB, RB",26,25000000,2025-06-30,27,2341,1,0.82,0,0.02,16.45,59.35,Germany,"Germany, Côte d'Ivoire",right,195,98,no,9.38,5.96,60.0,4.61,60.0,0.31,0.43,0.62,5.5,7.74,1.11,3,0.12,0,0.0,0.62,0.04,1,0.04,0.03,1,0.04,7,0.27,28.57,14.286,0.0,0.19,20.0,0.0,0.0,0.19,20.0,0.0,0.77,65.0,2.38,45.16,0.69,0.62,0.19,53.71,0.42,0.35,72.74,91.75,24.37,82.02,5.57,98.62,37.33,97.01,67.47,94.59,5.07,56.82,20.89,34.74,0.0,0.04,0.0,0.04,0.0,0.0,0.0,8.15,77.83,0.46,41.67,0.42,27.27,0.19,0.04,9.96,81.85,0,,0,,0,0.0,0.0,0.0,,,4.19,,,0.0,0.0,0.0,0.0,0,0.0
K. Demirbay,81,Bayer Leverkusen,Bayer Leverkusen,"LDMF, LCMF, RDMF",28,15000000,2024-06-30,29,1843,4,3.85,2,2.86,21.88,46.43,Germany,"Germany, Turkey",left,183,73,no,7.86,8.3,57.06,1.61,33.33,0.59,0.85,0.2,2.54,3.66,2.2,2,0.1,0,0.0,3.42,0.2,4,0.2,0.19,0,0.0,44,2.15,31.82,9.091,0.1,1.27,38.46,0.78,37.5,0.34,42.86,0.24,3.22,56.06,7.86,42.86,1.37,1.22,0.68,41.31,0.44,1.27,52.64,82.56,16.65,70.97,8.84,93.37,18.9,86.82,45.42,87.31,6.01,55.28,19.48,37.99,0.14,1.32,0.0,0.0,1.27,34.62,0.29,10.01,65.85,2.98,50.82,1.86,34.21,0.98,0.49,8.99,82.07,0,,0,,0,0.0,0.0,0.0,,,0.54,,,1.42,0.24,20.0,2.83,0,0.0
E. Forsberg,81,RB Leipzig,RB Leipzig,"CF, AMF, LWF",30,11000000,2025-06-30,29,1607,7,6.63,4,5.02,16.47,42.18,Sweden,Sweden,right,177,76,no,3.98,3.47,61.29,1.62,27.59,0.0,0.0,0.06,1.85,2.84,0.78,0,0.0,0,0.0,3.08,0.39,5,0.28,0.37,1,0.06,34,1.9,47.06,20.588,0.22,0.56,40.0,0.39,42.86,0.17,33.33,0.11,2.41,62.79,7.62,42.65,3.19,1.46,0.73,25.15,0.9,1.4,30.86,81.85,7.95,69.72,7.45,90.23,8.06,90.28,29.35,83.59,0.95,52.94,14.82,14.56,0.28,1.68,0.17,0.0,1.23,36.36,0.62,3.86,69.57,2.3,60.98,1.12,35.0,1.68,0.22,2.58,78.26,0,,0,,0,0.0,0.0,0.0,,,0.11,,,0.56,0.11,50.0,1.68,3,66.667
M. Sabitzer,81,Bayern München,RB Leipzig,"LCMF, LDMF, RDMF",28,15000000,2025-06-30,27,2140,8,7.27,3,2.14,16.74,52.01,Austria,Austria,right,178,76,no,7.99,5.13,62.3,1.43,50.0,0.34,0.48,0.13,4.46,6.36,0.93,8,0.34,0,0.0,3.32,0.34,4,0.17,0.31,0,0.0,59,2.48,44.07,13.559,0.13,1.6,47.37,0.76,33.33,0.84,60.0,0.25,1.81,58.14,6.22,42.57,1.35,1.18,0.8,37.05,0.71,1.43,53.07,80.9,17.29,66.67,8.66,96.6,17.96,84.31,44.75,86.0,6.81,55.56,18.38,33.95,0.09,1.18,0.0,0.08,0.93,45.45,0.67,8.66,64.08,4.16,59.6,1.72,43.9,1.14,0.76,9.59,76.32,0,,0,,0,0.0,0.0,0.0,,,0.34,,,0.25,0.17,25.0,0.0,4,100.0
W. Orban,81,RB Leipzig,RB Leipzig,"RCB, LCB",29,10000000,2025-06-30,29,2507,4,4.12,1,0.75,16.62,66.09,Germany,"Germany, Hungary",right,186,87,no,9.87,5.31,71.62,6.75,63.3,0.47,0.71,0.68,5.6,8.54,0.54,4,0.14,0,0.0,0.72,0.14,4,0.14,0.15,3,0.11,16,0.57,43.75,25.0,0.04,0.43,41.67,0.11,66.67,0.29,25.0,0.11,0.43,58.33,1.36,60.53,0.83,1.94,0.36,51.8,0.5,0.54,71.08,91.31,26.57,84.19,3.98,94.59,33.57,96.47,65.7,93.83,4.95,62.32,20.28,34.44,0.03,0.18,0.0,0.07,0.14,25.0,0.07,9.48,83.33,1.04,51.72,0.39,27.27,0.32,0.18,11.2,80.77,0,,0,,0,0.0,0.0,0.0,,,2.26,,,0.0,0.0,0.0,0.0,0,0.0
T. Hazard,81,Borussia Dortmund,Borussia Dortmund,"LW, RW, LAMF",29,15000000,2024-06-30,16,701,1,0.57,3,2.87,18.36,42.66,Belgium,Belgium,right,175,71,no,6.68,5.78,64.44,2.31,5.56,0.26,0.35,0.0,2.7,3.68,0.77,0,0.0,0,0.0,3.08,0.13,1,0.13,0.07,0,0.0,10,1.28,40.0,10.0,0.39,2.95,30.43,0.51,50.0,2.44,26.32,0.13,2.82,45.45,6.68,36.54,2.44,2.05,1.8,32.74,2.18,0.9,43.65,82.94,9.89,74.03,9.24,98.61,15.53,79.34,37.87,87.8,3.08,66.67,17.14,28.57,0.37,1.67,0.0,0.0,1.28,30.0,1.16,3.21,72.0,3.72,51.72,1.03,25.0,1.67,1.03,4.49,74.29,0,,0,,0,0.0,0.0,0.0,,,0.39,,,0.39,0.13,0.0,1.67,0,0.0
N. Schlotterbeck,80,Borussia Dortmund,Union Berlin,LCB,22,33000000,2027-06-30,16,1355,1,1.63,0,0.51,22.52,61.65,Germany,Germany,left,191,86,no,11.09,8.1,63.11,5.71,59.3,0.73,0.84,0.2,5.25,6.03,1.53,3,0.2,1,0.07,1.73,0.07,1,0.07,0.11,1,0.07,17,1.13,35.29,5.882,0.0,0.53,12.5,0.53,12.5,0.0,0.0,0.0,1.93,65.52,4.58,63.77,1.06,1.79,0.66,35.6,0.2,1.59,52.01,85.44,22.52,78.76,4.18,93.65,20.19,92.43,41.91,92.08,9.56,60.42,22.7,40.88,0.03,0.13,0.0,0.0,0.07,0.0,0.07,7.77,73.5,1.33,35.0,1.53,39.13,0.2,0.07,10.89,79.27,0,,0,,0,0.0,0.0,0.0,,,2.32,,,0.0,0.0,0.0,0.0,0,0.0
E. Tapsoba,80,Bayer Leverkusen,Bayer Leverkusen,LCB,23,35000000,2026-06-30,31,2813,1,1.85,0,0.19,19.23,60.23,Burkina Faso,Burkina Faso,right,194,85,no,12.06,8.19,69.14,3.42,63.55,0.13,0.18,0.74,6.27,8.83,1.41,5,0.16,0,0.0,0.9,0.03,1,0.03,0.06,0,0.0,15,0.48,33.33,6.667,0.0,0.19,33.33,0.1,0.0,0.1,66.67,0.03,0.96,60.0,3.1,54.64,0.67,1.22,0.26,63.64,0.77,0.35,85.1,91.58,28.6,81.32,6.56,96.1,44.12,98.04,78.71,94.15,6.21,60.82,21.67,40.42,0.01,0.06,0.0,0.0,0.29,33.33,0.03,8.99,79.0,0.67,47.62,0.83,42.31,0.19,0.06,12.38,76.49,0,,0,,0,0.0,0.0,0.0,,,5.06,,,0.03,0.03,0.0,0.0,0,0.0
R. Baku,80,Wolfsburg,Wolfsburg,"RB, RAMF",24,20000000,2025-06-30,34,3018,6,4.09,6,4.39,18.91,44.95,Germany,"Germany, Congo DR",right,176,72,no,9.48,6.29,63.03,2.12,16.9,0.27,0.35,0.12,5.25,6.93,0.98,1,0.03,0,0.0,3.73,0.18,6,0.18,0.12,1,0.03,35,1.04,34.29,17.143,0.18,3.7,31.45,0.24,25.0,3.46,31.9,0.42,2.92,60.2,7.4,43.95,2.3,1.91,1.43,28.27,1.91,1.31,39.66,75.34,10.38,64.37,7.31,90.61,15.0,77.93,32.68,82.66,3.4,50.0,18.69,31.46,0.13,1.25,0.18,0.03,0.69,65.22,0.66,4.17,65.0,3.88,52.31,0.72,54.17,1.22,1.13,7.99,72.39,0,,0,,0,0.0,0.0,0.0,,,0.6,,,0.0,0.0,0.0,0.12,0,0.0
X. Schlager,80,RB Leipzig,Wolfsburg,"RDMF, LDMF",24,27000000,2026-06-30,31,2703,2,3.44,3,1.46,21.94,54.02,Austria,Austria,left,174,73,no,11.69,8.36,63.35,2.66,52.5,0.77,1.03,0.2,5.63,7.56,1.5,7,0.23,0,0.0,1.83,0.07,2,0.07,0.11,0,0.0,48,1.6,8.33,4.167,0.1,0.57,17.65,0.3,11.11,0.27,25.0,0.1,1.93,68.97,6.56,48.73,1.0,1.33,1.43,23.34,0.3,1.13,39.46,79.07,13.68,62.77,5.96,93.3,13.62,88.02,34.96,82.95,3.96,52.94,18.65,34.07,0.05,0.47,0.03,0.03,1.56,17.02,0.37,6.73,60.89,2.0,46.67,1.96,22.03,1.03,0.13,5.53,65.66,0,,0,,0,0.0,0.0,0.0,,,0.5,,,0.0,0.0,0.0,0.03,0,0.0
D. Kamada,80,Eintracht Frankfurt,Eintracht Frankfurt,"AMF, CF",25,22000000,2023-06-30,32,2460,5,5.05,11,6.52,20.01,40.4,Japan,Japan,right,180,72,no,6.29,6.8,49.46,1.87,39.22,0.48,0.64,0.07,2.45,3.28,1.5,3,0.11,0,0.0,3.11,0.18,5,0.18,0.18,0,0.0,36,1.32,27.78,13.889,0.4,1.76,22.92,0.59,25.0,1.13,22.58,0.22,3.51,52.08,7.46,37.25,2.93,1.57,1.5,23.74,1.43,1.1,32.38,77.85,8.71,68.07,6.95,92.11,10.13,80.14,29.27,82.75,1.43,41.03,17.69,25.23,0.24,1.68,0.07,0.07,1.46,35.0,0.73,4.28,66.67,2.41,54.55,1.39,28.95,1.39,0.44,3.91,78.5,0,,0,,0,0.0,0.0,0.0,,,0.07,,,0.7,0.07,0.0,2.52,0,0.0
N. Mukiele,80,PSG,RB Leipzig,"RB, RWB, RCB",24,20000000,2027-06-30,28,1765,3,3.38,1,1.84,21.67,55.06,France,"France, Congo DR",right,187,84,no,10.81,7.85,60.39,5.05,57.58,0.76,1.13,0.05,5.3,7.86,2.04,5,0.25,0,0.0,2.45,0.15,3,0.15,0.17,1,0.05,15,0.76,46.67,20.0,0.05,2.65,36.54,0.0,0.0,2.65,36.54,0.15,1.63,65.63,5.35,53.33,2.24,1.68,1.17,35.49,1.99,1.17,47.73,78.74,14.94,70.65,7.55,89.19,17.24,82.25,39.82,84.12,5.41,60.38,18.47,33.77,0.09,0.46,0.05,0.0,0.36,14.29,0.25,5.46,64.49,2.55,42.0,0.87,23.53,0.92,0.87,10.61,76.92,0,,0,,0,0.0,0.0,0.0,,,0.97,,,0.0,0.0,0.0,0.0,0,0.0
L. Klostermann,80,RB Leipzig,RB Leipzig,"RCB, LCB",26,18000000,2024-06-30,23,1518,1,1.11,0,0.78,13.28,58.48,Germany,Germany,right,187,88,no,8.77,5.75,65.98,3.02,54.9,0.06,0.09,0.12,4.92,7.52,0.42,2,0.12,0,0.0,0.77,0.06,1,0.06,0.07,1,0.06,10,0.59,20.0,10.0,0.0,0.42,42.86,0.12,50.0,0.3,40.0,0.06,0.77,61.54,1.9,56.25,1.3,1.13,0.18,48.5,0.59,0.47,64.92,89.68,23.89,81.64,7.77,97.71,25.67,94.23,58.04,93.87,6.58,54.95,18.3,29.04,0.05,0.3,0.06,0.06,0.06,0.0,0.12,9.9,78.44,1.07,55.56,0.95,56.25,0.59,0.12,10.49,81.92,0,,0,,0,0.0,0.0,0.0,,,2.96,,,0.0,0.0,0.0,0.0,0,0.0
C. Tolisso,80,Olympique Lyonnais,Bayern München,"RDMF, LDMF",27,15000000,2027-06-30,16,841,1,1.71,0,0.59,17.55,46.34,France,"France, Togo",right,181,81,no,7.49,6.74,50.79,3.64,44.12,0.43,0.69,0.21,3.64,5.86,1.5,1,0.11,1,0.11,1.71,0.11,1,0.11,0.18,1,0.11,12,1.28,58.33,8.333,0.0,0.75,57.14,0.54,60.0,0.21,50.0,0.11,1.07,40.0,3.1,44.83,2.25,0.86,0.54,43.13,0.64,1.61,56.08,88.93,16.05,82.67,9.74,93.41,22.79,92.49,50.4,90.45,5.03,78.72,18.35,29.2,0.06,0.54,0.0,0.0,0.43,25.0,0.11,10.38,84.54,1.5,57.14,0.96,22.22,1.07,0.32,7.6,88.73,0,,0,,0,0.0,0.0,0.0,,,0.64,,,0.0,0.0,0.0,0.64,0,0.0
M. Dahoud,80,Borussia Dortmund,Borussia Dortmund,"DMF, RDMF, RCMF",25,18000000,2023-06-30,21,1330,1,0.78,1,0.94,22.2,50.91,Syria,"Syria, Germany",right,178,68,no,10.22,9.41,56.12,1.76,34.62,0.2,0.28,0.41,4.74,6.56,1.83,3,0.2,0,0.0,2.84,0.07,1,0.07,0.05,0,0.0,17,1.15,29.41,5.882,0.07,0.61,33.33,0.27,25.0,0.34,40.0,0.0,2.77,63.41,6.83,47.52,0.61,1.08,0.88,43.71,0.14,1.35,60.43,88.35,14.41,70.89,8.93,97.73,28.35,94.75,56.17,90.84,3.72,60.0,19.55,33.53,0.06,0.68,0.14,0.07,1.62,33.33,0.27,7.78,79.13,2.84,35.71,1.89,35.71,1.35,0.07,7.17,81.13,0,,0,,0,0.0,0.0,0.0,,,0.88,,,0.07,0.07,100.0,0.0,0,0.0
V. Grifo,80,Freiburg,Freiburg,"LW, LWF, AMF",29,12000000,2024-06-30,31,2407,9,8.17,9,6.63,14.99,38.4,Germany,"Germany, Italy",right,180,76,no,5.05,3.7,50.51,0.86,34.78,0.11,0.13,0.0,3.07,3.52,0.45,2,0.07,0,0.0,4.75,0.34,5,0.19,0.31,1,0.04,58,2.17,48.28,15.517,0.34,2.06,34.55,1.16,25.81,0.9,45.83,0.37,4.49,46.67,8.71,32.62,2.21,2.36,1.46,28.3,1.65,0.67,38.51,78.64,10.43,63.44,8.97,94.58,12.23,80.43,32.87,84.19,3.74,54.0,18.91,39.5,0.25,2.06,0.15,0.0,1.98,45.28,0.52,4.41,60.17,3.7,51.52,1.42,36.84,1.61,0.6,6.66,74.72,0,,0,,0,0.0,0.0,0.0,,,0.3,,,1.65,0.3,12.5,2.36,4,100.0
J. Hofmann,80,Borussia M'gladbach,Borussia M'gladbach,"RAMF, LW, LAMF",30,13000000,2025-06-30,24,1918,6,4.21,9,7.35,15.63,37.54,Germany,Germany,right,176,73,no,7.74,6.9,45.58,1.17,32.0,0.14,0.17,0.09,4.46,5.45,0.84,1,0.05,0,0.0,2.3,0.28,3,0.14,0.2,0,0.0,25,1.17,44.0,24.0,0.42,1.78,31.58,0.56,50.0,1.22,23.08,0.23,1.97,42.86,4.97,32.08,2.86,1.55,1.31,29.98,1.78,0.75,39.65,83.31,9.57,70.1,9.48,92.08,13.09,87.81,34.58,87.79,3.28,64.29,19.13,40.33,0.35,2.86,0.05,0.05,0.8,47.06,0.56,4.74,67.33,2.11,64.44,0.75,56.25,1.45,0.52,5.77,75.61,0,,0,,0,0.0,0.0,0.0,,,1.03,,,1.74,0.0,0.0,4.79,3,100.0
C. Günter,80,Freiburg,Freiburg,"LWB, LB",29,12000000,,34,3237,3,1.16,3,6.52,12.51,49.33,Germany,Germany,left,184,83,no,6.39,6.09,58.45,1.11,40.0,0.14,0.16,0.22,2.7,3.11,0.89,2,0.06,0,0.0,3.03,0.08,3,0.08,0.03,0,0.0,26,0.72,26.92,11.538,0.08,4.39,45.57,4.2,45.7,0.17,50.0,0.28,1.36,55.1,2.61,46.81,1.47,1.53,0.92,27.55,2.47,0.47,33.86,75.53,12.01,67.82,6.31,95.59,10.57,75.79,25.25,82.93,4.48,62.11,20.71,35.23,0.18,1.67,0.06,0.0,0.19,42.86,0.7,4.67,70.24,3.53,55.12,0.25,22.22,0.81,1.97,8.98,71.52,0,,0,,0,0.0,0.0,0.0,,,0.75,,,1.06,0.03,0.0,1.58,0,0.0
M. Arnold,80,Wolfsburg,Wolfsburg,LDMF,28,17000000,2026-06-30,30,2738,2,2.73,6,5.06,16.93,55.34,Germany,Germany,left,184,74,no,9.53,6.71,60.29,2.5,48.68,0.03,0.04,0.13,5.46,7.29,1.31,6,0.2,1,0.03,1.94,0.07,3,0.1,0.09,0,0.0,55,1.81,29.09,5.455,0.2,0.85,42.31,0.59,50.0,0.26,25.0,0.2,0.89,70.37,5.0,54.61,0.23,0.82,0.79,29.49,0.23,2.01,45.2,86.25,13.87,73.93,7.72,95.32,19.07,92.07,39.51,90.02,4.93,63.33,21.45,38.59,0.17,1.51,0.1,0.0,0.79,54.17,0.13,7.3,74.32,1.81,47.27,1.05,31.25,0.76,0.33,7.53,80.79,0,,0,,0,0.0,0.0,0.0,,,2.1,,,2.07,0.39,33.33,3.58,0,0.0
C. Aránguiz,80,Bayer Leverkusen,Bayer Leverkusen,"DMF, RDMF, RCMF",33,3500000,2023-06-30,21,1753,0,0.57,0,0.34,17.4,49.56,Chile,Chile,right,171,68,no,10.32,8.21,55.0,1.75,32.35,0.72,0.98,0.15,5.08,6.91,1.59,4,0.21,0,0.0,0.87,0.0,0,0.0,0.03,0,0.0,3,0.15,66.67,0.0,0.0,0.21,25.0,0.0,0.0,0.15,33.33,0.0,0.92,61.11,4.11,51.25,0.82,0.36,0.05,41.38,0.31,1.33,57.35,88.27,18.84,79.56,9.19,94.41,21.1,93.67,52.47,91.49,4.72,54.35,17.97,33.37,0.02,0.51,0.05,0.0,0.46,33.33,0.0,9.81,77.49,1.33,61.54,1.08,47.62,0.77,0.05,10.06,80.61,0,,0,,0,0.0,0.0,0.0,,,1.33,,,0.05,0.0,0.0,0.0,0,0.0
K. Kampl,80,RB Leipzig,RB Leipzig,"DMF, LDMF, LCMF",31,6000000,2024-06-30,27,2009,0,1.06,1,0.93,18.19,50.99,Germany,"Germany, Slovenia",right,178,66,no,10.17,7.71,63.37,1.79,45.0,0.9,1.37,0.09,4.39,6.73,1.97,6,0.27,0,0.0,1.16,0.0,0,0.0,0.05,0,0.0,14,0.63,7.14,0.0,0.04,0.27,66.67,0.13,66.67,0.13,66.67,0.04,1.03,43.48,4.66,32.69,0.36,1.12,1.16,43.68,0.18,0.99,60.25,92.49,14.78,83.03,10.8,96.68,25.0,96.24,56.18,94.66,3.81,62.35,17.49,30.68,0.04,0.58,0.13,0.0,0.72,68.75,0.27,8.65,85.49,2.02,62.22,1.25,53.57,1.21,0.18,6.76,84.77,0,,0,,0,0.0,0.0,0.0,,,1.43,,,0.0,0.0,0.0,0.09,0,0.0
L. Stindl,80,Borussia M'gladbach,Borussia M'gladbach,"AMF, CF",33,2500000,2023-06-30,30,2085,14,12.15,7,2.57,18.43,37.7,Germany,Germany,right,181,80,no,5.4,5.48,47.24,3.06,29.58,0.52,0.67,0.13,2.29,2.94,1.77,6,0.26,0,0.0,2.46,0.6,8,0.35,0.52,1,0.04,53,2.29,50.94,26.415,0.3,0.86,25.0,0.09,50.0,0.78,22.22,0.09,1.12,50.0,5.57,32.56,2.03,0.73,0.35,31.86,1.99,1.29,42.09,85.23,8.68,71.14,11.01,94.9,13.51,85.62,39.06,87.29,2.16,72.0,16.71,30.31,0.11,1.25,0.09,0.0,1.17,44.44,0.47,4.06,78.72,2.24,55.77,1.42,48.48,1.29,0.17,5.14,73.11,0,,0,,0,0.0,0.0,0.0,,,0.35,,,0.6,0.3,28.57,0.95,7,85.714
M. Kruse,80,Wolfsburg,Union Berlin,"CF, AMF",34,3500000,2022-06-30,22,1725,11,6.99,4,3.78,11.53,36.2,Germany,Germany,left,180,76,no,2.19,2.5,52.08,2.24,27.91,0.05,0.06,0.0,0.83,0.97,0.26,0,0.0,0,0.0,3.39,0.57,6,0.31,0.36,3,0.16,28,1.46,60.71,39.286,0.21,1.67,50.0,1.25,41.67,0.37,71.43,0.26,1.3,64.0,3.91,40.0,1.57,1.93,1.46,26.77,2.09,0.63,35.11,79.64,7.25,60.43,9.91,91.58,12.31,84.32,31.25,81.8,2.3,70.45,19.03,32.92,0.2,1.46,0.0,0.05,1.77,47.06,0.52,3.76,70.83,2.71,61.54,1.46,42.86,1.2,0.78,5.43,79.81,0,,0,,0,0.0,0.0,0.0,,,0.31,,,1.2,0.05,0.0,1.3,6,83.333
