Player,Rating,Team,Team within selected timeframe,Position,Age,Market value,Contract expires,Matches played,Minutes played,Goals,xG,Assists,xA,Duels per 90,"Duels won, %",Birth country,Passport country,Foot,Height,Weight,On loan,Successful defensive actions per 90,Defensive duels per 90,"Defensive duels won, %",Aerial duels per 90,"Aerial duels won, %",Sliding tackles per 90,PAdj Sliding tackles,Shots blocked per 90,Interceptions per 90,PAdj Interceptions,Fouls per 90,Yellow cards,Yellow cards per 90,Red cards,Red cards per 90,Successful attacking actions per 90,Goals per 90,Non-penalty goals,Non-penalty goals per 90,xG per 90,Head goals,Head goals per 90,Shots,Shots per 90,"Shots on target, %","Goal conversion, %",Assists per 90,Crosses per 90,"Accurate crosses, %",Crosses from left flank per 90,"Accurate crosses from left flank, %",Crosses from right flank per 90,"Accurate crosses from right flank, %",Crosses to goalie box per 90,Dribbles per 90,"Successful dribbles, %",Offensive duels per 90,"Offensive duels won, %",Touches in box per 90,Progressive runs per 90,Accelerations per 90,Received passes per 90,Received long passes per 90,Fouls suffered per 90,Passes per 90,"Accurate passes, %",Forward passes per 90,"Accurate forward passes, %",Back passes per 90,"Accurate back passes, %",Lateral passes per 90,"Accurate lateral passes, %",Short / medium passes per 90,"Accurate short / medium passes, %",Long passes per 90,"Accurate long passes, %","Average pass length, m","Average long pass length, m",xA per 90,Shot assists per 90,Second assists per 90,Third assists per 90,Smart passes per 90,"Accurate smart passes, %",Key passes per 90,Passes to final third per 90,"Accurate passes to final third, %",Passes to penalty area per 90,"Accurate passes to penalty area, %",Through passes per 90,"Accurate through passes, %",Deep completions per 90,Deep completed crosses per 90,Progressive passes per 90,"Accurate progressive passes, %",Conceded goals,Conceded goals per 90,Shots against,Shots against per 90,Clean sheets,"Save rate, %",xG against,xG against per 90,Prevented goals,Prevented goals per 90,Back passes received as GK per 90,Exits per 90,Aerial duels per 90.1,Free kicks per 90,Direct free kicks per 90,"Direct free kicks on target, %",Corners per 90,Penalties taken,"Penalty conversion, %"
T. Kehinde,69,Randers,Randers,"LW, RW",24,1000000,2023-06-30,26,1691,2,4.2,5,3.7,27.62,43.16,Nigeria,Nigeria,right,178,75,no,6.65,6.33,58.82,2.29,37.21,0.16,0.2,0.0,2.77,3.41,1.65,4,0.21,0,0.0,5.69,0.11,2,0.11,0.22,0,0.0,29,1.54,51.72,6.897,0.27,3.25,44.26,1.06,70.0,2.02,31.58,0.32,6.76,45.67,13.84,40.0,3.14,2.93,1.7,17.35,0.69,0.96,28.95,81.25,8.25,76.77,6.28,94.07,8.25,83.87,24.64,87.04,1.17,54.55,17.55,14.33,0.2,1.28,0.05,0.11,0.9,41.18,0.75,2.18,85.37,3.46,64.62,0.85,31.25,1.38,1.54,4.74,82.02,0,,0,,0,0.0,0.0,0.0,,,0.16,,,0.64,0.05,0.0,0.8,0,0.0
S. Gartenmann,69,Midtjylland,SønderjyskE,"RCB, CB, LCB",25,700000,2025-06-30,30,2872,1,1.87,2,0.88,17.2,57.74,Denmark,Denmark,right,187,75,no,11.81,5.58,71.35,5.7,51.1,0.41,0.49,0.63,7.43,9.0,0.53,4,0.13,1,0.03,0.91,0.03,1,0.03,0.06,1,0.03,18,0.56,38.89,5.556,0.06,0.31,60.0,0.0,0.0,0.31,60.0,0.03,0.88,53.57,2.07,45.45,1.32,0.41,0.13,26.07,0.09,1.1,43.9,80.8,19.55,65.38,2.63,91.67,18.27,96.91,34.66,89.51,8.96,47.55,23.42,39.96,0.03,0.16,0.0,0.0,0.13,25.0,0.09,5.89,44.15,0.66,52.38,0.66,28.57,0.41,0.16,8.84,62.41,0,,0,,0,0.0,0.0,0.0,,,1.57,,,0.0,0.0,0.0,0.0,0,0.0
S. Rosted,69,Brøndby,Brøndby,"RCB, CB",28,1300000,2023-06-30,23,1479,3,1.23,0,0.07,19.96,57.93,Norway,Norway,right,188,79,no,8.64,6.63,59.63,7.36,57.85,0.37,0.49,0.24,4.32,5.76,1.76,5,0.3,1,0.06,1.16,0.18,3,0.18,0.07,3,0.18,6,0.37,50.0,50.0,0.0,0.24,0.0,0.0,0.0,0.24,0.0,0.0,1.28,71.43,2.49,58.54,0.85,1.58,0.61,43.08,0.3,1.1,61.52,85.76,25.8,75.71,4.2,95.65,25.07,93.2,53.98,91.09,7.42,48.36,18.15,31.87,0.0,0.12,0.0,0.0,0.24,25.0,0.06,7.91,67.69,0.91,26.67,0.67,36.36,0.43,0.0,12.17,70.5,0,,0,,0,0.0,0.0,0.0,,,2.92,,,0.06,0.0,0.0,0.0,0,0.0
J. Tverskov,69,OB,OB,"LCB, RCB, CB",29,400000,2023-06-30,29,2665,3,2.95,1,0.83,14.49,65.5,Denmark,Denmark,right,185,85,no,9.25,4.49,75.94,4.22,57.6,0.24,0.3,0.47,5.61,7.08,0.71,5,0.17,0,0.0,1.05,0.1,3,0.1,0.1,1,0.03,16,0.54,43.75,18.75,0.03,0.27,62.5,0.07,50.0,0.17,80.0,0.03,0.54,93.75,1.86,54.55,1.05,0.68,0.2,26.95,0.24,0.88,46.13,86.24,18.68,73.42,2.94,94.25,21.11,96.0,37.59,92.54,8.27,58.37,22.04,35.83,0.03,0.37,0.03,0.07,0.27,50.0,0.17,5.91,68.57,0.98,44.83,0.84,36.0,0.51,0.17,9.25,70.8,0,,0,,0,0.0,0.0,0.0,,,1.89,,,0.0,0.0,0.0,0.0,0,0.0
N. Poulsen,69,AGF,AGF,DMF,29,800000,2024-06-30,25,2152,0,0.26,0,0.15,18.19,58.39,Denmark,Denmark,right,180,79,no,11.84,9.62,61.3,2.22,49.06,0.54,0.74,0.67,5.39,7.33,1.84,10,0.42,1,0.04,0.46,0.0,0,0.0,0.01,0,0.0,3,0.13,33.33,0.0,0.0,0.13,66.67,0.04,0.0,0.08,100.0,0.0,0.38,88.89,1.88,64.44,0.13,0.08,0.08,19.57,0.0,1.92,39.44,82.18,15.35,70.84,4.52,93.52,14.39,88.95,33.25,87.04,6.11,55.48,19.45,35.94,0.01,0.17,0.04,0.0,0.04,0.0,0.0,8.24,70.05,0.75,44.44,0.38,22.22,0.33,0.04,7.03,72.62,0,,0,,0,0.0,0.0,0.0,,,0.63,,,0.0,0.0,0.0,0.0,0,0.0
L. Thomas,69,,SønderjyskE,GK,30,400000,,32,3110,0,0.0,0,0.0,1.19,90.24,Australia,"Australia, Italy",right,191,91,no,1.79,0.09,33.33,0.93,96.88,0.03,0.03,0.0,1.74,2.1,0.0,3,0.09,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,100.0,0.0,0.0,0.0,10.5,0.12,0.23,15.57,79.18,11.37,73.79,0.0,0.0,3.91,94.81,6.8,94.47,8.68,68.0,35.58,44.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.07,51.35,0.0,0.0,0.0,0.0,0.0,0.0,6.66,71.3,48,1.39,138,3.99,8,65.22,51.56,1.49,3.56,0.103,0.0,2.11,0.93,,,,0.0,0,0.0
B. Kadrii,69,OB,OB,"CF, AMF",30,400000,2024-06-30,14,815,6,3.25,0,0.61,8.5,36.36,Denmark,"Denmark, North Macedonia",left,177,74,no,2.21,1.66,66.67,0.77,28.57,0.11,0.16,0.0,0.99,1.4,0.44,1,0.11,0,0.0,2.54,0.66,5,0.55,0.36,0,0.0,25,2.76,44.0,24.0,0.0,1.55,28.57,1.55,28.57,0.0,0.0,0.11,1.44,46.15,3.64,30.3,3.2,0.44,0.33,15.13,1.66,0.33,20.1,70.88,6.07,67.27,4.42,85.0,4.31,71.79,17.78,74.53,0.77,71.43,13.67,17.94,0.07,0.55,0.11,0.0,0.88,25.0,0.22,1.88,76.47,2.21,60.0,0.66,16.67,0.55,0.44,1.66,86.67,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.66,0.11,0.0,0.66,1,100.0
B. Kopplin,69,Randers,Randers,"LB, RB",33,300000,2024-06-30,26,2209,0,0.95,1,2.22,13.4,55.02,Germany,Germany,right,184,80,no,9.98,6.36,62.82,1.43,54.29,0.61,0.75,0.08,5.38,6.58,0.57,5,0.2,0,0.0,2.2,0.0,0,0.0,0.04,0,0.0,12,0.49,25.0,0.0,0.04,4.11,34.65,1.83,37.78,2.28,32.14,0.53,1.06,57.69,2.65,43.08,1.14,1.39,0.86,25.42,2.04,0.61,37.97,76.07,12.14,67.11,7.5,92.39,12.75,78.91,30.52,84.25,3.75,51.09,20.29,31.16,0.09,0.73,0.0,0.0,0.2,20.0,0.41,3.79,55.91,3.42,47.62,0.45,36.36,0.53,1.39,7.7,76.19,0,,0,,0,0.0,0.0,0.0,,,0.9,,,0.04,0.0,0.0,0.0,0,0.0
L. Berg Johnsen,68,Randers,Randers,"RCMF, LCMF, DMF",22,1500000,2024-06-30,16,1211,1,0.66,0,0.24,18.8,52.57,Norway,Norway,right,177,72,no,9.44,7.88,57.55,2.9,51.28,0.52,0.58,0.15,4.38,4.92,1.26,3,0.22,0,0.0,1.56,0.07,1,0.07,0.05,0,0.0,12,0.89,33.33,8.333,0.0,0.59,37.5,0.15,0.0,0.45,50.0,0.0,1.34,61.11,4.31,55.17,0.22,0.52,0.07,31.88,0.0,0.89,50.61,88.99,17.24,81.03,7.88,99.06,17.09,93.48,45.85,93.03,4.38,50.85,18.63,39.63,0.02,0.15,0.07,0.0,0.37,60.0,0.07,7.73,79.81,0.59,50.0,0.52,42.86,0.37,0.22,8.18,78.18,0,,0,,0,0.0,0.0,0.0,,,0.37,,,0.3,0.0,0.0,0.37,0,0.0
J. Christensen,68,Nordsjælland,Nordsjælland,"RCMF, DMF",21,1300000,2023-06-30,29,2425,0,0.51,2,1.4,19.56,47.44,Denmark,Denmark,right,180,70,no,10.39,10.28,55.23,2.15,39.66,0.22,0.27,0.11,4.49,5.53,1.82,6,0.22,0,0.0,1.08,0.0,0,0.0,0.02,0,0.0,13,0.48,0.0,0.0,0.07,0.59,37.5,0.15,75.0,0.45,25.0,0.04,1.0,59.26,3.71,36.0,0.19,0.74,0.48,32.1,0.11,0.33,46.95,85.69,13.69,76.15,8.02,94.91,17.93,91.51,42.72,88.27,3.71,63.0,17.67,34.82,0.05,0.74,0.04,0.07,0.56,46.67,0.19,6.05,75.46,1.37,51.35,1.0,44.44,0.71,0.19,7.2,67.53,0,,0,,0,0.0,0.0,0.0,,,0.67,,,0.33,0.0,0.0,1.89,0,0.0
E. Sabbi,68,OB,OB,"RW, RAMF, RWF",24,700000,2024-06-30,29,1757,5,5.32,1,1.95,32.37,41.93,Ghana,"Ghana, United States",right,178,70,no,7.22,6.35,55.65,4.41,29.07,0.26,0.33,0.1,3.43,4.48,1.74,6,0.31,1,0.05,6.45,0.26,5,0.26,0.27,1,0.05,43,2.2,46.51,11.628,0.05,2.2,37.21,0.36,14.29,1.84,41.67,0.26,7.99,54.49,16.14,41.59,2.77,2.1,1.74,15.73,1.18,2.46,21.87,72.6,5.94,59.48,4.2,96.34,6.2,70.25,18.95,78.65,0.72,21.43,15.71,17.04,0.1,0.87,0.05,0.0,0.92,27.78,0.26,2.25,56.82,2.82,40.0,0.97,15.79,0.87,0.77,3.43,64.18,0,,0,,0,0.0,0.0,0.0,,,0.15,,,0.36,0.2,0.0,0.15,0,0.0
F. Tingager,68,AGF,AGF,"LCB, RCB",29,400000,2025-06-30,13,1242,1,1.27,0,0.03,22.68,61.34,Denmark,Denmark,right,198,94,no,11.38,6.96,76.04,8.99,60.48,0.22,0.29,0.58,5.87,7.81,0.87,0,0.0,0,0.0,0.51,0.07,1,0.07,0.09,1,0.07,13,0.94,38.46,7.692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,28.57,2.03,32.14,1.52,0.43,0.14,15.22,0.14,0.65,28.99,82.5,13.91,72.4,1.3,100.0,12.1,92.81,23.04,88.05,5.94,60.98,24.06,38.93,0.0,0.07,0.0,0.07,0.0,0.0,0.0,3.91,68.52,0.14,50.0,0.07,0.0,0.29,0.0,7.68,68.87,0,,0,,0,0.0,0.0,0.0,,,1.09,,,0.0,0.0,0.0,0.0,0,0.0
D. Granli,68,AaB,AaB,"LCB, RCB, CB",28,700000,2024-06-30,27,2136,0,0.0,1,0.29,13.99,63.55,Norway,Norway,right,188,84,no,9.27,5.94,68.09,3.79,63.33,0.38,0.5,0.59,4.85,6.45,0.84,3,0.13,1,0.04,0.51,0.0,0,0.0,0.0,0,0.0,1,0.04,0.0,0.0,0.04,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0.59,71.43,1.1,57.69,0.13,1.05,0.25,26.46,0.29,0.46,42.35,87.26,18.58,79.14,3.67,95.4,15.67,94.09,38.17,91.06,4.13,53.06,18.18,33.91,0.01,0.13,0.0,0.0,0.13,66.67,0.04,4.85,74.78,0.34,12.5,0.46,27.27,0.13,0.0,7.71,71.58,0,,0,,0,0.0,0.0,0.0,,,2.82,,,0.0,0.0,0.0,0.04,0,0.0
M. Kallesøe,68,Randers,Randers,RB,25,800000,,22,1466,0,1.16,2,1.55,21.98,53.35,Denmark,Denmark,right,193,80,no,10.68,9.21,65.33,3.56,43.1,0.55,0.7,0.18,4.11,5.18,1.53,7,0.43,0,0.0,3.01,0.0,0,0.0,0.07,0,0.0,13,0.8,30.77,0.0,0.12,4.36,30.99,0.06,100.0,4.3,30.0,0.37,2.52,48.78,5.28,45.35,1.41,2.03,2.15,21.43,1.41,1.11,34.87,75.7,10.38,63.91,7.12,96.55,11.36,75.68,26.09,87.53,4.73,46.75,22.02,31.65,0.1,0.68,0.0,0.06,0.25,75.0,0.49,3.93,67.19,3.32,50.0,0.86,57.14,0.61,1.29,7.92,71.32,0,,0,,0,0.0,0.0,0.0,,,1.47,,,0.0,0.0,0.0,0.0,0,0.0
K. Pallesen,68,AaB,AaB,"RWB, RB, RCB",32,350000,2024-06-30,32,2772,0,1.67,4,3.52,16.43,55.14,Denmark,Denmark,right,180,72,no,7.31,6.14,61.9,2.05,44.44,0.1,0.13,0.06,3.41,4.46,1.27,3,0.1,0,0.0,3.08,0.0,0,0.0,0.05,0,0.0,19,0.62,15.79,0.0,0.13,3.73,36.52,0.19,33.33,3.51,37.04,0.45,2.44,60.0,5.03,52.26,1.2,1.59,0.68,23.6,2.27,0.88,36.85,71.81,16.82,66.99,4.48,87.68,9.51,73.04,27.66,79.93,5.71,53.98,19.82,34.15,0.11,0.71,0.1,0.03,0.42,38.46,0.52,5.52,60.0,3.67,46.02,0.49,13.33,0.62,1.33,9.16,74.47,0,,0,,0,0.0,0.0,0.0,,,0.65,,,0.03,0.0,0.0,0.0,0,0.0
J. Radošević,68,Brøndby,Brøndby,"DMF, RCMF, LCMF",28,1500000,2025-06-30,31,2411,0,0.51,4,0.9,21.05,49.29,Croatia,Croatia,right,180,74,no,12.13,9.18,63.01,2.05,49.09,0.67,0.93,0.37,5.67,7.82,1.19,4,0.15,0,0.0,1.46,0.0,0,0.0,0.02,0,0.0,18,0.67,22.22,0.0,0.15,0.41,45.45,0.07,0.0,0.34,55.56,0.07,1.68,53.33,5.52,31.76,0.15,0.86,0.26,29.71,0.41,0.45,47.45,81.98,13.77,61.25,8.73,95.3,18.52,89.92,40.46,87.08,6.57,52.84,20.14,36.76,0.03,0.49,0.04,0.0,0.41,54.55,0.3,7.8,66.51,1.87,38.0,1.38,27.03,0.6,0.19,7.35,74.11,0,,0,,0,0.0,0.0,0.0,,,1.12,,,0.19,0.11,33.33,0.07,0,0.0
A. Kamara,68,Randers,Randers,CF,28,700000,2024-06-30,19,1330,9,7.16,0,0.17,27.47,33.25,Sierra Leone,Sierra Leone,right,182,75,no,3.52,3.45,52.94,11.17,28.48,0.14,0.17,0.14,1.56,1.97,2.23,4,0.27,0,0.0,1.49,0.61,9,0.61,0.48,2,0.14,25,1.69,52.0,36.0,0.0,0.14,50.0,0.07,100.0,0.07,0.0,0.0,1.42,38.1,7.11,37.14,3.92,0.41,0.14,11.3,2.71,1.56,15.02,84.68,1.49,54.55,5.08,84.0,3.38,92.0,14.75,85.32,0.14,50.0,12.71,5.15,0.01,0.41,0.0,0.0,0.0,0.0,0.0,0.68,80.0,0.14,100.0,0.0,0.0,0.68,0.07,0.54,62.5,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0,0.0
N. Helenius,68,Silkeborg,AGF,"CF, AMF, LCMF",31,400000,2024-06-30,10,160,0,0.27,0,0.16,35.44,46.03,Denmark,Denmark,right,196,85,no,6.19,6.19,54.55,10.13,55.56,0.0,0.0,0.0,2.81,5.0,2.81,1,0.56,0,0.0,2.25,0.0,0,0.0,0.15,0,0.0,5,2.81,40.0,0.0,0.0,0.56,0.0,0.56,0.0,0.0,0.0,0.0,1.69,66.67,8.44,60.0,4.5,1.13,1.13,12.94,2.25,1.69,26.44,68.09,9.0,56.25,3.38,100.0,7.87,71.43,22.5,70.0,3.38,66.67,16.67,16.41,0.09,2.25,0.0,0.0,0.0,0.0,0.56,3.94,42.86,1.69,0.0,0.56,0.0,1.69,0.0,5.63,90.0,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.56,0.56,0.0,0.0,0,0.0
J. Ahlmann,68,AaB,AaB,"LWB, LB",31,350000,2024-06-30,29,2439,3,1.66,2,3.07,18.56,55.27,Denmark,Denmark,left,179,70,no,10.63,7.38,55.5,3.28,57.3,1.18,1.58,0.22,5.35,7.14,1.44,8,0.3,0,0.0,2.88,0.11,3,0.11,0.06,0,0.0,17,0.63,52.94,17.647,0.07,2.92,35.44,2.88,35.9,0.04,0.0,0.33,2.21,58.33,4.61,57.6,1.59,1.88,0.92,27.38,2.44,1.4,40.96,70.81,18.41,62.73,6.35,89.53,8.93,72.73,32.84,78.76,5.28,39.86,17.78,29.46,0.11,0.89,0.0,0.0,0.48,46.15,0.63,6.31,57.89,3.14,54.12,0.41,45.45,1.25,1.07,10.11,67.52,0,,0,,0,0.0,0.0,0.0,,,0.59,,,0.11,0.0,0.0,0.26,0,0.0
P. Mortensen,68,AGF,AGF,CF,33,500000,2023-06-30,29,2762,16,15.32,1,0.67,32.68,38.68,Denmark,Denmark,right,190,78,no,2.74,1.56,64.58,11.8,45.03,0.13,0.17,0.2,1.6,2.09,1.86,4,0.13,0,0.0,1.56,0.52,11,0.36,0.5,3,0.1,74,2.41,44.59,21.622,0.03,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.75,47.83,8.86,30.15,3.19,0.26,0.1,8.44,2.18,2.05,13.88,74.41,2.67,57.32,3.78,89.66,3.32,78.43,13.2,76.05,0.59,50.0,13.52,17.5,0.02,0.26,0.07,0.07,0.29,44.44,0.1,1.4,53.49,0.46,42.86,0.29,33.33,0.36,0.0,0.94,65.52,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,5,100.0
K. Hansen,68,Nordsjælland,Nordsjælland,RCB,33,400000,2024-06-30,15,1380,0,0.53,1,0.02,11.67,66.48,Denmark,Denmark,right,184,74,no,9.13,4.43,63.24,4.57,74.29,0.2,0.25,0.59,6.13,7.68,0.78,2,0.13,0,0.0,0.59,0.0,0,0.0,0.03,0,0.0,10,0.65,0.0,0.0,0.07,0.65,40.0,0.2,33.33,0.39,33.33,0.0,0.46,57.14,0.78,58.33,0.78,0.52,0.07,33.65,0.46,0.26,48.26,84.86,18.98,71.82,3.46,98.11,22.83,94.29,40.04,92.83,7.63,47.01,23.73,44.22,0.0,0.07,0.07,0.0,0.2,33.33,0.07,7.11,55.96,1.11,29.41,0.72,9.09,0.07,0.26,7.89,76.86,0,,0,,0,0.0,0.0,0.0,,,2.61,,,0.0,0.0,0.0,0.0,0,0.0
A. Grønbæk,67,Bodø / Glimt,AGF,"RW, LW, RWF",21,1500000,2027-07-31,32,2011,5,4.63,1,1.26,23.41,47.61,Denmark,Denmark,right,176,73,no,9.35,9.04,60.4,3.13,41.43,0.09,0.12,0.0,3.8,4.95,1.57,2,0.09,0,0.0,2.69,0.22,5,0.22,0.21,1,0.04,50,2.24,18.0,10.0,0.04,1.79,25.0,0.31,14.29,1.34,23.33,0.22,3.76,44.05,7.97,39.89,1.92,1.21,1.07,14.32,1.79,1.57,21.44,68.06,5.77,53.49,4.25,90.53,7.07,67.72,18.08,74.75,1.66,40.54,18.51,30.33,0.06,0.45,0.04,0.0,0.49,36.36,0.27,2.37,56.6,2.01,46.67,0.63,21.43,0.72,0.4,3.27,61.64,0,,0,,0,0.0,0.0,0.0,,,0.18,,,0.13,0.09,0.0,0.0,0,0.0
M. Højholt,67,AaB,AaB,"RDMF, RCMF",21,1000000,2024-12-31,11,575,0,0.12,0,0.13,18.78,54.17,Denmark,Denmark,left,182,65,no,11.58,9.7,59.68,1.72,45.45,0.47,0.57,0.47,5.32,6.46,1.88,3,0.47,0,0.0,0.78,0.0,0,0.0,0.02,0,0.0,1,0.16,100.0,0.0,0.0,0.47,33.33,0.47,33.33,0.0,0.0,0.16,1.1,42.86,2.82,33.33,0.78,0.0,0.0,20.66,0.31,0.31,35.06,80.36,11.58,62.16,6.42,97.56,10.17,89.23,31.62,84.16,3.13,50.0,16.63,27.72,0.02,0.16,0.0,0.16,0.31,0.0,0.0,5.17,60.61,1.1,14.29,0.63,25.0,0.47,0.16,3.13,50.0,0,,0,,0,0.0,0.0,0.0,,,0.78,,,0.0,0.0,0.0,0.16,0,0.0
M. Ross,67,AaB,AaB,"RCB, LCB",21,1000000,2026-06-30,26,1965,2,1.3,0,0.0,17.36,58.58,Denmark,Denmark,right,190,80,no,9.85,6.23,71.32,6.64,51.03,0.32,0.44,0.5,5.08,6.92,1.37,7,0.32,0,0.0,0.23,0.09,2,0.09,0.06,2,0.09,10,0.46,40.0,20.0,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.14,33.33,0.87,47.37,0.82,0.78,0.09,25.6,0.32,0.87,40.81,82.94,17.73,68.99,3.8,98.8,14.84,93.83,33.89,90.81,6.87,44.67,22.22,40.24,0.0,0.0,0.05,0.05,0.05,0.0,0.0,6.96,53.29,0.73,0.0,0.46,20.0,0.18,0.0,7.15,72.44,0,,0,,0,0.0,0.0,0.0,,,2.89,,,0.05,0.0,0.0,0.0,0,0.0
A. Mucolli,67,Vejle,Vejle,"LW, LCMF, AMF",22,400000,2023-06-30,26,1835,4,3.57,1,1.59,27.96,49.82,Denmark,"Denmark, Albania",left,175,70,no,8.63,8.78,59.78,1.28,26.92,0.29,0.41,0.05,3.09,4.31,1.81,6,0.29,0,0.0,5.64,0.2,4,0.2,0.18,1,0.05,48,2.35,35.42,8.333,0.05,2.11,32.56,1.86,34.21,0.25,20.0,0.2,6.28,60.94,13.83,52.13,2.7,2.8,1.57,22.32,1.81,2.16,32.52,81.6,6.87,64.29,7.55,94.16,10.84,83.71,28.5,85.71,1.96,72.5,16.34,30.5,0.08,0.69,0.05,0.05,0.74,40.0,0.44,3.19,66.15,2.31,38.3,0.49,30.0,0.59,0.74,3.63,77.03,0,,0,,0,0.0,0.0,0.0,,,0.1,,,0.2,0.0,0.0,0.44,0,0.0
A. Bruus,67,Troyes,Brøndby,"RWB, RB",23,2000000,2027-06-30,28,2026,1,0.92,0,1.4,12.48,46.62,Denmark,Denmark,right,184,69,no,6.66,4.58,52.43,1.78,40.0,0.27,0.36,0.0,4.0,5.42,0.53,3,0.13,0,0.0,3.51,0.04,1,0.04,0.04,0,0.0,13,0.58,38.46,7.692,0.0,4.13,38.71,0.0,0.0,4.09,39.13,0.36,2.4,66.67,4.04,51.65,0.98,2.0,1.11,32.83,2.22,0.36,42.11,74.05,12.31,55.23,10.79,96.3,14.39,74.38,32.47,83.17,5.86,47.73,22.19,37.45,0.06,0.53,0.04,0.0,0.44,20.0,0.49,4.84,51.38,4.13,43.01,0.89,15.0,0.53,1.51,9.15,69.9,0,,0,,0,0.0,0.0,0.0,,,2.22,,,0.0,0.0,0.0,0.09,0,0.0
S. Hausner,67,AGF,AGF,RCB,22,1000000,2025-12-31,28,2556,0,0.74,1,0.06,20.95,54.45,Denmark,Denmark,right,187,79,no,9.47,7.64,68.66,8.59,46.72,0.25,0.33,0.46,3.98,5.35,1.2,3,0.11,1,0.04,0.07,0.0,0,0.0,0.03,0,0.0,8,0.28,0.0,0.0,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.18,40.0,1.3,32.43,0.88,0.46,0.32,18.06,0.42,0.6,32.75,77.1,14.44,62.68,1.97,83.93,13.66,91.75,26.09,84.21,6.62,49.47,22.6,36.58,0.0,0.04,0.04,0.0,0.0,0.0,0.0,5.53,52.87,0.46,7.69,0.35,40.0,0.14,0.04,6.87,67.69,0,,0,,0,0.0,0.0,0.0,,,1.44,,,0.0,0.0,0.0,0.0,0,0.0
M. Greve,67,Vendsyssel,Vejle,RCB,32,150000,,14,1255,1,0.41,0,0.0,14.92,52.4,Denmark,Denmark,right,195,76,no,8.96,6.17,51.16,4.66,64.62,0.29,0.37,0.93,5.52,7.15,1.36,2,0.14,0,0.0,0.65,0.07,1,0.07,0.03,1,0.07,5,0.36,80.0,20.0,0.0,0.07,0.0,0.0,0.0,0.07,0.0,0.0,0.57,50.0,1.43,30.0,0.65,1.65,0.14,29.98,0.57,0.29,45.61,87.58,20.94,77.4,3.08,95.35,18.43,96.89,37.58,94.08,7.96,57.66,22.81,39.55,0.0,0.0,0.0,0.07,0.14,50.0,0.0,5.59,58.97,0.65,0.0,0.57,25.0,0.0,0.0,7.6,79.25,0,,0,,0,0.0,0.0,0.0,,,2.51,,,0.0,0.0,0.0,0.0,0,0.0
M. Greve,67,Brøndby,Randers,"LW, RW",27,800000,2025-06-30,31,2730,5,3.96,3,4.37,21.82,45.77,Denmark,Denmark,right,186,77,no,5.57,3.69,57.14,3.26,54.55,0.23,0.28,0.2,3.23,3.97,0.56,6,0.2,0,0.0,4.42,0.16,5,0.16,0.13,0,0.0,46,1.52,30.43,10.87,0.1,1.45,47.73,0.53,37.5,0.86,50.0,0.23,4.81,53.42,11.18,42.77,2.34,2.11,2.51,24.1,1.09,1.68,37.62,81.95,11.27,70.76,6.89,94.74,12.07,87.16,34.19,84.86,2.08,57.14,16.75,31.03,0.14,1.15,0.03,0.03,1.52,45.65,0.63,5.47,73.49,2.87,66.67,1.48,46.67,1.68,0.63,6.03,75.96,0,,0,,0,0.0,0.0,0.0,,,0.03,,,0.0,0.0,0.0,0.0,0,0.0
K. Mensah,67,Brøndby,Brøndby,"RWB, LWB",31,400000,2023-06-30,23,1946,1,0.4,3,2.56,20.95,47.24,Denmark,"Denmark, Ghana",right,171,72,no,8.42,7.12,53.25,1.66,38.89,0.14,0.18,0.09,4.49,5.74,1.06,3,0.14,0,0.0,4.35,0.05,1,0.05,0.02,0,0.0,6,0.28,33.33,16.667,0.14,3.47,26.67,1.62,11.43,1.85,40.0,0.51,5.41,59.83,8.93,45.6,1.8,3.33,1.62,30.34,1.9,0.55,43.2,76.23,12.58,57.72,10.45,94.25,13.5,79.79,35.98,85.09,3.98,37.21,20.61,38.17,0.12,0.88,0.0,0.0,0.69,13.33,0.51,4.44,50.0,3.19,36.23,0.92,20.0,0.83,0.83,7.4,56.88,0,,0,,0,0.0,0.0,0.0,,,1.48,,,0.14,0.0,0.0,0.0,0,0.0
