Player,Rating,Team,Team within selected timeframe,Position,Age,Market value,Contract expires,Matches played,Minutes played,Goals,xG,Assists,xA,Duels per 90,"Duels won, %",Birth country,Passport country,Foot,Height,Weight,On loan,Successful defensive actions per 90,Defensive duels per 90,"Defensive duels won, %",Aerial duels per 90,"Aerial duels won, %",Sliding tackles per 90,PAdj Sliding tackles,Shots blocked per 90,Interceptions per 90,PAdj Interceptions,Fouls per 90,Yellow cards,Yellow cards per 90,Red cards,Red cards per 90,Successful attacking actions per 90,Goals per 90,Non-penalty goals,Non-penalty goals per 90,xG per 90,Head goals,Head goals per 90,Shots,Shots per 90,"Shots on target, %","Goal conversion, %",Assists per 90,Crosses per 90,"Accurate crosses, %",Crosses from left flank per 90,"Accurate crosses from left flank, %",Crosses from right flank per 90,"Accurate crosses from right flank, %",Crosses to goalie box per 90,Dribbles per 90,"Successful dribbles, %",Offensive duels per 90,"Offensive duels won, %",Touches in box per 90,Progressive runs per 90,Accelerations per 90,Received passes per 90,Received long passes per 90,Fouls suffered per 90,Passes per 90,"Accurate passes, %",Forward passes per 90,"Accurate forward passes, %",Back passes per 90,"Accurate back passes, %",Lateral passes per 90,"Accurate lateral passes, %",Short / medium passes per 90,"Accurate short / medium passes, %",Long passes per 90,"Accurate long passes, %","Average pass length, m","Average long pass length, m",xA per 90,Shot assists per 90,Second assists per 90,Third assists per 90,Smart passes per 90,"Accurate smart passes, %",Key passes per 90,Passes to final third per 90,"Accurate passes to final third, %",Passes to penalty area per 90,"Accurate passes to penalty area, %",Through passes per 90,"Accurate through passes, %",Deep completions per 90,Deep completed crosses per 90,Progressive passes per 90,"Accurate progressive passes, %",Conceded goals,Conceded goals per 90,Shots against,Shots against per 90,Clean sheets,"Save rate, %",xG against,xG against per 90,Prevented goals,Prevented goals per 90,Back passes received as GK per 90,Exits per 90,Aerial duels per 90.1,Free kicks per 90,Direct free kicks per 90,"Direct free kicks on target, %",Corners per 90,Penalties taken,"Penalty conversion, %"
I. Fossum,72,AaB,AaB,"AMF, RCMF, LCMF",26,1500000,2023-06-30,32,2924,9,7.33,4,3.43,17.39,38.94,Norway,Norway,right,180,73,no,7.45,6.28,59.8,3.42,29.73,0.18,0.25,0.15,3.51,4.71,0.52,0,0.0,0,0.0,1.39,0.28,6,0.18,0.23,0,0.0,34,1.05,61.76,26.471,0.12,0.86,35.71,0.4,30.77,0.46,40.0,0.18,0.95,22.58,4.34,21.28,1.85,1.05,0.77,25.67,1.2,0.46,38.75,83.88,11.76,70.16,7.69,96.4,12.07,89.54,36.17,86.98,1.72,42.86,15.91,27.7,0.11,1.02,0.12,0.03,0.62,35.0,0.22,4.16,69.63,1.85,70.0,0.86,32.14,1.45,0.31,5.76,64.71,0,,0,,0,0.0,0.0,0.0,,,0.37,,,0.52,0.06,50.0,0.74,4,75.0
R. Thelander,72,Ferencváros,AaB,"CB, LCB",30,600000,2025-06-30,27,2563,1,0.96,0,0.0,18.68,65.04,Denmark,Denmark,right,190,87,no,10.22,5.97,77.06,7.83,63.68,0.39,0.51,0.49,5.23,6.91,0.77,6,0.21,0,0.0,0.18,0.04,1,0.04,0.03,1,0.04,7,0.25,28.57,14.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,100.0,0.95,51.85,0.49,0.14,0.11,22.26,0.14,0.7,39.68,86.64,13.91,72.22,2.95,94.05,18.58,95.46,36.13,89.89,3.55,53.47,19.06,33.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,49.35,0.07,0.0,0.11,0.0,0.04,0.0,5.06,50.69,0,,0,,0,0.0,0.0,0.0,,,2.46,,,0.0,0.0,0.0,0.0,0,0.0
N. Boilesen,72,København,København,"LB, LCB",30,1000000,2025-06-30,26,2239,1,0.3,1,1.55,12.94,60.25,Denmark,Denmark,left,186,75,no,7.56,4.78,55.46,2.41,55.0,0.36,0.51,0.24,4.54,6.36,0.8,4,0.16,1,0.04,3.14,0.04,1,0.04,0.01,0,0.0,10,0.4,20.0,10.0,0.04,2.13,49.06,2.13,49.06,0.0,0.0,0.0,2.25,78.57,3.54,73.86,0.68,2.45,0.88,42.37,1.37,0.88,56.64,85.45,20.86,76.3,4.02,96.0,25.93,92.09,48.2,91.16,6.39,54.72,20.77,36.61,0.06,0.72,0.0,0.04,0.44,54.55,0.44,8.0,70.85,2.25,60.71,0.76,42.11,0.76,0.96,12.1,80.07,0,,0,,0,0.0,0.0,0.0,,,0.84,,,0.2,0.0,0.0,0.24,0,0.0
J. Hansen,72,AGF,Midtjylland,GK,37,200000,2023-06-30,18,1706,0,0.0,0,0.06,1.21,69.57,Denmark,Denmark,right,188,78,no,1.48,0.05,0.0,0.74,78.57,0.0,0.0,0.0,1.48,2.41,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,50.0,0.0,0.0,0.0,20.79,0.26,0.11,27.27,83.95,16.35,75.48,0.05,100.0,9.39,96.63,16.46,98.4,10.76,62.25,31.61,47.36,0.0,0.05,0.0,0.0,0.0,0.0,0.05,2.43,34.78,0.32,16.67,0.42,37.5,0.05,0.0,7.86,73.83,15,0.79,60,3.17,8,75.0,19.13,1.01,4.13,0.218,0.05,1.64,0.74,,,,0.0,0,0.0
J. Stage,71,Werder Bremen,København,"RCMF, LCMF",25,3500000,2026-06-30,23,1635,5,6.7,3,2.67,20.53,52.82,Denmark,Denmark,right,187,83,no,8.7,6.72,56.56,5.5,61.0,0.33,0.46,0.39,4.57,6.38,1.21,3,0.17,0,0.0,2.2,0.28,5,0.28,0.37,1,0.06,26,1.43,46.15,19.231,0.17,1.05,42.11,0.44,37.5,0.61,45.45,0.11,1.76,56.25,4.57,48.19,3.19,1.05,0.66,28.79,0.83,1.16,40.02,79.92,12.83,65.24,7.32,94.74,12.5,88.11,37.1,82.49,1.93,51.43,16.18,22.45,0.15,0.88,0.0,0.0,0.39,28.57,0.61,4.84,73.86,1.27,56.52,0.22,25.0,0.99,0.39,5.23,63.16,0,,0,,0,0.0,0.0,0.0,,,0.39,,,0.0,0.0,0.0,0.0,0,0.0
S. Hedlund,71,Brøndby,Brøndby,CF,29,1200000,2023-06-30,31,2201,8,5.21,8,5.65,14.8,35.08,Sweden,Sweden,right,173,69,no,3.31,4.25,45.19,0.98,25.0,0.08,0.11,0.0,1.31,1.71,0.9,1,0.04,0,0.0,2.37,0.33,8,0.33,0.21,0,0.0,27,1.1,48.15,29.63,0.33,1.84,28.89,0.86,23.81,0.94,34.78,0.37,1.84,48.89,6.22,36.18,3.43,1.35,0.61,17.71,2.45,1.31,22.49,72.73,4.54,65.77,6.09,84.56,6.42,71.97,20.2,77.13,0.53,53.85,15.47,14.13,0.23,1.1,0.0,0.0,1.06,38.46,0.78,1.23,80.0,1.88,50.0,0.82,40.0,1.43,0.49,2.33,71.93,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.29,0.0,0.0,0.7,0,0.0
K. Johnsson,71,København,København,GK,32,500000,2023-06-30,23,2227,0,0.0,0,0.13,0.53,100.0,Sweden,Sweden,right,188,84,no,1.54,0.0,0.0,0.48,100.0,0.0,0.0,0.0,1.54,2.2,0.0,1,0.04,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,100.0,0.0,0.0,0.0,10.95,0.2,0.2,17.62,83.26,12.16,77.74,0.0,0.0,4.77,97.46,9.09,97.33,8.49,68.57,35.59,48.56,0.01,0.04,0.0,0.0,0.0,0.0,0.04,2.26,67.86,0.12,33.33,0.04,100.0,0.04,0.0,6.67,77.58,37,1.5,109,4.41,5,66.06,32.55,1.32,-4.45,-0.18,0.0,0.89,0.48,,,,0.0,0,0.0
M. Kofod Andersen,70,Venezia,Nordsjælland,LCMF,23,3500000,2025-06-30,32,2913,4,4.98,3,1.72,15.32,47.98,Denmark,Denmark,right,175,64,no,6.92,5.99,58.76,0.87,35.71,0.0,0.0,0.12,3.4,4.33,0.49,1,0.03,0,0.0,2.38,0.12,4,0.12,0.15,0,0.0,35,1.08,42.86,11.429,0.09,0.49,50.0,0.34,63.64,0.12,25.0,0.03,2.32,62.67,5.56,44.44,1.17,1.24,1.08,26.39,0.37,0.59,38.71,85.08,10.78,71.06,7.35,94.54,15.51,90.24,33.99,89.09,4.29,56.83,18.67,36.9,0.05,0.49,0.03,0.0,0.56,38.89,0.22,5.22,73.96,1.2,56.41,0.65,28.57,0.56,0.28,4.88,65.19,0,,0,,0,0.0,0.0,0.0,,,0.53,,,0.46,0.37,50.0,0.22,0,0.0
E. Marxen,70,Nordsjælland,Randers,LCB,31,400000,2025-12-31,23,2058,0,0.71,2,3.24,19.11,59.95,Denmark,Denmark,left,185,80,no,9.97,5.38,72.36,8.0,50.27,0.31,0.38,0.66,5.77,7.17,0.79,4,0.17,0,0.0,0.74,0.0,0,0.0,0.03,0,0.0,16,0.7,18.75,0.0,0.09,0.7,50.0,0.35,50.0,0.35,50.0,0.04,0.35,75.0,1.01,60.87,0.74,0.74,0.04,23.09,0.09,0.66,37.83,81.16,17.45,69.92,2.97,91.18,15.26,93.12,28.47,88.94,8.7,57.79,24.15,38.31,0.14,0.79,0.04,0.0,0.0,0.0,0.09,7.22,64.85,1.49,50.0,1.31,36.67,0.7,0.39,9.8,74.11,0,,0,,0,0.0,0.0,0.0,,,1.92,,,0.39,0.09,0.0,2.45,0,0.0
L. Lerager,70,København,København,"RDMF, RCMF",29,3000000,2025-12-31,17,1239,4,2.46,0,0.92,22.3,52.77,Denmark,Denmark,right,188,80,no,13.08,9.3,62.5,3.85,54.72,1.02,1.31,0.58,6.25,8.04,1.67,4,0.29,0,0.0,1.89,0.29,4,0.29,0.18,1,0.07,14,1.02,64.29,28.571,0.0,1.02,35.71,0.15,50.0,0.87,33.33,0.07,1.38,52.63,4.65,39.06,1.45,0.8,0.58,27.46,0.58,0.65,41.69,86.41,14.82,83.33,5.59,94.81,13.95,87.5,38.5,88.87,2.25,67.74,16.48,25.46,0.07,0.51,0.0,0.0,0.22,66.67,0.0,5.45,86.67,1.38,47.37,0.07,0.0,0.65,0.29,6.25,77.91,0,,0,,0,0.0,0.0,0.0,,,0.58,,,0.0,0.0,0.0,0.0,0,0.0
P. Carlgren,70,Randers,Randers,GK,30,1000000,2024-06-30,31,2980,0,0.0,0,0.0,1.03,58.82,Sweden,Sweden,right,188,84,no,1.3,0.18,33.33,0.45,80.0,0.0,0.0,0.0,1.24,1.53,0.06,0,0.0,0,0.0,0.03,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,100.0,0.09,33.33,0.0,0.0,0.0,13.47,0.15,0.12,20.42,79.88,15.64,74.52,0.0,0.0,4.41,97.95,8.34,95.29,12.05,69.42,39.29,48.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.29,62.39,0.12,0.0,0.15,20.0,0.0,0.0,9.66,80.0,36,1.09,118,3.56,8,69.49,36.33,1.1,0.33,0.01,0.0,1.54,0.45,,,,0.0,0,0.0
P. Sisto,70,Midtjylland,Midtjylland,"LAMF, LWF, LW",27,3000000,2024-06-30,30,1990,8,4.45,2,3.56,21.84,44.93,South Sudan,"South Sudan, Denmark",right,171,64,no,4.88,4.93,58.72,0.27,33.33,0.05,0.07,0.0,1.94,3.01,0.5,0,0.0,0,0.0,4.61,0.36,8,0.36,0.2,0,0.0,50,2.26,32.0,16.0,0.09,1.67,27.03,1.27,21.43,0.36,37.5,0.41,5.38,57.14,13.39,42.91,2.44,2.89,2.35,25.55,0.86,2.44,36.68,84.22,7.37,73.62,9.54,92.42,12.39,84.31,32.16,88.75,2.94,66.15,17.1,29.84,0.16,1.54,0.05,0.05,0.9,40.0,0.9,3.35,78.38,3.3,52.05,1.81,42.5,1.63,0.41,3.93,83.91,0,,0,,0,0.0,0.0,0.0,,,0.45,,,0.68,0.41,33.33,0.59,0,0.0
P. Ankersen,70,København,København,RB,31,1000000,2024-06-30,21,1924,2,1.09,0,1.39,13.28,53.87,Denmark,Denmark,right,180,73,no,7.11,4.07,56.32,2.01,55.81,0.42,0.56,0.19,4.4,5.88,0.42,3,0.14,0,0.0,2.9,0.09,2,0.09,0.05,0,0.0,22,1.03,27.27,9.091,0.0,3.74,27.5,0.0,0.0,3.74,27.5,0.51,2.62,57.14,5.29,53.1,1.59,2.9,1.64,37.89,2.29,1.31,50.05,81.03,15.48,70.39,8.23,98.3,17.73,80.47,40.28,89.55,6.27,56.72,19.51,35.59,0.07,0.8,0.14,0.05,0.28,33.33,0.37,6.78,72.41,3.6,44.16,0.37,25.0,1.03,0.94,10.24,82.19,0,,0,,0,0.0,0.0,0.0,,,1.22,,,0.42,0.09,50.0,0.09,0,0.0
D. Høegh,70,Randers,Midtjylland,"LCB, RCB, CB",31,600000,2025-06-30,4,263,0,0.37,0,0.02,21.9,54.69,Denmark,Denmark,right,190,79,no,6.16,5.82,52.94,10.27,60.0,0.34,0.43,0.68,2.74,3.48,0.68,1,0.34,0,0.0,0.68,0.0,0,0.0,0.13,0,0.0,1,0.34,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,100.0,1.71,60.0,1.03,0.34,0.34,20.87,0.0,1.03,36.27,84.91,11.29,63.64,4.11,100.0,16.77,93.88,32.85,90.63,3.42,30.0,19.7,25.83,0.01,0.34,0.0,0.0,0.0,0.0,0.0,2.74,12.5,0.34,100.0,1.03,0.0,0.34,0.0,3.76,54.55,0,,0,,0,0.0,0.0,0.0,,,2.4,,,0.0,0.0,0.0,0.0,0,0.0
V. Kristiansen,69,København,København,LB,19,4000000,2025-12-31,15,945,0,0.05,3,0.82,18.19,52.36,Denmark,Denmark,left,181,72,no,9.62,8.86,63.44,1.24,23.08,0.29,0.37,0.38,3.71,4.78,1.05,1,0.1,0,0.0,2.67,0.0,0,0.0,0.0,0,0.0,2,0.19,50.0,0.0,0.29,2.95,38.71,2.86,36.67,0.1,100.0,0.19,2.76,48.28,5.24,45.45,1.05,0.95,0.67,23.81,0.86,0.48,34.67,77.75,11.14,64.96,7.62,90.0,10.38,81.65,27.62,86.55,4.19,45.45,18.92,25.72,0.08,0.38,0.0,0.0,0.1,100.0,0.38,3.71,61.54,1.9,45.0,0.29,0.0,0.29,1.14,6.29,57.58,0,,0,,0,0.0,0.0,0.0,,,0.48,,,0.1,0.0,0.0,0.0,0,0.0
N. Dyhr,69,Midtjylland,Horsens,"LB, LWB",21,1500000,2024-12-31,20,1611,0,0.31,3,3.23,12.18,48.17,Denmark,Denmark,left,177,70,no,5.14,3.58,54.69,2.4,44.19,0.61,0.76,0.17,2.57,3.17,0.61,3,0.17,0,0.0,3.63,0.0,0,0.0,0.02,0,0.0,6,0.34,33.33,0.0,0.17,4.47,45.0,4.41,45.57,0.06,0.0,0.5,2.01,69.44,3.91,47.14,1.06,1.12,0.73,20.28,1.96,0.78,29.33,72.0,10.39,60.22,5.98,97.2,7.88,70.92,20.22,82.87,4.97,51.69,21.06,36.09,0.18,1.12,0.0,0.0,0.17,66.67,0.67,3.91,58.57,4.19,60.0,0.17,33.33,0.95,1.73,7.43,78.2,0,,0,,0,0.0,0.0,0.0,,,0.45,,,0.11,0.0,0.0,0.11,0,0.0
G. Isaksen,69,Midtjylland,Midtjylland,"RAMF, RWF",21,4500000,2024-06-30,22,794,1,2.92,1,1.0,28.56,43.65,Denmark,Denmark,left,178,70,no,5.55,3.74,51.52,2.61,43.48,0.34,0.55,0.23,3.29,5.27,1.36,2,0.23,1,0.11,5.67,0.11,1,0.11,0.33,0,0.0,18,2.04,55.56,5.556,0.11,2.72,33.33,0.68,50.0,2.04,27.78,0.68,7.59,47.76,17.91,39.87,5.1,2.95,2.27,13.6,2.27,3.74,21.08,77.96,3.74,60.61,4.42,97.44,8.05,78.87,17.68,86.54,0.79,42.86,16.33,8.38,0.11,1.02,0.0,0.0,0.0,0.0,0.57,1.25,90.91,2.04,50.0,0.11,0.0,1.36,0.91,3.06,85.19,0,,0,,0,0.0,0.0,0.0,,,0.11,,,0.0,0.0,0.0,0.11,0,0.0
L. Prip,69,AaB,Horsens,"RW, LCMF, CF",25,1800000,2025-06-30,32,2857,7,10.63,2,8.71,21.48,41.35,Denmark,Denmark,left,182,70,no,4.47,4.13,56.49,2.21,30.0,0.06,0.07,0.09,2.08,2.44,0.5,1,0.03,0,0.0,5.17,0.22,1,0.03,0.33,0,0.0,79,2.49,36.71,8.861,0.06,2.71,39.53,0.79,32.0,1.86,42.37,0.41,6.58,46.89,12.07,37.6,1.67,1.8,2.05,15.22,0.88,1.29,25.11,78.42,5.99,70.0,6.11,94.85,8.57,78.68,20.89,85.52,1.61,47.06,18.57,27.28,0.27,1.48,0.09,0.0,0.22,42.86,0.54,2.43,76.62,2.17,56.52,0.09,66.67,0.41,1.13,3.87,66.67,0,,0,,0,0.0,0.0,0.0,,,0.44,,,2.52,0.41,23.08,2.99,7,85.714
